married_black_pooled_p100
0.66920012
0.53251481
0.42467579
0.52142632
0.45435819
0.55360574
0.49107292
0.50806832
0.95888335
0.49644729
0.41976041
0.45033333
0.41228384
0.82278585
0.4099347
0.51812708
0.81645411
0.46639869
0.92453593
0.53544378
0.51113087
0.5110324
0.46386841
0.4133749
0.44725919
0.46651947
0.40904579
0.51654917
0.48458165
0.5266515
0.506787
0.48173782
0.46825778
0.50707507
0.48387828
0.44724524
0.50146055
0.5332042
0.55727208
0.36968449
0.47768626
0.70061135
0.45438045
0.71615881
0.49614561
0.33463901
0.44852635
0.44634303
0.43741772
0.51032829
0.47871587
0.53772795
0.36726078
0.47488058
0.41633871
0.43114328
0.46058699
0.80265325
0.48188528
0.49552438
0.39389047
0.45946005
0.19317105
0.59383428
0.78916717
0.6041466
""
0.7489714
0.56209123
0.6062957
0.3743771
0.48592165
0.41165164
0.50915909
0.42501381
0.79104787
0.56730062
0.36083665
0.42347416
0.39574209
0.38245556
0.55731797
0.48678169
0.44270551
0.47362047
0.59897667
0.43097258
0.52414352
0.44828764
0.4013153
0.41494635
0.65323967
0.72712165
0.48881674
0.44566712
""
0.34379143
0.56096727
0.4748089
0.39819431
0.44977364
0.3410821
0.33091009
0.48825261
0.48979172
0.42952332
0.46187523
0.41385764
0.40698475
0.57686913
0.52830231
0.4959833
0.44827083
0.40655345
0.4650771
0.52101028
0.48578674
0.5048334
0.37406781
0.52368718
0.57319486
0.53248364
0.45293614
0.52230501
0.52346176
0.42622498
0.45672455
0.55861872
0.40007988
0.43002445
0.37775722
0.46223488
0.43144059
0.36495885
0.48157376
0.46526766
0.41953707
0.44544396
0.38523829
0.40166619
0.46726063
0.53026772
0.53571606
0.42358577
0.43053466
0.53264713
0.54245299
0.44484726
0.38974285
0.39282498
0.51922947
0.42525178
0.41692019
0.39762908
0.5137943
0.42675209
0.46414706
0.49064216
0.5280146
0.55620933
0.15415223
0.66833228
0.47951692
0.40100181
0.4414202
0.3741942
1.3041418
0.93415844
0.52402169
0.36977538
0.33431989
0.43849853
0.62169516
0.39895764
1.1260197
0.53040153
0.48779202
0.49117172
0.62763697
0.42123297
0.23482405
0.65914077
0.45189327
0.53362137
0.56516176
0.45999107
0.26372671
0.90661436
0.49107695
0.68579465
0.576976
0.59091049
0.44316572
1.2484578
0.49741304
0.56380534
0.57395828
0.43034995
0.38455975
0.35375512
0.48609307
0.56412065
0.98439807
0.31252146
0.41757628
0.40222594
0.42461413
0.65107858
0.5330199
0.61173576
0.67262441
0.53793299
1.0529845
0.57020503
0.37496644
0.55421531
0.4545013
0.39616206
0.58842492
0.56333864
0.21662001
0.52707893
0.5053125
0.55024117
0.46489787
0.49268171
0.44053826
0.60738528
0.51045972
0.48162061
0.62088436
0.54851156
1.187012
0.63978505
""
0.34487525
0.026214026
0.3914479
""
