par_rank_other_male_mean_se
0.017297681
0.019453671
0.058616556
0.014067818
0.017402213
0.035296824
0.011020799
0.039005101
""
0.017561745
0.01707322
0.0089840721
0.042841353
0.023091257
0.018162625
""
0.049029656
0.016595731
0.036463957
0.03436207
0.015582232
0.0071591232
0.016796542
0.024448307
0.0091768932
0.042242333
0.017150303
0.0085952533
0.0061610332
0.028530069
0.027052432
0.023224093
0.0086135967
0.0081641106
0.029838411
0.011950927
0.044472389
0.026944011
""
0.050786071
0.020063346
0.032530259
""
""
0.044596542
0.041892949
0.0090161785
0.018132668
0.013217503
0.022233661
0.013438793
0.015699673
0.025089789
""
""
0.013326808
0.035559591
0.035204522
""
0.029456316
0.032206111
0.01215106
0.049053356
0.03910232
0.033304673
0.035113484
""
0.040455256
0.034334932
0.041290101
0.028024619
0.028352879
0.03758546
0.028218731
0.045585129
""
0.028071452
0.028351953
""
0.0096843913
0.032656312
0.026629381
0.033484351
0.026091099
0.0089375405
0.025985027
0.029334154
0.0099781146
0.01139415
0.01865349
0.025029432
0.041853566
0.035885274
0.014944323
0.04019247
""
0.024431543
0.018692691
0.0058843596
0.011888636
0.012312328
0.0048935865
0.0086183697
0.013367677
0.0099439593
0.0059465058
0.011899518
0.0070731216
0.027002959
0.015535224
0.020442627
0.015328239
0.011404999
0.036295533
0.010108159
0.012338823
0.01060756
""
0.044710856
""
0.020929309
0.040998753
0.035207704
0.013484831
0.032743037
0.013931502
0.015063279
0.039865952
0.060563449
""
0.0052584773
0.028425926
0.023694951
0.049384106
0.017694984
0.031469803
0.013089943
0.011447211
0.051351361
0.026957987
0.015406989
0.014790137
""
0.047529474
0.025492528
0.064712487
0.015549115
0.027379874
0.031419452
0.040483169
0.02832373
0.012963491
0.028123463
""
0.0070906156
0.015327331
0.046013791
0.015406071
0.056213088
0.029218936
""
0.062088702
0.013342259
0.0056223045
0.036096893
0.0035214345
0.021211796
0.030072395
0.021706693
0.018628979
0.0045834864
0.012594054
0.026569599
0.014408911
0.024784241
0.046372775
0.011123379
0.0082660429
0.026487818
0.026623687
0.031333439
0.027212026
0.007480104
0.022412928
0.033625089
0.0077710808
""
0.03341477
0.015589654
""
0.038309667
0.012601944
0.010158167
0.04530349
0.047182344
0.028108204
0.015535877
0.01969924
0.010790383
0.033651993
0.010755127
0.015430316
0.028790435
0.023446128
0.016555903
0.012286332
0.0078659356
0.03138018
0.018289093
0.019928005
0.020583112
0.017839488
0.046767302
0.050472368
0.012395381
0.01165789
0.012954419
0.0063752132
0.02520901
0.021621676
0.027918771
0.024004495
0.021009279
0.030975331
0.0068205106
0.016252065
0.023821695
0.021855358
0.0078508593
0.012240437
0.014054037
0.018673807
0.046291944
