kfr_top20_pooled_male_p75
0.20780823
0.19169748
0.25940949
0.20815153
0.20189634
0.21458347
0.20580207
0.22640704
0.24971533
0.20017043
0.20199914
0.2116603
0.20420769
0.18531182
0.20511533
0.19146945
0.20473571
0.20105729
0.21755627
0.22082761
0.21495375
0.19488788
0.19177394
0.20418118
0.2254038
0.21523054
0.21620488
0.2142435
0.2227356
0.21352862
0.23031658
0.23971459
0.23560432
0.23268016
0.23798411
0.21702284
0.29619941
0.23961194
0.35764197
0.32147682
0.2382147
0.32065526
0.28178376
0.45495188
0.30617222
0.20955186
0.26608974
0.36685938
0.28965765
0.25011089
0.29837504
0.31641531
0.26097444
0.33464691
0.27692524
0.25350639
0.30562484
0.34364462
0.20939006
0.23850723
0.26002589
0.2224122
0.26082116
0.26350033
0.19084832
0.20206724
0.1976731
0.23228265
0.23234712
0.18552004
0.26742077
0.26986641
0.23994124
0.20204848
0.21047407
0.20072122
0.20523719
0.20225154
0.19540597
0.19876722
0.23104569
0.20310941
0.21782626
0.17835616
0.20921406
0.2337939
0.22384015
0.21186726
0.20567271
0.23683119
0.22936539
0.19229251
0.20241976
0.20263781
0.20894688
0.17364535
0.18117572
0.20728663
0.21392065
0.20407374
0.21458286
0.23424391
0.22025409
0.21262394
0.19735883
0.20342229
0.19129562
0.19318292
0.19066587
0.21684031
0.21820702
0.21321137
0.20836446
0.21721804
0.2144279
0.20358939
0.20423152
0.20715781
0.21375535
0.26083553
0.20955522
0.23678483
0.1698527
0.19071496
0.2334217
0.21245147
0.19673531
0.24860312
0.18901917
0.20065521
0.21882656
0.19176427
0.21408221
0.21539654
0.20176585
0.23568754
0.20986128
0.19197369
0.19904058
0.22579333
0.19726256
0.19357541
0.20361385
0.24091357
0.18545812
0.20081797
0.22355409
0.25200897
0.22759797
0.2423187
0.25658038
0.2185196
0.2225574
0.25788611
0.19321378
0.23900792
0.22807257
0.21901084
0.26854369
0.25469837
0.19682389
0.22740467
0.24362063
0.27737093
0.24552915
0.27997985
0.24556154
0.26213542
0.2218786
0.21156734
0.21559851
0.23116672
0.22900356
0.22204636
0.2365634
0.22633103
0.21719895
0.21783127
0.21489091
0.21935363
0.26262146
0.22304341
0.22102381
0.20617491
0.19624798
0.24802956
0.22305524
0.25021726
0.20560673
0.22306012
0.20643388
0.2271198
0.21649064
0.24794181
0.259949
0.25213829
0.25345463
0.27883646
0.23121074
0.23167315
0.23398554
0.21321365
0.22431383
0.20153624
0.20134927
0.22814675
0.2202239
0.21114059
0.23508631
0.2522977
0.22704652
0.27424547
0.28879324
0.28345755
0.25362861
0.24843547
0.22125262
0.24697757
0.24626103
0.24455467
0.28135559
0.29489759
0.21707591
0.23248275
0.23151629
0.23820612
0.26750585
0.30872545
0.29854798
0.25704655
0.26423612
0.22392713
0.27544266
0.29639512
0.32650226
0.24848393
0.30676585
0.2298729
0.32353261
0.215884
0.23021078
0.23475133
0.2211031
0.24617408
0.27769041
0.24238993
0.23785047
0.26672065
0.26175883
0.25565559
0.25628701
