stayhome_pooled_male_p75
0.14220564
0.14745592
0.15766767
0.1360991
0.1246229
0.15038422
0.13530059
0.11157905
0.10360324
0.13134477
0.14528579
0.14597037
0.13593081
0.14875963
0.13895951
0.089232989
0.18424068
0.1426053
0.11173231
0.14339979
0.14492418
0.15130682
0.13761526
0.12492998
0.14433867
0.16260758
0.13526875
0.12402783
0.16397436
0.12531786
0.12951271
0.11802275
0.16436681
0.14817797
0.13399816
0.14710025
0.12742329
0.12577572
0.12462477
0.098884314
0.14964734
0.13129143
0.10304888
0.10667022
0.097075649
0.13436255
0.15929343
0.13203825
0.15641089
0.13764836
0.14253758
0.13861528
0.1319596
0.15791388
0.092985101
0.13101752
0.11423633
0.078075103
0.09968023
0.12324099
0.1017679
0.13289936
0.15076715
0.098046832
0.17056178
0.15169404
0.14720125
0.17349781
0.10661979
0.12350223
0.14642313
0.15033591
0.10398528
0.13036656
0.11832429
0.14045794
0.12232134
0.13124487
0.12940824
0.17136674
0.14626825
0.097237721
0.10145727
0.14009959
0.14844488
0.12596388
0.12031644
0.12544158
0.13460101
0.11383488
0.12500568
0.14182526
0.12748817
0.14501527
0.12061724
0.18093455
0.14688101
0.15485781
0.15521225
0.14405382
0.13711803
0.2158509
0.16253571
0.13856925
0.13036369
0.16871986
0.14126317
0.16550291
0.12668215
0.11594736
0.13869494
0.12056926
0.13667941
0.14168307
0.15487164
0.13587941
0.14280269
0.098336987
0.091973275
0.15276033
0.11371868
0.11924131
0.14628023
0.14462195
0.13470197
0.16197941
0.14023711
0.13723613
0.16267891
0.14523324
0.16774002
0.15817703
0.14502265
0.12318917
0.15587771
0.12496834
0.13430119
0.16504936
0.14619796
0.14240837
0.14078984
0.15024628
0.14712122
0.10679413
0.14161989
0.13897647
0.12549716
0.12894309
0.14909142
0.13523352
0.14600241
0.15210037
0.14231245
0.12431163
0.13910966
0.15329798
0.11768205
0.13196357
0.097501062
0.13139018
0.2364244
0.11552832
0.15583101
0.17362706
0.152862
0.18856689
0.09167093
