kfr_native_other_male_p25
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.35580477
""
0.45475158
""
""
""
""
""
""
""
0.44926757
""
""
""
0.355147
""
0.46705243
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.3697041
""
""
""
""
0.51643986
""
""
0.42604566
0.33691639
""
""
""
""
0.34784868
""
""
""
""
""
""
""
""
""
""
""
""
""
0.33374754
0.31657147
""
""
""
""
0.39072481
0.46979237
0.44357592
0.4404799
0.42281967
""
0.49892154
""
""
""
""
0.38211638
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.41615057
""
""
""
""
""
0.30470306
""
""
""
""
""
0.4326466
""
""
""
0.38285276
""
""
0.39785233
""
""
0.41035429
""
0.28191119
0.33443189
""
0.32696775
""
""
0.35863593
0.2748996
""
""
0.40032092
0.30306926
0.44910544
""
0.42157856
0.41520223
""
""
0.41640651
0.29657346
0.50674736
0.41725168
0.46502748
""
0.41535714
0.37126961
""
0.39369181
0.40206993
0.46144107
0.38326865
0.45639092
0.38921857
0.44880494
0.45089722
0.34903911
0.36370522
""
0.37461039
0.44507796
0.4510591
0.37111691
0.4244087
0.45915732
""
0.39023808
""
0.40158978
0.29461899
0.39789444
0.50039077
""
0.38292781
""
""
""
0.35915115
""
""
""
""
""
""
""
""
""
0.38885954
""
0.4280901
""
""
0.39391699
""
""
""
""
""
""
""
""
0.31254879
""
""
""
""
0.30660689
""
""
""
0.33695707
""
""
""
""
""
""
""
""
""
""
""
0.31695279
""
""
""
""
""
""
""
""
""
""
0.49148381
""
0.34602356
0.47566181
0.16591938
0.51436585
0.28832412
0.35268778
""
0.52701604
0.65443569
0.36119446
0.36676896
0.34239969
0.28458554
""
0.34928364
""
0.33761108
0.3811042
""
""
""
0.33432388
""
""
""
""
0.43749207
0.51026016
""
""
""
""
""
""
""
""
""
""
""
0.32057136
""
""
""
""
""
0.31579852
0.3878223
0.33474189
""
""
""
0.40451884
""
""
0.32933143
""
""
0.36755186
""
0.43382639
""
0.35713059
0.36188415
0.35723239
0.32451558
""
""
0.67379361
0.37505534
0.38824004
0.40357658
""
""
""
""
0.37397617
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.30362329
""
""
0.45756069
""
""
0.31409809
""
0.40680623
""
""
0.27387863
""
""
""
""
""
""
""
0.34964895
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.35870725
""
""
""
""
""
""
0.46981597
""
""
""
""
""
""
""
""
0.41490626
""
""
""
""
""
""
""
""
""
""
""
""
0.29309049
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.37798443
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.35801613
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.39733869
0.44648266
0.3839758
0.43711823
