coll_pooled_pooled_mean
0.33869213
0.25595045
0.24434197
0.35878792
0.39356023
0.27113056
0.34653035
0.25302756
0.2903426
0.33182591
0.27813849
0.37555268
0.36133164
0.28696981
0.28903314
0.31072074
0.30699068
0.38668731
0.32530317
0.21479666
0.29677096
0.28668007
0.35464865
0.31782234
0.46704486
0.27678517
0.30628622
0.3238053
0.33908093
0.30343094
0.31991783
0.37590733
0.41632435
0.39626133
0.28592417
0.29245937
0.25456765
0.33777031
0.21120632
0.28110942
0.35258165
0.23088865
0.26327258
0.24954195
0.29612315
0.30044398
0.37535331
0.27239826
0.37295386
0.27216214
0.27118129
0.31392214
0.28082433
0.20012835
0.38494533
0.27797288
0.31189549
0.24725445
0.28930455
0.29634804
0.29334718
0.34063327
0.30373263
0.26967332
0.28597501
0.30641577
0.23113482
0.25188199
0.29880705
0.25605825
0.26364252
0.30807272
0.25834104
0.29810861
0.21774253
0.2346141
0.27003685
0.25280511
0.25676441
0.31947914
0.22686629
0.33145767
0.26667619
0.25993457
0.37043107
0.29334646
0.25839245
0.27682525
0.35397625
0.27548432
0.31021699
0.23326591
0.27902779
0.33177292
0.2456618
0.2255622
0.2673288
0.24940473
0.32491192
0.25768688
0.34632716
0.36793381
0.35328656
0.33198828
0.3589111
0.34136775
0.30628273
0.31071019
0.2047154
0.25059956
0.37778527
0.26209202
0.38051453
0.27394444
0.32469109
0.35107192
0.34572953
0.2194964
0.19585142
0.21026091
0.26826373
0.25665203
0.31392944
0.25754374
0.25952721
0.34022307
0.32067797
0.26473242
0.25473586
0.23284778
0.43318841
0.23365478
0.37245166
0.2310304
0.28749555
0.28810725
0.28104293
0.27917194
0.2397465
0.36587679
0.35516259
0.27327827
0.21105592
0.30118755
0.24535565
0.24986064
0.29948908
0.29012147
0.28719994
0.29541898
0.26029253
0.36200726
0.29722148
0.27034506
0.32107759
0.31573704
0.25224376
0.32358769
0.22940639
0.34865412
0.26645499
0.26221231
0.38176435
0.41994959
0.24656783
0.51594961
0.38313326
0.33396402
0.27610007
0.30591089
0.39725408
0.40387139
0.26842821
0.32866582
0.24635263
0.29809916
0.33350179
0.34170961
0.32268569
0.33134928
0.26899496
0.25207987
0.33313674
0.27456895
0.25253597
0.40868121
0.26563928
0.32299823
0.39162102
0.27755672
0.31983238
0.25710592
0.38526815
0.29300293
0.28823274
0.29662243
0.33743662
0.36716962
0.35940173
0.31228715
0.34010923
0.26850721
0.3039085
0.32220048
0.29609564
0.35616553
0.39577699
0.31977159
0.2968615
0.33832291
0.30023816
0.37382922
0.28952673
0.28643385
0.37332267
0.33671969
0.34542081
0.42990366
0.33199421
0.27898467
0.37588668
0.3917183
0.26925024
0.2965388
0.38445276
0.30691156
0.33853942
0.35540724
0.47213656
0.38765064
0.36769232
0.40574288
0.35863921
0.40981269
0.36993027
0.34719563
0.29915869
0.39158997
0.26670676
0.27761436
0.32042092
0.34555957
0.33573815
0.30775362
0.30952236
0.35553077
0.38484231
0.44025204
0.36454961
0.42595264
0.4620721
0.36666033
0.3138895
0.41013241
0.35052082
0.36536846
0.32879135
0.48808181
0.34791508
0.44056857
0.32948381
0.45173299
0.3686797
0.35977358
0.47312587
0.4999699
0.52747738
0.56769741
0.48422566
