somecoll_natam_female_mean_se
""
""
""
""
""
""
""
""
""
""
""
0.08139737
""
""
""
""
""
""
""
""
""
0.030824136
""
""
0.10848609
""
""
""
0.068702213
""
""
""
0.09175387
""
""
""
""
""
""
""
""
""
""
""
""
""
0.094770961
0.072272308
""
""
0.10735387
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.060752977
""
""
""
""
""
""
""
""
""
0.086726874
""
""
0.096836157
0.1129759
""
""
0.097471192
""
0.101948
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.10759826
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.10621811
""
""
""
""
""
""
0.10168177
0.10777847
""
""
""
""
""
""
""
0.098169863
""
0.056881037
""
""
0.056519356
""
0.048350397
""
""
""
""
""
""
0.069785781
""
0.08785741
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.11660137
""
""
""
""
""
""
0.099029616
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.063873813
""
0.1018556
""
""
""
""
""
""
""
""
""
""
""
""
0.054725174
""
0.073210441
0.0803876
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.053087227
""
""
""
0.089212902
""
0.10997393
""
""
""
0.082689561
""
""
""
""
""
""
0.045100663
""
0.082232714
""
""
""
""
""
""
""
""
""
""
""
0.088207126
0.074606217
0.068500899
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.076660603
""
0.070597142
""
""
""
0.092750914
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.065131947
""
""
""
""
""
""
""
""
""
""
""
""
""
0.10632622
""
0.054900471
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.095021635
""
""
0.09805499
0.10134255
""
""
0.063021868
""
""
""
0.1016748
""
""
""
""
""
""
""
""
""
""
""
""
""
0.12144545
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.070203207
""
""
""
0.10865049
""
""
""
0.096475251
""
""
""
""
""
0.099703856
0.096819676
""
""
""
0.09967649
""
""
""
""
""
""
0.097099036
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.052216776
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.078771032
0.069308862
""
""
""
""
0.053974923
""
0.077092871
""
""
""
""
""
""
""
""
0.048419811
""
""
0.034208287
0.028790586
0.052712396
0.06460952
0.01931191
0.057142362
""
0.1022545
0.10259131
0.11044302
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.067681849
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.071650021
0.047122516
""
""
""
""
0.061042685
""
""
0.058622323
""
0.06429036
0.025765488
0.049032159
0.068177953
""
0.060859904
""
0.043411009
""
""
0.065859184
0.059055895
0.097695239
""
""
""
""
0.032181285
0.055551305
""
0.062114943
0.073391788
0.093238816
""
""
""
""
0.090105414
0.090157568
""
""
""
0.087353878
""
""
""
""
""
""
""
0.10192199
""
""
""
""
""
""
""
""
""
0.062178519
""
""
""
0.031830989
""
0.029953727
0.099079698
0.044213105
""
""
0.026936391
0.040455103
0.10422891
0.022991339
""
""
""
0.10449849
""
""
""
""
""
""
""
""
0.065727554
""
0.094830781
""
""
""
""
""
""
0.094476074
""
""
""
0.082358927
""
""
0.091425627
0.1041779
0.11141107
0.059108559
0.082496442
0.054545283
0.073189527
0.086711034
""
""
0.056138135
0.098578706
0.057616618
0.057545546
""
0.089390516
0.059243094
0.10681006
""
0.029294763
""
""
""
""
0.073025979
0.092794269
""
0.05358424
""
0.070506118
""
0.077835388
0.10170566
""
""
""
""
""
""
0.074878372
0.084706105
0.032510854
