somecoll_hisp_pooled_p75_se
0.099925868
0.20138331
""
0.066035897
0.084711529
""
0.055947106
""
""
0.092278525
0.10377897
0.036544502
""
0.17522363
0.12587336
""
""
0.070816562
""
""
0.098691687
0.03977504
0.10306267
0.17729682
0.038403779
""
0.10232992
0.052816987
0.030875878
""
""
0.13677697
0.047943417
0.041972145
""
0.065555416
""
0.19254129
""
""
0.099250533
""
""
""
""
""
0.029468225
0.11799838
0.055695631
0.16075812
0.069732979
0.092829764
0.12897263
""
""
0.068918854
""
""
""
0.1813174
0.17462181
0.096710116
""
""
""
""
""
""
""
""
""
""
""
0.16288851
0.20735106
""
0.17240866
""
""
0.047989905
0.21009685
0.18934403
""
0.12013125
0.053811524
0.17505069
0.22419661
0.078015648
0.051396038
0.2134186
0.14984788
""
""
0.083149858
""
""
0.14723447
0.094789505
0.017739665
0.04849783
0.041432519
0.0080560111
0.02189504
0.039997835
0.035056647
0.017568957
0.042930484
0.033424411
0.17182606
0.058200732
0.058635801
0.18245089
0.050189938
""
0.053977497
0.057949752
0.051528342
""
""
""
0.14422207
0.31098154
""
0.15894453
0.12759469
0.060724497
0.051217001
0.38600236
""
""
0.021602606
""
0.1369385
""
0.13909021
""
0.088263862
0.086164154
""
0.10866003
0.06165953
0.078790791
""
""
0.13323639
""
0.085415959
0.18266615
""
""
""
0.061675619
""
""
0.045044072
0.081835888
""
0.12218378
""
""
""
""
0.046567906
0.024155708
""
0.013480301
0.099734277
""
""
0.059432533
0.015060858
0.038453806
0.094047047
0.038548056
0.14371666
0.09073218
0.055951782
0.028004391
0.10906765
0.17226636
""
0.13713476
0.037538666
0.11470605
""
0.035904463
""
""
0.080003284
""
""
0.072349101
0.05988029
""
""
""
0.086212285
0.072741836
0.028410668
0.091776885
0.04587372
0.07758189
0.08662793
0.088661745
0.088262565
0.046844017
0.04206178
0.16587737
0.1040163
0.055056069
0.089453503
0.090099156
""
""
0.020459425
0.076691613
0.041648753
0.030017192
0.18909171
""
""
""
0.12241109
""
0.034095142
0.11130044
0.13213302
0.10845806
0.033584896
0.055051181
0.084774457
0.080655083
""
0.065419279
""
""
""
0.10090572
""
""
0.11758061
0.17018797
0.24905495
0.092628986
""
0.061695512
0.085924804
0.042325016
0.092869833
0.074745364
0.023721974
0.081133589
0.18788822
""
0.080582149
0.12470415
0.12218643
0.038745839
0.10562503
0.045614112
0.059026055
0.042614795
0.03965668
0.056248069
0.023048351
0.0081096524
0.022909813
0.0095012225
0.014967574
0.044602819
0.05970471
0.11289687
""
0.17108233
""
""
0.066340059
0.10517733
""
0.095351018
0.037296031
""
""
0.018465957
0.036389261
""
0.041517675
0.015039518
0.11399028
""
""
""
""
0.10842406
""
0.14435458
""
0.1202
0.1152124
0.10670599
0.021815473
""
0.096027821
0.10574082
0.14735709
0.10527716
""
0.16633657
0.076883681
""
0.094931483
0.066079155
0.1091275
0.075507924
0.059254866
0.084281236
""
0.077206016
0.091667801
0.099413507
0.061052401
0.054187801
0.059467018
""
""
0.093848377
0.071378037
0.061833385
0.12272459
0.043815549
0.081546284
0.043260943
0.051824287
0.023127399
0.075978473
0.0073607285
0.036021482
0.075814009
""
0.024714043
""
0.23154289
0.074060149
0.059341863
""
""
""
0.30896127
""
""
0.14098349
0.27022123
0.12499542
""
0.10569225
0.081885092
""
0.19285131
""
0.19533288
0.2016443
""
0.12959081
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.078099191
""
""
""
""
""
""
0.20757309
0.29755363
""
0.1203038
0.12007329
""
""
""
0.090594687
""
""
""
""
""
""
""
""
""
""
""
""
""
0.13657935
0.18310475
""
0.24239016
""
0.33911934
0.32567582
0.11067665
0.055309467
""
""
0.24437059
0.0811022
""
""
""
""
0.10563577
0.051264372
0.18305235
""
0.14677957
0.20373876
""
""
0.1350186
0.091137879
""
0.056626625
""
""
0.034816351
0.16595285
""
""
""
""
0.064344041
0.023794362
""
""
0.032060754
0.098657079
""
""
""
""
""
""
""
""
0.1148181
0.1520797
""
0.12756571
""
0.14056882
0.027090695
0.014682044
""
""
0.13642663
0.11707597
0.13736436
""
""
""
""
""
""
0.095819071
""
""
0.066337913
0.039769381
0.039239138
0.096500263
0.11862729
0.14430837
0.10695136
0.095098637
0.11571025
0.024150437
0.071752839
0.14983821
""
""
0.099773154
""
0.082988456
0.12851791
0.087256029
""
0.17733675
0.10148129
0.15264019
0.094661728
""
0.033675946
0.21961868
""
0.12006411
0.012476082
0.056151308
0.30431154
0.054473504
""
0.039517645
0.2955136
0.061059199
0.041118916
0.060347196
0.091760509
0.052498512
0.092763618
0.30217516
""
""
0.090249591
0.078530148
0.11370743
""
0.12672594
0.1659025
0.1346126
0.080034822
0.035248764
0.10478368
0.22215803
0.017818246
0.17989053
0.010049341
0.088487215
0.11920723
""
0.036391463
0.092812583
0.14088219
0.14627396
0.10914297
0.14032087
0.026759759
0.015615805
0.018748971
0.057071473
0.028521908
0.0091538578
0.039868359
0.092648037
0.15113503
0.065569863
0.22045159
""
0.079875648
0.047444761
0.069094978
0.1003432
0.12525985
0.10463388
0.047069982
0.36333147
0.35719988
0.062669821
0.21891521
""
0.18540381
0.13153042
0.18144284
0.054696914
0.12786756
0.033621471
0.018709498
0.013800912
0.096678138
0.062344328
0.090449475
0.13944334
0.068981946
0.14992423
0.4639031
0.11411192
0.26780993
0.15340966
0.03364763
0.22275123
0.079719581
0.12638032
0.25485039
""
0.047533087
""
""
""
""
""
""
0.16691981
""
""
""
""
""
0.070058607
""
""
0.12984863
""
0.1655035
""
0.2208672
0.24727821
""
""
""
0.068235159
""
""
0.12479185
""
""
""
""
0.087156817
0.18336976
0.12787494
0.17842545
0.11108806
""
0.024919985
0.12385836
0.061301697
0.058211375
0.025825314
0.19008648
0.22369699
0.073543467
0.014816387
0.18168557
0.011863232
0.067102455
0.015495284
0.061623953
""
0.043440532
0.048960812
0.17345327
0.053967331
0.067099921
0.11683372
0.10049008
0.048701797
0.082796738
""
0.13416646
0.070038967
""
""
""
0.043459453
0.023496877
0.098719589
0.050997924
""
""
0.11722753
0.24070999
""
0.075143307
0.062558614
""
""
0.05298268
0.073586538
0.066096909
0.11674424
0.10717842
0.017064923
0.018946851
0.015428675
0.034278106
0.012860058
0.011080165
0.086076051
0.12151109
""
0.032760236
0.02747963
0.0081962133
0.021943705
""
0.21483678
0.011059578
0.025767839
0.019956972
0.0037319092
0.17264119
""
0.06223112
0.15075876
0.040550813
0.12834054
0.074342653
0.023939854
0.13393319
0.032599013
0.16206546
0.045303591
0.045208011
0.080424123
""
0.064891487
""
""
""
0.11808322
0.10897969
0.01474672
