hs_asian_pooled_p25_se
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.12018594
""
0.050523907
""
""
""
0.034930922
""
""
""
0.06626749
""
""
""
0.059063185
""
0.093477398
""
""
""
""
""
""
""
0.039566018
""
""
""
0.041286092
""
""
""
""
""
""
0.041689258
""
""
""
""
0.085092783
""
""
0.22200163
""
""
0.068470627
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.13652842
""
""
""
""
""
0.021210499
""
""
0.032033417
""
""
""
0.080204919
""
""
""
0.018508399
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.044727534
""
""
""
""
""
0.063813694
""
""
""
""
""
0.11648244
""
""
""
0.0070291525
""
""
0.009244008
""
""
0.011428104
""
0.11261541
0.015169712
""
0.080468446
0.063543081
""
0.024971891
0.071411125
""
""
0.0020501032
0.024119606
0.03287179
""
""
0.022770487
""
""
0.022718893
0.08024855
""
0.0033912461
0.050185215
""
0.012790689
0.0090931701
0.16435806
0.010789826
0.0080757327
0.0061708479
0.01662563
0.051024862
0.012609494
0.032192525
0.0063194497
0.065258011
0.06156176
""
""
0.020598559
0.039812274
0.021786222
0.029620066
""
""
0.033633888
""
0.017511917
0.033707939
0.046044867
0.034930542
""
0.029017223
""
""
""
0.065650925
0.13678065
""
""
""
""
""
""
""
""
0.040159062
""
0.089628525
""
""
0.037905902
""
""
""
""
""
""
""
""
0.041336752
""
""
""
""
0.072903879
""
""
""
0.15802324
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.18342434
""
0.033036597
0.037725847
0.092950888
0.053317215
0.045134
0.077180505
0.078084655
""
0.11053861
0.037228856
0.095316626
0.033068344
0.050098784
""
0.042939994
""
0.066535689
0.017604591
""
""
""
0.078895196
""
""
""
""
0.039493553
0.051824678
""
""
""
""
""
""
""
""
""
""
""
0.02211199
""
""
""
""
""
0.077878214
0.052750897
0.062911816
""
""
""
0.025002856
0.10648378
""
0.022132745
""
""
0.046116639
""
0.021482978
0.056413054
0.034550998
0.051719673
0.033836856
0.054702394
""
0.21790484
0.10219757
0.0875744
0.09004882
0.011688452
""
""
""
""
0.078178421
""
""
""
""
""
""
""
""
""
0.096545778
""
""
""
0.11047913
""
""
""
""
""
""
""
""
""
""
""
""
""
0.061376046
""
""
0.10375414
0.026768502
""
0.039684638
""
0.031134982
""
""
0.079384863
""
""
""
""
""
""
""
0.023443446
""
""
""
0.11788339
""
""
""
""
""
""
""
0.11764443
""
""
""
0.032435052
""
""
""
""
""
""
0.017995298
""
0.083917201
""
""
""
""
""
0.090193227
0.096085794
""
""
""
""
""
""
""
""
""
""
""
""
0.11581792
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.10621694
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.034162689
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
