staycz_white_female_n
2085.0
5272.0
577.0
624.0
1956.0
70.0
577.0
4245.0
960.0
760.0
1339.0
317.0
640.0
377.0
490.0
1612.0
1902.0
299.0
244.0
1241.0
382.0
3173.0
1818.0
759.0
2215.0
2566.0
977.0
3615.0
583.0
1014.0
889.0
46.0
243.0
497.0
3037.0
1929.0
16889.0
443.0
3040.0
1166.0
2848.0
2380.0
128.0
136.0
8310.0
445.0
923.0
3314.0
10711.0
481.0
5589.0
4337.0
120.0
372.0
628.0
579.0
1396.0
2449.0
6250.0
71.0
2360.0
1258.0
4317.0
2366.0
367.0
127.0
867.0
""
""
9220.0
42.0
""
40.0
""
3253.0
35.0
33.0
1028.0
1269.0
420.0
357.0
""
""
1656.0
48.0
22.0
""
37.0
77.0
254.0
""
116.0
136.0
40.0
""
30.0
264.0
3102.0
3073.0
1178.0
732.0
212.0
223.0
82419.0
5381.0
1594.0
19844.0
3927.0
189.0
5438.0
2312.0
659.0
716.0
1489.0
6177.0
1398.0
324.0
135.0
980.0
258.0
642.0
718.0
1035.0
339.0
663.0
783.0
2894.0
2464.0
1411.0
593.0
190.0
399.0
553.0
3246.0
709.0
472.0
3277.0
597.0
1713.0
602.0
1207.0
386.0
1600.0
364.0
542.0
1949.0
816.0
139.0
652.0
175.0
299.0
370.0
883.0
2593.0
514.0
461.0
1461.0
1570.0
283.0
252.0
284.0
356.0
755.0
364.0
425.0
367.0
946.0
703.0
2322.0
229.0
10670.0
764.0
548.0
3916.0
345.0
286.0
4515.0
454.0
624.0
414.0
1428.0
695.0
5730.0
2776.0
192.0
657.0
22013.0
28.0
1131.0
6602.0
1040.0
390.0
22630.0
959.0
6109.0
13621.0
873.0
3896.0
1081.0
552.0
16041.0
2660.0
1391.0
920.0
93966.0
2763.0
6150.0
590.0
2489.0
4594.0
270.0
133.0
5997.0
3505.0
3664.0
53308.0
10248.0
444.0
33563.0
30536.0
1217.0
35936.0
54190.0
5430.0
12520.0
7472.0
11241.0
8091.0
27647.0
5991.0
6680.0
59.0
1557.0
10253.0
13612.0
12434.0
2633.0
2131.0
213.0
7065.0
1852.0
19167.0
4007.0
2136.0
11989.0
421.0
21101.0
275.0
170.0
182.0
8952.0
2321.0
583.0
36.0
272.0
129.0
""
117.0
131.0
1081.0
10350.0
27.0
8505.0
409.0
1035.0
21442.0
1830.0
1884.0
149.0
75.0
434.0
""
168.0
27.0
22938.0
75.0
302.0
238.0
1605.0
10256.0
363.0
178.0
890.0
5313.0
""
774.0
808.0
1476.0
995.0
667.0
109.0
687.0
214.0
332.0
481.0
3647.0
313.0
299.0
274.0
99.0
21.0
62.0
118.0
147.0
968.0
251.0
6491.0
534.0
21851.0
23414.0
7139.0
5428.0
22236.0
9387.0
5367.0
4274.0
4276.0
14446.0
4698.0
2847.0
5441.0
908.0
6489.0
807.0
17424.0
31860.0
381.0
5168.0
4131.0
7622.0
5876.0
1703.0
635.0
346.0
23860.0
9938.0
2029.0
242.0
631.0
522.0
202.0
390.0
259.0
479.0
667.0
5086.0
2347.0
26863.0
631.0
3842.0
1316.0
330.0
208.0
7120.0
13940.0
5932.0
1124.0
189.0
351.0
8387.0
7867.0
4314.0
15811.0
2278.0
2512.0
7414.0
1247.0
22828.0
5710.0
26071.0
12748.0
26208.0
14971.0
1848.0
5495.0
6339.0
5676.0
10579.0
14981.0
1266.0
1257.0
588.0
387.0
14880.0
887.0
1549.0
746.0
555.0
141.0
370.0
41.0
867.0
570.0
1762.0
3004.0
540.0
522.0
3584.0
332.0
369.0
392.0
1080.0
1264.0
493.0
634.0
30.0
1746.0
208.0
3361.0
2396.0
227.0
5810.0
597.0
836.0
6177.0
1954.0
40.0
5298.0
182.0
17939.0
1049.0
1082.0
4587.0
420.0
3449.0
392.0
554.0
566.0
659.0
533.0
8493.0
517.0
187.0
1984.0
4077.0
206.0
83.0
1635.0
569.0
522.0
245.0
612.0
4794.0
2591.0
3749.0
754.0
13674.0
764.0
92.0
2183.0
1802.0
507.0
391.0
18148.0
1064.0
4738.0
70.0
1050.0
912.0
701.0
459.0
4976.0
4485.0
303.0
1772.0
403.0
406.0
257.0
149.0
171.0
824.0
493.0
177.0
1152.0
1153.0
1435.0
222.0
199.0
2463.0
864.0
587.0
161.0
210.0
863.0
182.0
471.0
145.0
521.0
777.0
184.0
490.0
1476.0
4755.0
1908.0
1325.0
338.0
3249.0
586.0
955.0
641.0
502.0
1290.0
151.0
555.0
27.0
315.0
80.0
4327.0
2386.0
74.0
327.0
204.0
1943.0
829.0
69.0
589.0
92.0
31.0
458.0
133.0
240.0
122.0
1136.0
1024.0
792.0
259.0
166.0
1935.0
179.0
212.0
527.0
843.0
2796.0
2293.0
1181.0
102.0
406.0
926.0
51.0
81.0
738.0
3116.0
195.0
233.0
243.0
744.0
1203.0
8895.0
372.0
1309.0
13238.0
104.0
4139.0
396.0
345.0
2459.0
166.0
284.0
1497.0
5187.0
297.0
119.0
""
5767.0
450.0
1182.0
25.0
293.0
121.0
1290.0
736.0
593.0
913.0
649.0
564.0
1411.0
1102.0
4786.0
1275.0
371.0
87.0
185.0
1388.0
932.0
1837.0
309.0
326.0
1097.0
389.0
392.0
180.0
3378.0
178.0
550.0
2982.0
207.0
676.0
2164.0
231.0
1524.0
144.0
776.0
599.0
5192.0
1601.0
772.0
727.0
1799.0
2031.0
89625.0
889.0
468.0
3521.0
813.0
1069.0
33747.0
926.0
295.0
1811.0
911.0
752.0
1704.0
1545.0
204.0
670.0
2111.0
337.0
1044.0
158.0
265.0
2611.0
1297.0
1494.0
576.0
1675.0
1155.0
1155.0
462.0
15368.0
4004.0
3141.0
2240.0
22644.0
5194.0
649.0
1762.0
1943.0
1411.0
1179.0
12072.0
5491.0
4550.0
2426.0
11018.0
1948.0
655.0
708.0
603.0
666.0
840.0
1468.0
1431.0
1622.0
662.0
2525.0
6538.0
918.0
771.0
690.0
123.0
197.0
276.0
1473.0
848.0
5834.0
9566.0
1051.0
7449.0
315.0
259.0
925.0
259.0
2128.0
6404.0
680.0
3271.0
629.0
873.0
747.0
626.0
669.0
2782.0
19603.0
2513.0
10325.0
2009.0
1449.0
13478.0
3164.0
453.0
747.0
2451.0
679.0
1002.0
1808.0
4436.0
1268.0
1462.0
433.0
1340.0
2546.0
1270.0
2200.0
4149.0
1937.0
7718.0
1268.0
3726.0
873.0
1237.0
1049.0
1378.0
2923.0
1390.0
8660.0
3085.0
1743.0
5466.0
2181.0
3796.0
1982.0
1946.0
1646.0
1009.0
1378.0
1330.0
6096.0
1738.0
3346.0
1703.0
15008.0
4401.0
2063.0
5309.0
27208.0
2259.0
446.0
1756.0
3569.0
1628.0
3589.0
757.0
2130.0
347.0
876.0
1067.0
754.0
938.0
529.0
7484.0
1362.0
606.0
1604.0
1216.0
1338.0
923.0
9763.0
1033.0
2159.0
887.0
1332.0
1420.0
857.0
441.0
5141.0
861.0
382.0
7002.0
768.0
4323.0
1608.0
427.0
3053.0
1247.0
3241.0
1408.0
1213.0
1611.0
414.0
236.0
695.0
643.0
341.0
1287.0
5336.0
1310.0
1242.0
1063.0
911.0
789.0
609.0
1195.0
841.0
998.0
2120.0
699.0
715.0
512.0
976.0
926.0
2535.0
829.0
2207.0
405.0
386.0
993.0
2089.0
805.0
4337.0
582.0
1172.0
891.0
537.0
363.0
539.0
637.0
569.0
791.0
694.0
949.0
799.0
967.0
491.0
566.0
412.0
734.0
1006.0
1660.0
812.0
3711.0
949.0
542.0
908.0
1873.0
8107.0
511.0
482.0
609.0
773.0
1075.0
1584.0
1845.0
707.0
524.0
510.0
423.0
599.0
1836.0
816.0
376.0
851.0
531.0
1426.0
502.0
14705.0
4431.0
897.0
250.0
582.0
7238.0
670.0
1766.0
2816.0
798.0
356.0
689.0
353.0
1573.0
2323.0
945.0
314.0
1894.0
634.0
940.0
4790.0
398.0
787.0
769.0
434.0
825.0
307.0
1408.0
792.0
527.0
3284.0
97.0
174.0
974.0
88.0
49.0
477.0
531.0
468.0
42.0
1757.0
1600.0
202.0
1069.0
340.0
3370.0
163.0
90.0
1377.0
273.0
1366.0
1132.0
1261.0
1220.0
98.0
180.0
339.0
182.0
