kfr_native_hisp_pooled_mean
0.48492944
0.46580848
""
""
""
""
""
0.49942768
""
""
""
""
""
""
""
0.489039
""
""
""
""
""
""
0.52898735
""
""
""
""
""
""
""
""
""
""
""
0.43876964
""
0.45578986
""
0.36659792
""
0.43214223
""
""
""
0.46178469
""
""
0.42951781
0.56468153
""
0.49959105
0.47631496
""
""
""
""
0.44362238
0.31440252
0.65473861
""
""
""
0.44088644
""
""
""
""
""
""
0.45902807
""
""
""
""
0.54744112
""
""
0.44453034
0.47885567
""
""
""
""
0.44709089
""
""
""
""
""
""
""
""
""
""
""
""
0.40440309
0.45596901
0.51750016
0.44454375
0.48293626
0.57223445
0.52045685
0.45175159
0.44245246
0.43119457
0.44600385
0.44199505
0.47985929
0.4808833
0.45762724
""
""
""
0.45587537
""
""
""
""
""
""
""
""
""
""
""
0.30858049
0.40121675
""
""
""
""
""
0.47695351
""
""
0.39607435
""
""
""
""
""
""
""
""
0.385061
""
""
""
""
""
""
""
0.38513064
""
""
0.46094623
0.53961593
""
""
""
""
""
""
""
""
""
0.50046259
0.50842226
""
0.47080639
""
""
0.47482103
""
""
0.42866075
""
""
""
""
""
0.38382348
0.45543835
""
""
0.5323742
""
0.5491969
0.45533308
0.5185867
0.4762876
0.52908421
0.39393294
0.55130351
0.42920718
0.55929893
0.43376714
0.46899182
0.50801849
0.48624116
0.43088704
0.43460143
0.53151464
0.47979963
0.45256647
0.51961803
0.46391338
0.51860428
0.43595302
""
""
0.47380918
0.49762517
0.49630973
0.51466078
0.52521008
0.57673204
0.4716785
0.47713566
0.48013586
0.48024726
0.49681327
0.51719463
0.45420092
0.51085556
0.5713312
0.47032431
0.51547861
0.50319332
0.46689254
""
0.48365372
0.53171015
0.54040265
0.4537259
0.47154948
0.43342748
""
0.45239362
0.48581386
0.50788611
0.47169533
0.46522486
0.47644839
0.46850049
0.52960634
0.49215692
""
0.35533413
0.49310073
0.54020965
0.49178427
""
""
0.46760684
0.36271366
0.43845162
""
0.41992113
0.43040118
""
0.5844698
0.42500141
0.52888811
0.46246338
0.52173382
0.48064893
""
""
""
""
0.41716695
""
0.51074314
""
""
0.52058297
0.51780468
0.4742175
0.45388845
""
0.47715196
0.46812752
""
0.47262517
0.46685961
0.44762191
0.50414014
0.46598688
""
0.6835506
""
""
0.42041281
0.43003425
""
0.43011019
""
0.42489943
""
""
""
""
0.54832137
""
0.46595529
0.68092346
0.50356561
0.4673976
0.50486898
0.53762037
0.46045798
0.44152063
0.52354223
0.42071015
0.50139278
0.50538015
0.41882026
0.45889652
0.50007898
""
0.48464152
""
0.44361523
0.50779593
""
0.41668102
0.42714149
0.43429226
0.43253469
0.40409362
""
""
0.45513216
0.44004858
0.47863442
""
0.29410928
""
""
""
""
0.51896876
0.36657411
0.41376165
0.37705266
0.48234972
""
0.47249323
0.45796728
""
""
0.44763091
0.44809192
0.50654566
0.41693497
""
""
0.45612106
0.48519459
0.51605314
0.49716392
0.53224987
0.4879047
0.4763155
0.33943608
0.43847615
0.43747136
0.46459386
0.46027616
0.49017793
0.47720522
0.3263737
0.4746913
0.43206194
0.42974177
0.45521611
0.50087464
""
""
""
""
0.42683858
""
0.54001063
""
""
""
""
""
""
""
""
0.45883572
""
""
0.44078329
""
""
""
""
""
""
""
""
0.39548436
""
0.4825137
""
""
0.4413313
0.48549393
""
0.50724
0.47562951
""
0.48045707
""
0.51306242
""
""
0.45240566
""
0.53426093
""
""
""
""
""
0.46274969
""
""
0.33050397
0.5332225
""
""
""
""
""
""
""
0.54961979
""
0.58462626
""
0.55117559
""
""
0.40223667
""
""
""
0.51941711
""
0.42892453
""
""
""
""
""
0.53815758
0.44482091
""
0.28453007
""
""
""
""
""
""
""
""
""
""
0.3889645
""
""
0.42646119
""
""
""
""
""
""
""
""
""
""
""
""
""
0.4275561
""
0.45586053
""
0.51506716
""
""
""
""
0.40822673
""
""
""
""
""
0.36415553
0.44237813
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.35647273
""
""
""
""
""
""
""
0.48400372
""
""
""
""
0.43165392
0.49983695
0.48917723
0.46599951
0.49924845
""
0.47448713
""
""
0.47698569
""
""
""
0.44335496
""
""
""
0.42140359
""
0.45814076
""
""
""
0.57370138
""
""
""
0.46501699
""
0.50564891
0.41146392
0.47517836
0.46323889
""
""
""
0.3735438
0.50047809
0.47719538
""
0.438721
0.42663839
0.42682016
""
""
0.45396873
""
0.38414091
""
""
""
0.4010132
""
0.63833445
""
""
""
0.54544365
""
""
""
""
0.46836445
0.49636328
""
""
0.46784064
""
""
0.58037305
""
""
""
""
""
""
""
""
""
0.46123216
""
""
""
""
0.45918012
0.42048463
0.36497501
""
""
""
""
""
0.48109874
0.49064019
