spouse_rk_black_pooled_n
260.0
91.0
""
669.0
1149.0
284.0
3055.0
42.0
""
968.0
812.0
4305.0
""
112.0
496.0
""
""
294.0
""
371.0
2633.0
3365.0
956.0
1065.0
4476.0
333.0
1085.0
2321.0
6045.0
426.0
857.0
693.0
4745.0
3304.0
784.0
1292.0
437.0
581.0
220.0
241.0
3031.0
634.0
227.0
41.0
367.0
494.0
6212.0
659.0
3144.0
744.0
1366.0
1965.0
962.0
65.0
108.0
2436.0
317.0
49.0
78.0
949.0
431.0
2175.0
149.0
103.0
28.0
65.0
""
23.0
44.0
32.0
436.0
587.0
910.0
738.0
266.0
37.0
554.0
148.0
163.0
5080.0
653.0
216.0
53.0
270.0
2927.0
155.0
164.0
930.0
1417.0
273.0
308.0
29.0
25.0
947.0
""
""
138.0
404.0
3472.0
1161.0
777.0
11329.0
3282.0
740.0
929.0
3985.0
837.0
3734.0
290.0
516.0
646.0
1489.0
3913.0
400.0
3000.0
2155.0
3006.0
178.0
117.0
158.0
1014.0
333.0
351.0
903.0
414.0
1909.0
1849.0
303.0
313.0
326.0
15086.0
423.0
498.0
190.0
251.0
451.0
1249.0
1869.0
286.0
533.0
1441.0
385.0
167.0
268.0
1028.0
278.0
794.0
697.0
545.0
526.0
142.0
3319.0
1055.0
413.0
1564.0
2045.0
260.0
1773.0
227.0
99.0
23.0
""
960.0
7959.0
192.0
18770.0
26.0
""
""
202.0
11786.0
642.0
29.0
663.0
44.0
""
632.0
1092.0
26.0
""
""
""
2082.0
45.0
79.0
2971.0
34.0
21.0
789.0
""
72.0
451.0
2039.0
""
77.0
123.0
105.0
243.0
1085.0
40.0
1143.0
236.0
37.0
145.0
413.0
699.0
3182.0
57.0
147.0
233.0
85.0
302.0
""
""
1999.0
564.0
490.0
5085.0
66.0
92.0
84.0
60.0
93.0
54.0
3058.0
243.0
63.0
111.0
2373.0
1008.0
313.0
698.0
""
103.0
""
172.0
""
275.0
""
23.0
130.0
77.0
238.0
358.0
72.0
126.0
681.0
812.0
36.0
133.0
2746.0
180.0
49.0
""
208.0
36.0
26.0
675.0
43.0
390.0
101.0
400.0
598.0
1010.0
949.0
26046.0
1152.0
10033.0
12008.0
1579.0
1272.0
341.0
141.0
38.0
""
""
121.0
54.0
""
40.0
970.0
""
""
4084.0
282.0
""
532.0
4378.0
45.0
""
""
""
""
""
""
""
""
20.0
""
53.0
2382.0
""
""
68.0
""
""
""
25.0
177.0
""
92.0
103.0
23.0
37.0
71.0
61.0
""
43.0
52.0
53.0
""
287.0
""
27.0
""
200.0
555.0
57.0
59.0
321.0
24.0
465.0
567.0
2842.0
242.0
14387.0
557.0
202.0
25.0
5851.0
28.0
29.0
306.0
358.0
100.0
""
""
""
""
24.0
188.0
173.0
137.0
""
55.0
224.0
""
191.0
46.0
332.0
148.0
""
65.0
""
""
46.0
34.0
""
""
""
""
""
""
""
""
""
""
""
""
67.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
57.0
""
""
""
""
""
""
""
""
""
50.0
44.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
412.0
""
""
""
69.0
""
""
""
""
""
80.0
""
""
""
""
""
""
""
51.0
""
150.0
""
""
1111.0
""
""
""
""
""
""
1006.0
""
""
72.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
102.0
2012.0
""
""
""
""
29.0
""
""
""
""
""
""
41.0
""
""
380.0
362.0
762.0
34.0
33.0
""
""
87.0
224.0
3629.0
92.0
44.0
""
""
317.0
""
143.0
22.0
89.0
""
57.0
209.0
164.0
109.0
59.0
1264.0
104.0
""
60.0
779.0
99.0
""
""
""
57.0
""
86.0
358.0
120.0
30.0
202.0
35.0
""
""
""
64.0
23.0
""
""
29.0
""
""
""
163.0
73.0
""
1656.0
""
2393.0
24.0
23.0
""
279.0
20.0
""
""
""
""
""
119.0
358.0
311.0
526.0
11229.0
1676.0
356.0
192.0
137.0
""
""
""
34.0
""
56.0
""
21.0
257.0
""
""
259.0
""
""
33.0
46.0
""
591.0
214.0
1631.0
3290.0
7280.0
291.0
860.0
804.0
639.0
718.0
110.0
""
112.0
31.0
57.0
2108.0
31.0
143.0
404.0
87.0
""
427.0
""
""
""
""
""
""
""
""
""
""
""
""
150.0
""
""
51.0
""
""
""
""
""
""
""
""
25.0
""
""
""
""
""
""
""
""
""
""
""
21.0
""
874.0
""
21.0
""
20.0
""
""
""
398.0
""
2028.0
""
653.0
36.0
""
21.0
47.0
""
27.0
21.0
""
""
121.0
""
""
""
""
""
""
""
62.0
406.0
25.0
43.0
""
""
""
""
""
""
36.0
""
""
43.0
""
39.0
""
21.0
467.0
552.0
885.0
160.0
2637.0
1314.0
""
""
""
192.0
141.0
5455.0
1777.0
""
""
2818.0
139.0
290.0
14147.0
""
""
22.0
28.0
161.0
""
45.0
921.0
""
182.0
""
81.0
110.0
""
""
28.0
""
""
""
33.0
23.0
3214.0
