work_32_black_male_p25
0.7021175
0.70914394
0.58255833
0.67736584
0.67512733
0.69806397
0.66363841
0.68322539
0.59695607
0.70958012
0.65551126
0.65910828
0.76782614
0.68781453
0.65977681
""
""
0.68246806
0.67409706
0.71642232
0.7096855
0.68296736
0.65952945
0.69609112
0.67061043
0.66143638
0.71829402
0.69282711
0.68946993
0.73156452
0.69759423
0.66965872
0.67336828
0.71496528
0.70938408
0.70226228
0.77579844
0.74875838
0.74698555
0.69433236
0.69191432
0.7372697
0.732418
0.78969514
0.72535217
0.73564756
0.7145139
0.72103137
0.72770864
0.72777748
0.73489624
0.7481398
0.73010039
0.74173313
0.71276242
0.72627336
0.74351048
0.74326247
0.73215121
0.71860725
0.68433738
0.68052369
0.71796286
0.72484517
0.68897134
0.71042091
""
0.65886545
0.82209635
0.62081414
0.71530992
0.72262442
0.68580782
0.70378458
0.69039738
0.76082289
0.75980538
0.7266345
0.77782649
0.66897857
0.69476128
0.73111522
0.80038667
0.68020689
0.68994451
0.72241586
0.66446364
0.69597572
0.68817759
0.69680101
0.70866913
0.65136242
0.68036681
0.71167481
0.8239153
""
0.7415033
0.70582449
0.62522483
0.65399665
0.63240272
0.67712355
0.67898554
0.68524319
0.66018969
0.6563797
0.63335901
0.66373104
0.66725808
0.65409499
0.66693693
0.71596646
0.71934402
0.71107769
0.71933633
0.71304131
0.7104516
0.70481598
0.73810071
0.69696683
0.68872613
0.70855302
0.73655283
0.73692739
0.71702939
0.70659906
0.68948543
0.6850329
0.69785303
0.69973361
0.66558015
0.70870584
0.69915521
0.71195281
0.72826833
0.74164361
0.71155053
0.7072289
0.73238516
0.75028557
0.69528157
0.70402187
0.73941147
0.68798864
0.68586069
0.73902118
0.70742857
0.72247517
0.70646483
0.71409523
0.71555823
0.68331075
0.71630162
0.73978913
0.70121843
0.70783526
0.74921197
0.69986916
0.75408107
0.72862744
0.63947845
0.598809
0.71981776
0.65636796
0.73438781
0.69374526
0.80088633
0.77989644
""
0.67187661
0.62591779
0.65044993
0.57933521
0.62135291
0.67495495
0.76726627
0.63851261
0.63906354
0.74940693
""
0.83729643
0.60149717
0.65771639
0.55354112
0.65928024
0.64603597
0.74893361
0.75370818
0.72342628
0.88155794
0.72051156
0.75729102
0.70418382
0.79678118
0.75581074
0.7252714
0.67857856
0.66674507
0.64737982
0.66922885
0.68848836
0.67116451
0.51506585
0.65919065
0.64540684
0.6807434
0.68313408
0.66355431
0.69875228
0.68738091
0.72492957
0.73819315
""
0.85835803
