work_32_white_male_p100
0.80840755
0.957672
0.82026637
0.85469949
0.84498513
0.82707369
0.83824265
0.77569091
0.82727545
0.86799806
0.86689699
0.81230956
0.86544687
0.77854395
0.84574109
0.83744884
0.87433898
0.91790497
0.851704
0.84772617
0.80888861
0.85772097
0.83746809
0.80961251
0.77124316
0.89921135
0.76342094
0.88329858
0.78441596
0.77913946
0.85066104
0.83031029
0.82880151
0.73990822
0.73878193
0.80872083
0.82186675
0.74438834
0.8907975
0.80934262
0.7819016
0.86030787
0.72886467
0.84983313
0.72620583
0.96072048
0.79500949
0.92262405
0.8297351
0.79797697
0.92264295
0.83834773
0.77248538
0.8488149
0.84174323
0.89814222
0.85985994
0.86060846
0.88453972
0.75457323
0.8879382
0.83800578
0.88331449
0.7678436
0.81832755
""
0.84976017
0.93774921
0.90327263
0.89464402
0.95762175
0.83733201
0.93480194
0.79799962
0.83642244
0.85701823
0.75898421
0.91909766
0.84145677
0.78565603
0.78398269
0.63426477
0.85160953
0.79407728
0.83356625
0.82825601
0.83775061
0.78765839
0.85416561
0.88523209
0.81724262
0.85917461
0.87604713
0.82608056
0.83368486
0.82381445
0.59743065
0.82743454
0.82082105
0.82934976
0.86416203
0.90025795
0.82217371
0.81772482
0.82429349
""
0.82608414
0.81642473
0.73920476
0.8215487
0.9061237
1.1037292
0.88923657
0.80245346
0.81898367
0.71189243
0.68056226
0.85597205
0.84672505
0.86452687
0.81858337
0.86144912
0.77001703
0.74376965
0.85350686
0.82226205
0.87595749
0.9303273
0.86002177
0.84541339
""
0.88341314
0.82528996
0.97940946
0.92640698
0.87639099
0.81115544
0.90114629
0.90574002
0.84080499
0.86471689
0.96893048
1.011055
0.8605116
0.84236306
0.85209024
0.83095497
0.74799109
0.86557198
0.82524389
0.85914016
0.77350485
0.7154569
0.82717478
0.95086795
0.86583775
0.84832621
0.88583022
0.80482268
0.76832432
0.76543403
0.77785337
0.8514142
0.87187791
0.83794975
0.74571025
0.838494
0.81679082
0.88179731
0.89611477
0.80289322
0.80141008
0.87831593
0.8499558
0.87649888
0.79946202
0.8838439
0.84692419
0.90269405
0.66784579
0.78539693
0.97984904
0.86586004
0.94628465
0.94220215
0.8701635
0.89189702
0.92812312
0.84021771
0.8455084
0.84219205
0.87543738
0.87684268
0.85792291
0.90378958
0.79811239
1.0089751
0.82362449
0.87760037
0.94268614
0.86022997
0.85533696
0.6360032
0.91905969
0.91661704
0.98362881
0.87369621
0.7736274
0.85080981
0.88534933
0.83137667
0.78645486
0.81555921
0.78094143
0.83945012
0.86257404
0.85952133
0.78031784
0.74137819
0.83016419
0.76275581
0.84356076
0.80385083
0.76662594
0.87869143
0.88038635
0.86048579
0.93960989
0.88801628
0.9611063
0.87296009
0.85871017
0.88768685
0.84351718
0.80192339
0.83928335
0.90133494
0.94253379
0.90621984
0.81781566
0.87166083
0.83602923
0.96068358
""
""
0.84315878
0.89035594
0.81794161
0.890809
""
0.97904968
0.90113425
""
0.7777999
0.90351212
0.82480514
0.81430656
0.88039386
0.76145476
0.7989397
0.81960362
0.87159956
0.84484625
0.82368881
0.89791471
0.83749157
0.81687391
0.87706977
0.86102021
0.84300876
0.8666299
0.81963056
0.86759126
0.76178479
0.81094748
0.80643016
0.81566715
0.78907245
0.91387075
0.81818408
0.73894942
0.90154904
0.83412427
0.92459995
0.83308381
0.84648055
0.76000118
0.9095192
0.8340438
0.91777027
0.94808978
0.92406589
0.83920979
0.89517856
0.78718227
0.70725912
0.80389565
0.7420181
0.87112296
0.71233195
1.0329535
0.83219373
0.80647331
0.6456219
0.82584858
0.87701905
0.75733995
0.85897964
0.85972273
0.87858188
0.84922022
0.86227411
0.8226707
0.84310031
0.84214675
0.73277354
0.81579703
0.82363683
0.83454126
0.76294303
0.855618
0.91590261
0.74770957
0.97107655
0.80413198
0.82590616
0.84393561
0.83746576
0.8694157
0.78938138
0.84797055
0.9268595
0.94685572
0.89498925
0.9830575
0.90227848
0.86063766
0.93932664
0.85427278
0.84797847
0.79944634
0.92305559
""
0.88065386
0.84150237
0.91097611
0.86680067
0.92362052
0.60726863
0.82875538
""
0.90398288
0.80398726
0.82919514
0.9091047
0.84308869
0.88524628
0.83923829
0.8947525
0.83663452
0.8893165
0.85919935
0.91381532
0.83658803
0.96524107
0.73038006
0.86825359
0.87648773
0.7681154
0.75083834
0.7683118
0.54375827
0.83401746
0.91402996
0.78729528
0.91042507
0.84034538
0.81808823
0.86225486
0.85957617
0.84486693
0.8336181
0.74244887
0.81880212
0.88138497
0.84787703
0.83848006
0.86512148
0.9348501
0.87625211
0.83800954
0.82663029
0.76614559
""
""
""
0.77133852
""
""
""
0.55175889
1.0893633
0.88297552
0.71443903
0.86712801
""
0.86550474
0.78659803
0.93126804
0.96549726
""
""
""
""
""
""
""
0.62454623
0.87843531
0.82803851
0.8512848
""
""
""
""
0.60361832
0.73604673
0.79245806
0.93789047
0.64515126
0.8500827
0.64897269
""
""
0.78370571
""
0.84487253
0.64568281
0.88199151
""
""
0.92030734
0.86743218
0.7744807
0.80167013
0.83445317
0.90169895
0.8630268
0.8479901
0.81722766
""
0.87716424
0.90877336
""
0.81656981
0.76427472
0.74929494
0.51405346
""
0.85775268
0.76535845
0.81584007
0.87300891
0.8086862
0.89720696
0.83338642
0.85371554
0.81668085
0.82985747
0.85717314
0.75411767
0.80963546
0.85905689
0.83440518
0.83802056
0.8264401
