hs_pooled_male_p25_se
0.036421027
0.024157526
0.038763236
0.058461148
0.034732778
0.0778348
0.041393664
0.02154352
0.034073267
0.051517025
0.039168671
0.062818468
0.045053389
0.065486297
0.06353765
0.031306729
0.03544778
0.066821657
0.074413009
0.03366356
0.061915919
0.026280357
0.027543453
0.032783732
0.029914973
0.029788993
0.03532334
0.022938516
0.048745792
0.04529503
0.03896356
0.057524551
0.053741742
0.046692342
0.019797711
0.029773541
0.010286897
0.057140082
0.02842526
0.039480917
0.029754002
0.035821579
0.044417791
0.042760912
0.018571582
0.03943016
0.045486309
0.025691556
0.012005133
0.060747985
0.015686555
0.025199458
0.054815948
0.04761013
0.038407438
0.045605063
0.028871467
0.032962803
0.028318943
0.05325944
0.026332391
0.03480554
0.021598531
0.032368865
0.057152256
0.056252643
0.039990637
0.12518349
0.113066
0.017202353
0.042207677
""
""
0.082859583
0.026644483
""
""
0.047522981
0.03831153
0.082397737
0.059200887
0.047621034
""
0.038461145
0.061580542
0.10663504
0.06824787
""
0.082660764
0.059907988
""
0.09628924
0.087406851
""
""
0.060771201
0.038795948
0.019808652
0.023050094
0.041470472
0.042510655
0.057700504
0.056365296
0.0054059569
0.018881286
0.025307896
0.009259548
0.021615697
0.0327635
0.020884359
0.019333428
0.043204043
0.032910801
0.032395214
0.01794596
0.031965241
0.057596762
0.10445125
0.034032449
0.043626759
0.029410474
0.045609742
0.038264569
0.066983335
0.046017714
0.042200893
0.024737608
0.025475996
0.027465962
0.043301489
0.076523259
0.05241885
0.047832567
0.022655463
0.041479085
0.050504107
0.023854891
0.052551836
0.031469163
0.039265823
0.031295255
0.045245171
0.030049348
0.054705527
0.04580747
0.024081202
0.042978019
0.059037216
0.036714181
0.05818475
0.059663638
0.05851087
0.036160823
0.028371183
0.048971705
0.042668391
0.031433124
0.026260968
0.056479473
0.063653208
0.058272485
0.050158545
0.036288407
0.066389032
0.036137376
0.060423881
0.037295613
0.036740273
0.028976703
0.087631881
0.012171121
0.036024183
0.039003722
0.022983797
0.046852496
0.049286265
0.018692877
0.050787304
0.038518753
0.046654899
0.030902263
0.038532577
0.017918739
0.025222769
0.06347505
0.04379959
0.0079042576
""
0.049521212
0.015827617
0.053996455
0.053328209
0.010716326
0.046550173
0.022623112
0.008285176
