working_asian_female_mean
0.78312349
0.66771215
""
0.72414827
0.71201581
0.94884104
0.71699244
""
""
0.78478283
0.74684709
0.7370187
""
0.81152284
0.78511459
""
""
0.80314106
""
""
0.83979291
0.74163842
0.76616716
0.824296
0.74651963
""
0.82904714
0.75565386
0.82078046
0.79700202
0.8046459
0.74577951
0.8063798
0.78508216
0.67288512
0.72841281
""
0.62775505
""
""
0.75948673
""
""
""
""
0.79267937
0.75169462
0.71403569
0.7471959
0.60998547
0.74448466
0.67564774
0.85175842
""
""
0.73253989
0.72770125
""
""
0.71631324
0.90952706
0.77573037
""
0.79354137
""
0.72333074
""
""
""
""
0.88855803
0.87074673
0.76542783
0.78135848
""
""
0.70415008
""
""
0.7447384
0.72126198
0.78418213
""
0.71123874
0.72985798
0.77835846
0.85423845
0.71785736
0.80144191
0.82459265
0.67912728
""
0.73823535
0.7620033
""
""
0.78425103
0.67304915
0.7557922
0.78897744
0.77741474
0.75995958
0.77015382
0.76909804
0.77129549
0.74588549
0.75860935
0.80173856
0.76778173
0.74783051
0.79073793
0.79796106
0.7687844
""
0.79187107
0.71760327
0.75785148
""
""
""
0.78060436
0.83482862
0.53353459
0.69561046
0.76505345
0.76980734
0.78318781
0.69498074
0.91488224
0.73130882
0.70641625
0.6245091
0.84087729
0.67027479
0.6086849
0.85712415
0.68379247
0.80467516
""
0.8007865
0.77747619
0.70644796
""
0.79971004
0.74506485
""
0.74673682
0.61348361
0.70406699
0.82026452
""
0.75178361
0.91910303
""
0.72757626
0.66204602
""
0.70086831
""
0.69729888
""
""
0.7684989
0.7764402
""
0.79596102
0.85517287
0.71280891
""
0.83204776
0.76662856
0.73866272
0.76962215
0.79971838
0.85406631
0.74599457
0.72620112
0.7504344
0.68221933
0.83683336
0.73140341
0.73921037
0.82298416
0.57052153
0.81034631
0.79469019
""
0.79614282
0.72590947
""
0.76227474
0.67871416
0.67295653
""
""
0.8133024
0.82270145
0.75378746
0.73412573
0.77401316
0.79893923
0.77869081
0.7401073
0.72734499
0.82938111
0.73554969
0.75749809
0.67751306
0.71825892
0.76072747
0.77178627
0.82299155
""
""
0.76024276
0.82160699
0.80446869
0.80429679
0.78705108
0.74166459
0.86475027
0.88772351
0.94585043
0.80096042
0.79431015
0.85205537
0.77180529
0.78503507
0.78886718
0.75618714
0.81518292
0.76445937
""
0.80322319
""
0.69170916
""
0.71022475
""
0.76238662
0.70029104
0.8211019
0.84074003
0.73518711
0.77557081
0.72893453
0.80555344
0.78418332
0.8352716
0.79532349
0.81228828
0.79985654
0.75836933
""
0.69750339
0.80449277
0.80205423
0.81612879
0.7931155
0.8111636
0.84007305
0.78721875
0.78458411
0.78161997
0.81791854
0.77247083
0.81471878
0.79748774
0.79253078
0.80283284
0.72132939
0.61929303
""
0.84779799
""
""
0.77515572
0.73367894
""
0.85262519
0.82703471
""
""
0.82363033
0.78414154
0.84444708
0.76854157
0.80792427
0.84881443
""
""
""
0.73738635
0.87274826
0.7002728
0.73657089
""
0.91891754
0.75718224
0.8227219
0.8479526
""
0.74654597
0.82691777
0.68625957
0.80093229
0.85857528
0.80960202
0.76762986
""
0.803653
0.8252086
0.81926858
0.83469129
0.82734197
0.88455653
0.96498561
0.81785738
0.82757562
0.85106713
0.7681092
0.85145408
0.88629138
0.69465446
0.84471184
0.85408276
0.76418567
0.78209376
0.77871293
0.77484298
0.75131983
0.79128939
0.8076632
0.79538286
0.80205339
0.80059278
0.77634281
0.61190349
0.85717624
0.76481801
""
0.93780798
0.78714281
0.77179623
0.75674146
""
""
""
""
""
0.9425469
0.66478729
0.76544476
""
0.75227565
0.81409729
""
0.8520959
""
0.95916098
0.54109919
""
0.84374422
""
""
""
""
""
""
""
""
""
0.68818933
""
""
""
""
""
""
0.7420935
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.86051929
""
""
""
""
""
""
0.96599269
""
""
0.94857949
0.8839798
""
""
""
0.94080412
0.70807868
""
""
""
""
""
""
""
""
""
""
""
""
0.83305532
0.93380982
0.82697845
0.78979725
""
""
0.79534507
0.88933718
0.80377913
""
""
""
0.75787997
""
""
""
""
""
0.62249553
""
""
""
""
0.53760815
""
0.82141227
0.76434273
""
0.7754972
""
""
0.78855926
""
""
""
""
""
""
0.7600354
""
""
0.71873206
""
""
""
""
""
""
""
""
""
""
""
""
0.41720989
""
""
0.80949563
0.79579169
""
""
0.81041491
""
""
""
""
""
""
""
""
0.79132336
""
""
0.74568439
0.7802856
0.74480093
0.82274473
0.77289104
""
0.7791068
0.85219198
0.77515751
0.79503524
0.89055395
0.8064658
""
""
0.81966549
""
0.69187695
0.64938414
0.78337914
""
0.80532491
0.74978954
0.69826996
0.7733677
0.92949414
0.76850253
""
""
0.76130491
0.73736089
0.85049826
""
""
""
0.86447585
""
""
0.75278473
0.87795508
""
0.700225
""
""
""
""
""
0.80394822
""
""
0.64733297
""
""
0.87793857
0.83814162
""
""
0.77764362
""
0.74670142
""
0.85812694
""
0.74880958
""
""
""
""
""
0.83710462
0.80136347
0.74098158
0.8046639
0.75582206
0.78090072
0.73966944
0.67821574
0.74203712
0.8753522
""
""
""
""
""
""
""
""
0.77571404
""
""
0.79429972
""
""
""
""
""
0.66619879
""
0.80011433
0.74838477
0.78120768
0.75233775
0.65574104
0.72086257
0.89128774
0.75352991
0.76694804
""
0.66387403
""
0.76588267
0.77253968
""
0.63154483
0.63886541
""
""
0.76487601
""
""
""
""
""
0.89361417
0.66122967
""
0.96984959
""
""
""
0.72688919
""
""
0.74278724
""
""
""
""
""
""
""
""
0.83041018
""
""
""
""
""
""
""
0.84030402
0.80784029
""
""
""
""
0.84030575
0.87345934
0.87055576
""
0.70854294
""
""
""
0.7167353
""
0.78515792
""
0.77922142
0.83558047
""
0.7067557
0.74288112
""
0.86131579
0.87217432
0.71136624
""
0.73607802
0.76540351
""
0.70034266
""
""
""
""
0.64676577
0.74375331
0.64644116
0.8080951
""
""
""
""
""
0.83663571
0.66048354
""
""
0.80251324
0.64937103
0.76195848
0.91089231
0.64074695
0.82438898
0.81238133
0.79072505
0.76963824
0.81135076
0.82410604
0.89798027
""
""
0.78464425
0.81483346
0.83576059
0.806113
""
""
0.80842179
0.77956486
0.78988367
0.79590756
0.72751379
0.78311002
0.75056577
0.86086327
0.73361909
0.81892323
0.76258552
0.80085307
0.85654849
0.75574213
0.81196308
0.80570138
0.77033478
0.86605728
""
0.77219743
""
""
""
0.73336285
0.68214619
0.80427718
