stayhome_natam_pooled_n
""
51.0
""
""
""
""
""
35.0
""
""
""
""
""
""
""
29.0
""
""
""
""
""
28.0
""
""
41.0
""
65.0
""
""
""
""
""
""
""
23.0
82.0
91.0
""
""
223.0
""
29.0
""
""
248.0
""
""
39.0
175.0
""
46.0
65.0
""
""
""
""
""
""
31.0
""
""
""
26.0
""
46.0
""
""
37.0
22.0
1039.0
328.0
""
""
74.0
296.0
""
""
174.0
129.0
66.0
63.0
220.0
34.0
103.0
181.0
131.0
175.0
""
71.0
77.0
""
""
28.0
""
""
144.0
966.0
49.0
1110.0
130.0
121.0
""
75.0
2639.0
147.0
1113.0
861.0
192.0
""
87.0
99.0
""
""
""
233.0
""
""
""
""
""
""
""
""
""
""
""
""
83.0
""
""
""
""
""
24.0
""
""
37.0
""
""
""
""
""
""
""
""
20.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
32.0
24.0
""
107.0
""
""
35.0
""
""
146.0
""
""
""
""
""
144.0
23.0
""
""
316.0
""
26.0
156.0
""
""
237.0
60.0
75.0
338.0
""
205.0
69.0
87.0
321.0
85.0
24.0
22.0
1348.0
65.0
40.0
20.0
104.0
85.0
""
""
98.0
43.0
39.0
488.0
128.0
""
574.0
493.0
20.0
528.0
737.0
79.0
195.0
82.0
96.0
109.0
361.0
73.0
154.0
""
54.0
160.0
191.0
220.0
56.0
64.0
""
215.0
20.0
184.0
76.0
71.0
179.0
""
189.0
""
""
""
75.0
20.0
""
""
""
""
""
""
""
""
244.0
""
55.0
""
""
267.0
24.0
""
""
""
""
""
""
""
206.0
""
""
""
37.0
81.0
""
""
""
56.0
""
""
87.0
""
""
""
""
""
""
""
""
67.0
""
""
""
""
""
""
""
""
""
""
81.0
""
50.0
72.0
""
""
89.0
128.0
""
31.0
54.0
52.0
40.0
64.0
38.0
""
71.0
""
122.0
214.0
""
28.0
21.0
59.0
37.0
""
""
""
172.0
178.0
""
""
""
""
22.0
""
""
""
""
26.0
22.0
148.0
""
""
""
""
""
44.0
83.0
44.0
""
""
""
50.0
46.0
""
147.0
""
""
90.0
""
179.0
35.0
130.0
58.0
143.0
99.0
""
20.0
48.0
75.0
63.0
76.0
""
""
""
""
72.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
43.0
""
""
41.0
""
""
33.0
""
85.0
""
""
25.0
""
""
""
""
""
""
""
76.0
""
""
""
25.0
""
""
""
""
""
""
""
23.0
""
24.0
""
88.0
""
""
""
""
""
""
81.0
""
22.0
""
""
""
""
""
26.0
22.0
""
""
""
""
""
""
""
""
""
""
""
""
24.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
40.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
34.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
123.0
""
""
137.0
""
74.0
""
""
84.0
""
""
29.0
42.0
""
""
""
87.0
""
""
""
""
""
""
""
""
""
""
""
""
""
61.0
""
""
""
""
""
22.0
64.0
""
""
""
""
""
""
28.0
""
""
""
""
""
""
""
""
""
""
""
27.0
""
""
""
""
""
426.0
""
""
""
""
""
97.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
46.0
""
""
""
80.0
""
""
""
""
""
""
27.0
""
24.0
""
43.0
""
""
""
""
""
""
""
""
""
""
""
24.0
""
""
""
""
""
""
""
""
35.0
59.0
""
26.0
""
""
""
""
""
20.0
""
""
""
""
""
""
""
""
67.0
""
42.0
""
""
80.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
42.0
""
""
""
""
""
""
""
""
24.0
""
""
""
""
21.0
""
""
""
""
""
""
20.0
""
""
""
71.0
""
""
22.0
118.0
""
""
31.0
""
""
""
""
""
""
""
""
""
""
""
29.0
""
""
""
""
""
""
68.0
""
""
""
""
""
""
""
25.0
""
""
26.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
33.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
70.0
29.0
""
""
""
34.0
""
""
""
80.0
""
""
""
""
""
""
""
""
""
""
101.0
""
""
""
""
""
""
""
""
75.0
61.0
""
""
62.0
""
""
""
""
""
""
72.0
30.0
""
""
""
135.0
""
""
""
""
30.0
21.0
""
""
""
""
""
""
""
""
""
""
21.0
""
""
58.0
""
""
149.0
""
""
""
38.0
""
30.0
""
""
""
""
""
""
""
""
20.0
""
105.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
26.0
""
""
37.0
""
""
""
""
""
369.0
""
138.0
""
""
""
""
""
""
38.0
""
""
""
""
""
""
""
""
83.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
33.0
""
""
""
""
""
""
""
""
90.0
""
""
20.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
25.0
20.0
""
33.0
75.0
57.0
""
""
""
""
""
""
59.0
""
""
""
""
""
20.0
""
""
179.0
""
48.0
150.0
""
""
27.0
""
""
""
74.0
33.0
24.0
""
71.0
""
""
70.0
25.0
""
""
""
""
""
""
51.0
76.0
21.0
""
396.0
""
""
46.0
""
""
""
""
""
""
21.0
51.0
54.0
""
""
34.0
""
""
""
66.0
""
""
""
""
36.0
30.0
""
125.0
153.0
""
""
""
""
77.0
""
40.0
""
42.0
38.0
""
141.0
192.0
""
""
""
""
""
""
""
142.0
61.0
""
54.0
""
47.0
""
29.0
""
85.0
""
45.0
61.0
57.0
95.0
""
""
54.0
""
20.0
""
76.0
""
31.0
28.0
40.0
""
43.0
25.0
31.0
62.0
406.0
""
28.0
""
57.0
""
40.0
78.0
140.0
""
""
59.0
""
""
""
""
117.0
""
""
""
128.0
48.0
61.0
""
184.0
""
""
39.0
37.0
38.0
42.0
29.0
135.0
153.0
35.0
91.0
""
""
26.0
41.0
""
42.0
21.0
""
91.0
21.0
245.0
""
""
""
""
""
""
61.0
""
""
54.0
55.0
23.0
20.0
52.0
35.0
31.0
50.0
68.0
422.0
""
""
172.0
81.0
178.0
""
""
""
""
136.0
24.0
89.0
""
""
38.0
26.0
""
""
29.0
122.0
""
""
""
""
""
37.0
""
605.0
""
20.0
""
78.0
""
""
""
""
""
""
""
""
""
""
""
""
63.0
""
""
""
72.0
""
""
""
""
""
""
21.0
23.0
""
45.0
""
""
""
232.0
""
""
""
""
""
""
241.0
64.0
23.0
""
28.0
""
""
""
""
""
""
""
""
62.0
""
""
""
23.0
21.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
33.0
""
""
""
""
""
""
58.0
26.0
""
""
""
""
42.0
""
""
""
21.0
""
""
""
""
""
68.0
""
""
""
""
""
""
""
""
""
262.0
51.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
38.0
30.0
""
""
""
""
""
""
""
45.0
""
""
28.0
""
90.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
127.0
""
""
""
""
""
""
""
""
226.0
128.0
44.0
""
""
""
""
""
""
""
""
""
40.0
""
""
""
""
""
""
""
""
""
""
""
""
103.0
""
""
""
""
""
""
20.0
20.0
""
46.0
""
23.0
""
""
""
""
""
""
68.0
