somecoll_hisp_female_p1
""
""
""
""
-0.24304333
""
""
1.1301333
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.47361666
""
""
""
""
""
""
""
0.47152326
""
""
""
0.57563972
""
0.44289705
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.49907708
""
""
""
""
0.31177759
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.51167989
0.079259403
0.66783828
0.54443097
""
""
0.38422239
0.42259747
0.12509297
0.44648871
0.4061951
0.48738399
0.33392674
0.47729799
""
""
""
0.11612982
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.25099441
""
""
""
""
""
0.31493554
""
""
""
""
""
0.12649021
""
""
""
0.51283389
""
0.98493981
0.58318514
""
0.6168611
0.42989317
""
0.3517451
0.4282628
0.36280102
0.46269751
0.54417384
""
0.41951507
0.48105657
""
0.64211124
0.49416205
0.40814811
0.6268394
""
0.54880965
0.50771433
""
""
0.43871224
0.37976527
0.67906141
0.41595763
0.31497139
""
0.4193373
0.4636732
0.47154206
0.45716262
0.49010688
0.53097743
0.42828113
0.56857717
0.45505002
0.45252311
0.49146578
0.41847247
0.62276226
""
0.37035811
0.46969664
0.28920722
0.43253082
0.46934918
0.55578232
""
0.45503524
0.45854527
0.45085847
0.51450753
0.59229976
0.31151024
0.5182991
0.40285477
""
""
""
0.40827265
0.098090544
""
""
""
""
""
""
""
0.18069346
0.33788106
""
0.60921073
""
""
0.41418222
0.39157784
0.73368883
""
""
""
""
""
""
0.46543095
""
""
""
0.32835609
0.5622254
0.55643994
""
""
0.44307613
""
""
""
0.041282736
0.24535142
0.3783859
""
""
""
""
0.37264732
0.45586419
""
0.72053075
""
""
""
""
""
""
""
""
0.25961643
""
0.4536944
0.42182982
0.96851397
0.90651411
0.43946445
0.40933323
0.69966322
0.51415873
0.17273112
0.22951755
0.24620475
0.44360575
0.81010944
""
0.22691281
""
0.47558182
0.62793106
""
0.69722867
0.55330956
0.54982215
0.32641169
""
""
""
0.35106394
0.71833777
0.49467874
""
""
""
""
""
""
0.14500138
0.23886377
0.57050347
0.40884334
0.49774235
""
0.46309704
""
""
""
0.42365456
0.50980806
0.70891988
""
""
""
0.15822537
0.60996211
0.43298781
0.60814857
0.49479711
""
0.52553016
0.1716143
0.49870509
0.55144542
0.50653195
0.52104479
0.52384377
0.44195506
""
0.53298044
0.6488179
0.76190317
0.37158406
0.60355735
""
""
""
""
0.49255118
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.78440666
0.63362664
""
""
""
""
0.39010075
""
0.43608838
""
""
0.65487486
""
""
""
""
""
""
""
0.47795761
""
""
""
""
""
""
""
""
""
""
""
0.51006389
""
0.30648914
""
0.27856705
""
""
""
""
""
""
0.38077962
""
0.20288683
""
""
""
""
""
0.63809323
0.31653497
""
""
""
""
""
""
""
""
""
""
""
""
0.97124732
""
""
""
""
