kfr_top20_white_male_n
20577.0
9366.0
2186.0
26500.0
14365.0
2247.0
28904.0
3020.0
2048.0
10838.0
13348.0
40372.0
2046.0
5296.0
12884.0
1494.0
1166.0
13081.0
1832.0
1699.0
14327.0
14608.0
10348.0
4523.0
35151.0
1040.0
5306.0
14810.0
33438.0
2948.0
3374.0
7334.0
27648.0
17075.0
2038.0
16793.0
3242.0
4537.0
647.0
685.0
12924.0
2565.0
1415.0
719.0
1671.0
1807.0
33959.0
9441.0
23044.0
5922.0
11883.0
17674.0
7294.0
485.0
878.0
13930.0
2094.0
733.0
684.0
4023.0
2631.0
21040.0
1137.0
3544.0
5153.0
4226.0
1425.0
2692.0
3137.0
4415.0
1677.0
2665.0
2175.0
6227.0
2914.0
1749.0
5950.0
4544.0
1773.0
27985.0
3105.0
6653.0
3698.0
7147.0
42918.0
5580.0
5882.0
8496.0
17425.0
10630.0
8076.0
3395.0
4011.0
17356.0
3795.0
1479.0
7637.0
14544.0
68097.0
18056.0
24115.0
50193.0
38697.0
19941.0
21871.0
47464.0
19268.0
39184.0
4500.0
12513.0
8653.0
5630.0
17803.0
1141.0
17175.0
28318.0
14371.0
875.0
860.0
932.0
6469.0
3388.0
2789.0
3209.0
2588.0
11048.0
10723.0
2827.0
1785.0
1881.0
87915.0
4363.0
5858.0
2818.0
9473.0
4427.0
16165.0
7627.0
1162.0
3182.0
10963.0
7479.0
915.0
1617.0
4064.0
974.0
7654.0
4108.0
2241.0
2154.0
5315.0
29719.0
6202.0
931.0
23937.0
17083.0
1859.0
10231.0
2388.0
6193.0
873.0
2544.0
9973.0
66068.0
1205.0
101671.0
5333.0
5404.0
1802.0
13988.0
157009.0
17089.0
5929.0
22698.0
5848.0
2539.0
19786.0
50513.0
6920.0
3757.0
4297.0
5108.0
47851.0
5683.0
4883.0
74965.0
2120.0
6934.0
19113.0
1545.0
3460.0
8425.0
39716.0
2249.0
3130.0
7623.0
11950.0
12476.0
33118.0
4704.0
26005.0
16930.0
6238.0
8540.0
16524.0
23726.0
53261.0
7319.0
10852.0
13706.0
10674.0
16482.0
2381.0
2395.0
23943.0
29809.0
18200.0
86020.0
8583.0
8697.0
5057.0
7719.0
9769.0
5443.0
57670.0
14875.0
10904.0
16336.0
85768.0
30863.0
26808.0
14720.0
2029.0
9079.0
1604.0
4988.0
2007.0
12078.0
993.0
5703.0
13069.0
6003.0
6795.0
15998.0
5783.0
4871.0
8562.0
40893.0
6084.0
12002.0
78667.0
14063.0
8627.0
1897.0
9930.0
6079.0
4161.0
35602.0
7500.0
29706.0
9214.0
22263.0
41801.0
39542.0
26713.0
164226.0
37281.0
121961.0
151986.0
18633.0
13250.0
4977.0
796.0
10639.0
1065.0
2754.0
26300.0
11515.0
3629.0
9446.0
49186.0
254.0
202.0
133210.0
47015.0
4587.0
20859.0
94848.0
6135.0
2177.0
1773.0
1248.0
2912.0
4451.0
2881.0
3541.0
1557.0
7369.0
5360.0
12844.0
104121.0
2327.0
6544.0
10775.0
3356.0
3918.0
3565.0
5189.0
9947.0
1588.0
7998.0
11020.0
6676.0
9095.0
24628.0
13348.0
2925.0
18008.0
13764.0
9723.0
5989.0
22416.0
8092.0
4178.0
4745.0
8358.0
13906.0
6294.0
5932.0
16434.0
3548.0
22479.0
24020.0
56106.0
5304.0
184022.0
25103.0
4627.0
6491.0
83300.0
1698.0
3621.0
10920.0
16662.0
6595.0
2270.0
4048.0
3066.0
2223.0
2664.0
6316.0
4340.0
