staytract_other_pooled_mean_se
0.046104364
0.033628482
0.073734596
""
0.052229714
""
""
0.026535135
0.1092179
0.10153161
0.063532092
""
0.092792511
""
""
0.040189009
0.055701371
""
""
0.06991633
""
0.057275992
0.027393905
0.062453669
0.051902391
0.03074643
0.069888078
0.039885033
""
""
0.086445935
""
""
0.10084815
0.037156332
0.050358303
0.01541391
""
0.043538064
0.046737794
0.035115752
0.050920218
""
0.022813978
0.015339128
""
""
0.037886452
0.017986985
""
0.019432466
0.035479419
""
""
0.068767294
""
0.047331028
0.063596271
0.031235149
""
0.045469485
0.068093762
0.034598771
0.066184759
""
""
""
""
""
0.0086626299
0.066353098
""
""
0.1086419
0.016871961
""
""
0.027075276
0.031620167
0.04945511
0.049360923
0.085600413
""
0.026593309
0.073785365
0.086341068
0.11817337
""
0.072574414
0.041163377
""
""
0.090228625
""
""
0.069126479
0.049782112
0.017055664
0.022442151
0.046370026
0.07963194
""
0.083595805
0.0044766087
0.017867416
0.032424167
0.0083829882
0.02312181
0.072475411
0.022329627
0.021722592
""
0.092670575
0.050424766
0.019833751
0.06462986
""
""
0.072795652
""
""
0.10704267
0.11063871
""
""
0.089803346
0.046575028
0.033998806
0.049329177
""
""
""
""
0.0425696
0.094368756
""
0.035883691
""
0.070634142
0.076592721
0.070050105
0.097393788
0.068489172
""
""
0.034639355
0.10080815
""
""
""
""
0.10874966
0.079322226
0.036537431
0.1079558
""
0.053554188
0.051445141
""
""
""
0.10674166
0.078059979
""
0.08575958
""
0.094896927
0.074341871
0.046731357
""
0.013452206
0.090170093
0.087451071
0.032224368
""
""
0.019274458
0.096922018
0.083144918
""
0.057160679
""
0.019522347
0.051064841
""
0.10210921
0.0047001606
""
0.03285348
0.015211636
0.03916166
0.070033573
0.0059069213
0.046873342
0.015363713
0.00877285
0.052196257
0.020210616
0.028793255
0.064160012
0.0084327767
0.017533701
0.033808723
0.038774379
0.0026965409
0.02275694
0.013050823
0.051071279
0.027111365
0.013869571
0.0879412
""
0.0095194383
0.021220125
0.024495736
0.004478727
0.011391486
0.077570535
0.0052773734
0.0045631533
0.030882161
0.0048809028
0.0037858956
0.0078894366
0.0075341556
0.01485388
0.0068278876
0.011784562
0.0048056529
0.015187419
0.016782867
""
0.030163094
0.006753874
0.009319176
0.0086892089
0.018603453
0.028739167
0.062672593
0.014098712
0.034005426
0.0078599472
0.016157759
0.020681122
0.010941022
0.073921464
0.0079618385
""
""
""
0.014700657
0.02886573
0.027303338
""
""
""
""
""
""
0.064106524
0.0098113287
""
0.017719578
""
0.060433876
0.0074593169
0.040673502
0.038008168
""
""
""
""
""
""
0.0095757106
""
""
""
0.050218072
0.016618062
0.061792675
""
0.069583654
0.025008125
""
0.095747322
0.049298719
0.049391467
0.05089077
0.080016248
""
0.043109156
""
""
""
0.022621505
""
0.090405278
""
""
""
""
""
""
0.048088137
""
0.018653251
""
0.010971246
0.010974295
0.026409995
0.024385156
0.01179204
0.015066705
0.02656948
0.028238682
0.019280545
0.013695855
0.027626961
0.012467014
0.019255951
0.09594281
0.016091574
0.10341632
0.011129296
0.0069717085
0.096621104
0.026375407
0.032519154
0.018087944
0.025688237
0.049840942
0.11719314
""
0.0090498021
0.01270193
0.029481839
""
0.050028108
""
""
""
""
0.039425794
0.055876404
0.024382053
0.038371686
0.0084727155
0.087116398
0.033656146
0.050395396
0.077797636
""
0.023003478
0.015605081
0.020050945
0.071495652
""
0.093159869
0.021303806
0.020529617
0.028841857
0.0076161646
0.024762675
0.05039943
0.012972828
0.06869296
0.0086871078
0.017965877
0.0089934431
0.01649227
0.010131069
0.014821569
0.043577388
0.0287403
0.018152311
0.020388065
0.017862117
0.013112206
0.055193748
0.06446436
""
""
0.013414828
0.069728412
0.047741074
0.056224562
""
""
""
""
0.076005593
""
0.042189393
0.046562362
""
""
0.02868798
""
""
""
0.035339549
0.057618916
0.085807599
0.081993468
""
0.03140153
""
0.037360132
0.059453938
""
0.018509656
0.029938709
0.078989685
0.025277898
0.028130127
""
0.014291178
""
0.010454018
0.061893139
0.082001343
0.021087108
""
0.027519826
0.067635179
0.10559393
""
0.10663338
0.069396146
0.0099112904
""
""
0.030316016
0.026745804
""
""
0.050381996
0.12383978
""
""
""
0.021628125
0.044337459
0.021696705
""
0.011118563
""
""
0.03853957
0.06116325
0.0913826
""
0.010537273
0.071485385
0.03303659
""
""
0.077332936
""
""
0.025051417
0.020997491
""
0.048022684
""
""
""
""
""
0.089665562
0.091590263
""
0.070855916
0.05605055
0.018331869
""
0.093644671
0.028209172
0.079335108
0.09905421
""
""
0.096909165
""
0.10153191
""
0.087913916
0.097680293
""
0.10103717
0.092349373
0.017326754
0.042755183
0.054572195
""
0.028285962
0.069391951
0.08918149
0.071166754
""
0.082306579
""
""
""
""
""
0.014070554
0.035711695
""
""
""
0.047240354
0.08134079
""
0.066719115
""
""
""
""
""
""
0.067036361
0.068107516
0.086428687
""
""
0.047969796
""
""
""
0.063119799
0.044753339
0.065982819
0.067850977
""
""
0.094684869
""
""
0.070838943
0.047090072
""
""
""
0.093852058
0.0076831062
0.0028442717
0.013446966
0.0081678601
0.012465323
""
0.024787646
""
""
0.045764334
""
0.097873591
0.040516879
0.028818971
""
""
""
0.021006657
""
0.05050138
""
""
""
0.027213249
""
""
0.053009875
""
0.08230038
0.087916628
0.055103667
0.02227746
0.05277656
""
""
""
0.092170529
0.063219629
0.034822371
""
""
0.052323408
0.0851423
0.067165673
""
0.035152443
""
0.085654169
0.041260719
""
""
0.051788662
""
0.073616773
""
0.080719784
""
0.020146711
0.093838267
""
""
0.07054089
0.050424632
0.0046463087
0.099052511
""
0.031666338
0.089761667
0.10130392
0.0087184841
0.096378118
""
0.080945559
""
""
0.096273266
0.071162291
""
""
0.063194782
""
""
""
""
0.057359818
0.080854803
0.049908713
""
0.069837391
0.069986165
0.091254748
""
0.013484766
0.029242937
0.037820473
0.046126578
0.0097158151
0.038816947
""
0.036219902
0.092798829
0.079390086
0.047003876
0.01962807
0.02150641
0.026900658
0.062719658
0.01713679
0.068200178
""
""
0.085546955
""
0.059343636
0.077689484
0.077645816
0.059429936
""
0.042853262
0.021323599
0.070007533
-0.008032118
""
""
""
""
0.075888559
""
0.023116924
0.015878502
0.089003213
0.021653853
""
""
""
""
0.040061139
