staycz_white_female_p10
0.82883906
0.75618255
0.69184858
0.79744285
0.70121622
0.64750826
0.75133294
0.72230411
0.69985914
0.76411235
0.74920988
0.7344507
0.622527
0.70532113
0.71553069
0.64016855
0.66644686
0.69848633
0.63418537
0.67282373
0.74111217
0.65069056
0.69451159
0.67259967
0.69267339
0.63534629
0.66256791
0.63627851
0.65728104
0.59205991
0.6593436
0.7114718
0.74093133
0.62495673
0.62785554
0.73025149
0.69335681
0.68108213
0.56077474
0.52816373
0.70940214
0.63598752
0.67146909
0.66328424
0.53568751
0.5629645
0.72524625
0.78550553
0.79308563
0.71585751
0.74044526
0.81127661
0.69434941
0.49784365
0.47767007
0.71394098
0.61085737
0.5662877
0.55091792
0.62042415
0.60683197
0.73398733
0.54556304
0.63075501
0.78702116
0.74915063
0.68438846
0.65544289
0.7220062
0.77192456
0.61252618
0.62679636
0.47399575
0.69169194
0.69708067
0.73340255
0.72762144
0.74673837
0.69668853
0.7151767
0.54608709
0.75933254
0.74136209
0.71293998
0.77335823
0.73240083
0.66899115
0.65720189
0.76398963
0.75165027
0.748429
0.74392045
0.72475213
0.77805549
0.68902147
0.60164112
0.76809078
0.77057964
0.70250273
0.66479909
0.61622041
0.57606149
0.60977429
0.61449087
0.6220938
0.63258439
0.60791707
0.7196933
0.63043189
0.60403925
0.58247858
0.65345871
0.7170015
0.62155163
0.70558751
0.80035096
0.72950447
0.54632384
0.58103085
0.55640966
0.68529713
0.73710966
0.60905099
0.58037031
0.67125785
0.6425786
0.69531149
0.68393308
0.59918511
0.6782583
0.66240805
0.67284691
0.62355596
0.67947042
0.71222252
0.6759932
0.71005708
0.62720472
0.51644242
0.59728998
0.64967412
0.64293414
0.59910721
0.59774888
0.58377081
0.51601142
0.68940324
0.70323753
0.57284325
0.58034974
0.71030557
0.75703228
0.7071178
0.51583183
0.65964597
0.75391042
0.61353624
0.67835057
0.65678793
0.68464857
0.50743502
0.67301303
0.62262613
0.7313242
0.58766276
0.59644067
0.60582095
0.55647093
0.53643578
0.65914506
0.77812552
0.63763815
0.58356488
0.67034346
0.60316753
0.53500283
0.67037839
0.7648713
0.6023975
0.54695779
0.54993296
0.49943623
0.7479338
0.68978357
0.68569863
0.81681341
0.69031197
0.68436974
0.75852054
0.74330753
0.71785295
0.70886213
0.82751
0.67174894
0.72833061
0.77698421
0.65758014
0.66423434
0.72130644
0.62819457
0.68789798
0.66720885
0.59741759
0.66233742
0.7025305
0.74765861
0.78584599
0.74031436
0.7131598
0.68370634
0.71651679
0.7715795
0.60337377
0.65495473
0.66896969
0.73696679
0.66921574
0.73548847
0.73656189
0.71805543
0.66408318
0.68516856
0.76023901
0.68966383
0.78347737
0.70432752
0.6668492
0.71077818
0.80727726
0.68673122
0.70129764
0.72996926
0.65230453
0.7600522
0.64016062
0.6747939
0.60805285
0.7512272
0.59093535
0.69915849
0.76524407
0.71284735
0.73759496
0.76915765
0.7284317
0.63044101
0.65048414
0.72513342
0.57976604
0.64370281
0.78583646
0.6455459
0.61467719
0.57117665
0.67060918
0.72035962
0.6506021
0.76250404
0.6967389
0.72203106
0.68134886
0.71148652
0.74244571
0.77412975
0.65404892
0.75364506
0.68182617
0.70947021
0.80414593
0.72624356
0.75732899
0.65610713
0.56823361
0.65997273
0.55111295
0.61697555
0.71597517
0.68443412
0.59841776
0.58820164
0.79776603
0.41058683
