spouse_rk_hisp_male_n
""
54.0
""
""
45.0
""
""
75.0
""
""
""
""
""
""
""
44.0
""
""
""
""
""
""
70.0
""
24.0
20.0
""
20.0
""
""
""
""
""
""
41.0
""
149.0
""
""
""
35.0
20.0
""
""
135.0
""
""
35.0
105.0
""
92.0
39.0
""
""
""
""
""
""
56.0
""
""
""
28.0
""
""
""
""
""
""
294.0
""
""
""
""
111.0
""
""
24.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
661.0
235.0
129.0
152.0
43.0
44.0
8587.0
326.0
134.0
3610.0
649.0
606.0
279.0
1311.0
""
""
""
270.0
""
""
""
37.0
""
""
""
""
""
""
""
32.0
31.0
""
""
""
""
""
34.0
""
""
38.0
""
""
23.0
""
""
""
""
""
24.0
29.0
""
""
""
""
""
""
24.0
""
""
""
25.0
""
""
""
""
""
""
""
""
""
""
29.0
""
206.0
""
""
43.0
""
""
110.0
34.0
""
""
""
""
184.0
30.0
""
20.0
3976.0
""
58.0
471.0
62.0
131.0
2649.0
51.0
276.0
5290.0
123.0
116.0
2279.0
26.0
4590.0
913.0
80.0
65.0
49232.0
1039.0
317.0
27.0
205.0
1770.0
24.0
""
2991.0
547.0
111.0
10825.0
579.0
21.0
9590.0
3241.0
538.0
11901.0
11519.0
1329.0
3096.0
702.0
2292.0
2137.0
5720.0
1347.0
219.0
""
71.0
1493.0
1102.0
2740.0
423.0
193.0
""
3032.0
82.0
4310.0
811.0
255.0
1834.0
122.0
1167.0
""
""
29.0
489.0
123.0
23.0
""
""
48.0
26.0
""
""
88.0
2431.0
""
259.0
32.0
29.0
1288.0
82.0
99.0
""
""
""
""
35.0
""
1234.0
""
""
37.0
70.0
433.0
113.0
""
54.0
244.0
""
38.0
60.0
110.0
161.0
144.0
""
30.0
""
""
78.0
860.0
""
95.0
""
""
""
""
""
""
25.0
""
905.0
25.0
1327.0
959.0
85.0
86.0
920.0
205.0
73.0
83.0
99.0
419.0
64.0
485.0
188.0
""
117.0
""
658.0
4692.0
""
122.0
79.0
226.0
488.0
30.0
49.0
""
680.0
203.0
74.0
""
25.0
""
""
""
""
74.0
168.0
197.0
168.0
2833.0
""
148.0
""
""
""
297.0
747.0
135.0
34.0
""
""
307.0
346.0
140.0
15978.0
183.0
28.0
244.0
115.0
3011.0
1116.0
2108.0
457.0
738.0
916.0
40.0
107.0
440.0
110.0
279.0
1052.0
21.0
26.0
""
""
611.0
""
22.0
""
""
""
""
""
""
""
33.0
40.0
""
""
35.0
""
""
""
28.0
""
""
""
""
34.0
""
35.0
""
""
123.0
93.0
""
103.0
55.0
