kfr_stycz_hisp_male_p75_se
0.094703905
0.058402888
""
""
0.090425387
""
""
0.043034721
""
""
0.12848541
""
""
""
""
0.071439311
0.14803091
""
""
""
""
0.1335879
0.060453787
""
0.11240196
0.096679978
""
0.083459482
""
0.14522277
""
""
""
""
0.075313143
""
0.030691827
""
0.11495627
""
0.061225161
0.073771916
""
""
0.02638747
""
""
0.075155087
0.036879871
""
0.04630715
0.053280655
""
""
""
""
0.11399281
0.10092298
0.043352023
""
""
""
0.081198476
""
""
""
""
""
""
0.018562397
""
""
""
""
0.035241336
""
""
0.05821107
0.072531477
""
""
""
""
0.073389798
""
""
""
""
""
""
""
""
""
""
""
""
0.10226612
0.016993642
0.023969231
0.031169616
0.033959128
0.05330817
0.087122835
0.0036840031
0.025174847
0.036573265
0.0060128244
0.013832753
0.018803185
0.026119405
0.014044169
""
""
""
0.033586066
""
""
""
0.12262466
""
""
""
""
""
""
""
0.092495926
0.082965128
0.12577668
""
""
""
""
0.066807158
""
""
0.0767368
""
0.12905951
""
""
""
0.14091933
""
""
0.10721981
0.14946993
""
""
""
""
""
""
0.084591284
""
""
0.11439174
0.11548955
""
""
""
""
""
""
""
""
""
""
0.069505729
""
0.026147947
""
""
0.063481174
""
""
0.05817901
0.2387487
""
""
0.10606058
""
0.046172649
0.10852344
""
0.11763772
0.0045045502
""
0.046724111
0.020600116
0.046176966
0.04624109
0.0051797633
0.059575282
0.018399443
0.0056513734
0.048596554
0.033953108
0.010263273
0.071109645
0.0070701712
0.013956634
0.03856707
0.04753625
0.0016226476
0.01396819
0.017869713
0.063063927
0.02711721
0.010320296
0.10777631
""
0.0076540783
0.015725201
0.032476693
0.0029824658
0.011681865
0.083757572
0.003483183
0.0055042626
0.014266817
0.0029899294
0.0035705548
0.0082020257
0.0063669574
0.014048805
0.0060555679
0.008904974
0.0037610068
0.011183213
0.027326381
""
0.065252475
0.0075834976
0.0098613296
0.0074295872
0.023482656
0.039956897
""
0.007768414
0.03666231
0.0050235055
0.011801436
0.030671027
0.0068485569
0.049985722
0.0083043873
0.13260105
""
0.080904454
0.014458207
0.026358701
0.086603515
""
""
0.077226795
0.17197286
0.15036024
""
0.045622166
0.0071196854
""
0.015209183
0.070078202
0.05618294
0.009982653
0.037336104
0.04829279
""
""
""
""
0.08184471
""
0.0071178027
""
""
0.065596126
0.042309102
0.015027183
0.044267725
""
0.073790781
0.027235391
""
0.063981302
0.064949922
0.044352818
0.042151224
0.039680425
""
0.071161866
0.14510755
""
0.058388572
0.012576077
""
0.055108495
""
0.11995816
""
""
""
""
0.072432242
""
0.014268711
0.1552818
0.0088715311
0.0096364226
0.032901686
0.028883692
0.0092332689
0.02193995
0.030640721
0.034893602
0.03838734
0.016259408
0.048865248
0.017434623
0.027169563
""
