hs_hisp_male_n
""
23.0
""
""
""
""
""
35.0
""
""
""
""
""
""
""
21.0
""
""
""
""
""
""
33.0
""
""
""
""
""
""
""
""
""
""
""
20.0
""
72.0
""
""
""
24.0
""
""
""
68.0
""
""
24.0
51.0
""
32.0
23.0
""
""
""
""
""
""
29.0
""
""
""
""
""
""
""
""
""
""
156.0
""
""
""
""
51.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
337.0
86.0
56.0
93.0
45.0
28.0
4847.0
169.0
61.0
1967.0
359.0
262.0
135.0
619.0
""
""
""
113.0
""
""
""
""
""
""
""
""
""
""
""
""
24.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
88.0
""
""
""
""
""
59.0
""
""
""
""
""
81.0
""
""
""
2017.0
""
20.0
204.0
26.0
45.0
1300.0
22.0
115.0
2882.0
58.0
52.0
1026.0
""
2270.0
491.0
35.0
27.0
30353.0
479.0
163.0
""
95.0
833.0
""
""
1503.0
251.0
43.0
5711.0
252.0
""
4733.0
1601.0
264.0
5783.0
5387.0
803.0
1548.0
303.0
1233.0
1037.0
2986.0
695.0
116.0
""
38.0
684.0
540.0
1285.0
200.0
89.0
""
1575.0
39.0
2177.0
358.0
125.0
963.0
58.0
589.0
""
""
""
244.0
60.0
""
""
""
29.0
""
""
""
30.0
1389.0
""
121.0
""
""
642.0
42.0
40.0
""
""
""
""
20.0
""
660.0
""
""
""
43.0
217.0
65.0
""
31.0
110.0
""
""
28.0
49.0
89.0
78.0
""
""
""
""
36.0
553.0
""
44.0
""
""
""
""
""
""
""
""
479.0
""
699.0
671.0
41.0
40.0
532.0
112.0
28.0
58.0
64.0
240.0
49.0
282.0
74.0
""
47.0
""
277.0
2129.0
""
53.0
28.0
91.0
239.0
""
""
""
304.0
82.0
28.0
""
""
""
""
""
""
32.0
85.0
108.0
86.0
1295.0
""
56.0
""
""
""
127.0
299.0
65.0
""
""
""
164.0
148.0
75.0
7785.0
78.0
""
103.0
67.0
1451.0
528.0
1065.0
214.0
337.0
414.0
29.0
46.0
185.0
49.0
129.0
448.0
""
""
""
""
284.0
""
""
""
""
""
""
""
""
""
""
20.0
""
""
""
""
""
""
""
""
""
""
""
22.0
""
""
""
""
63.0
38.0
""
45.0
38.0
""
110.0
""
224.0
""
""
44.0
""
27.0
""
""
""
""
""
218.0
""
""
""
27.0
""
""
""
""
""
""
""
32.0
21.0
38.0
""
203.0
""
""
""
""
""
""
313.0
21.0
108.0
""
""
""
""
""
33.0
68.0
""
""
""
""
""
""
""
""
""
""
""
""
40.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
103.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
80.0
27.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
109.0
""
""
""
""
111.0
632.0
33.0
99.0
148.0
""
64.0
""
""
63.0
""
""
""
79.0
""
""
""
225.0
""
30.0
""
""
""
29.0
""
""
""
21.0
""
20.0
32.0
42.0
""
""
""
""
""
62.0
""
""
26.0
26.0
21.0
""
""
77.0
""
""
""
""
""
58.0
""
20.0
""
""
""
41.0
""
""
""
""
""
7357.0
""
""
37.0
""
""
650.0
""
""
""
""
""
""
""
""
""
24.0
""
""
""
""
27.0
25.0
""
""
""
""
""
""
779.0
51.0
68.0
""
728.0
81.0
""
""
""
""
""
158.0
46.0
""
""
44.0
""
""
""
""
""
""
""
""
""
""
41.0
56.0
""
""
""
""
""
""
""
""
139.0
86.0
""
40.0
""
""
""
""
""
32.0
""
38.0
""
""
""
""
""
64.0
546.0
""
155.0
""
""
125.0
""
""
""
""
""
""
24.0
""
""
24.0
""
""
""
""
""
""
""
95.0
""
""
""
""
""
""
29.0
""
37.0
""
""
""
""
28.0
""
""
""
""
""
""
24.0
""
35.0
""
614.0
44.0
""
21.0
197.0
35.0
""
""
""
""
""
""
43.0
""
""
""
""
""
""
124.0
""
""
""
""
""
""
119.0
""
""
""
""
""
""
""
39.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
34.0
""
""
""
27.0
""
""
""
""
""
""
""
""
""
""
""
""
""
20.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
27.0
""
""
""
""
40.0
""
""
""
""
""
""
35.0
""
""
""
""
""
57.0
""
""
""
""
""
""
128.0
39.0
""
""
""
77.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
85.0
""
""
""
""
""
""
28.0
""
""
28.0
""
""
""
""
""
""
""
""
""
32.0
""
""
""
""
27.0
""
""
""
""
155.0
93.0
""
43.0
""
""
29.0
""
""
""
""
""
32.0
""
""
""
""
""
173.0
""
""
""
""
""
36.0
""
""
""
62.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
34.0
""
""
25.0
""
""
""
34.0
""
332.0
87.0
124.0
""
""
""
""
""
""
20.0
""
""
""
""
""
""
""
""
193.0
""
""
""
""
""
""
""
20.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
25.0
""
""
""
""
""
""
""
""
""
35.0
""
""
""
""
""
""
""
""
""
""
""
""
67.0
""
""
""
""
""
""
""
""
112.0
""
""
24.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
49.0
48.0
29.0
""
""
""
""
""
""
55.0
""
""
""
""
""
""
""
""
334.0
""
42.0
22.0
""
""
24.0
""
""
""
151.0
26.0
""
""
21.0
""
""
""
28.0
""
""
""
22.0
""
""
""
66.0
20.0
""
""
""
""
36.0
""
""
""
""
""
""
""
""
29.0
""
""
""
""
""
""
20.0
""
""
""
""
""
22.0
""
129.0
156.0
20.0
""
27.0
20.0
40.0
""
50.0
""
63.0
93.0
""
740.0
435.0
""
""
""
""
""
""
""
92.0
28.0
""
139.0
""
569.0
""
376.0
47.0
444.0
""
117.0
110.0
578.0
308.0
""
""
73.0
""
""
""
""
""
58.0
""
65.0
""
53.0
30.0
""
""
""
""
32.0
""
""
""
64.0
""
124.0
""
""
""
35.0
""
""
""
158.0
""
""
""
21.0
39.0
64.0
""
265.0
""
""
29.0
""
73.0
40.0
""
""
134.0
""
""
""
""
""
29.0
""
62.0
23.0
""
68.0
31.0
271.0
38.0
""
""
""
""
""
188.0
""
""
166.0
65.0
22.0
21.0
""
27.0
41.0
83.0
80.0
657.0
""
""
68.0
""
""
""
""
""
""
""
28.0
""
""
