somecoll_other_male_n
24.0
""
""
41.0
25.0
""
59.0
""
""
""
""
93.0
""
""
""
""
""
21.0
""
""
27.0
83.0
23.0
""
103.0
""
""
55.0
172.0
""
""
""
97.0
91.0
""
40.0
""
""
""
""
""
""
""
""
""
""
112.0
""
50.0
""
39.0
29.0
""
""
""
49.0
""
""
""
""
""
40.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
76.0
""
""
""
""
82.0
""
""
48.0
53.0
""
""
""
""
28.0
""
""
""
23.0
217.0
45.0
54.0
253.0
96.0
36.0
59.0
171.0
33.0
119.0
""
22.0
""
""
48.0
""
51.0
44.0
51.0
""
""
""
""
""
""
""
""
38.0
26.0
""
""
""
265.0
""
""
""
""
""
25.0
30.0
""
""
34.0
28.0
""
""
""
""
28.0
""
""
""
""
43.0
""
""
84.0
32.0
""
27.0
""
""
""
""
23.0
240.0
""
668.0
23.0
""
""
27.0
468.0
56.0
""
57.0
""
""
50.0
135.0
""
""
""
""
107.0
""
""
123.0
""
""
30.0
""
""
38.0
73.0
""
""
""
""
25.0
78.0
""
84.0
22.0
""
""
29.0
55.0
109.0
""
""
22.0
""
24.0
""
""
57.0
50.0
52.0
216.0
""
""
""
""
""
""
134.0
21.0
""
27.0
165.0
54.0
42.0
25.0
""
""
""
""
""
""
""
""
""
""
""
36.0
""
""
""
85.0
""
21.0
146.0
40.0
26.0
""
32.0
""
""
79.0
""
48.0
""
51.0
73.0
107.0
69.0
1047.0
86.0
459.0
403.0
47.0
36.0
""
""
27.0
""
""
52.0
21.0
""
25.0
154.0
""
""
367.0
94.0
""
43.0
252.0
""
""
""
""
""
""
""
""
""
""
""
22.0
338.0
""
""
""
""
""
""
""
""
""
""
""
""
23.0
50.0
22.0
""
24.0
21.0
""
""
57.0
""
""
""
""
38.0
""
""
26.0
""
37.0
37.0
128.0
""
579.0
48.0
22.0
""
183.0
""
""
24.0
28.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
35.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
33.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
51.0
""
""
""
25.0
""
""
""
""
""
""
""
""
""
""
""
""
""
22.0
""
22.0
""
""
91.0
""
""
""
""
""
""
148.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
38.0
291.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
33.0
58.0
91.0
""
""
""
""
61.0
""
185.0
""
""
""
""
28.0
""
41.0
""
51.0
""
""
103.0
84.0
60.0
22.0
366.0
41.0
""
22.0
73.0
""
""
""
""
""
""
""
22.0
""
""
21.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
100.0
""
157.0
""
""
""
24.0
""
""
""
""
""
""
26.0
29.0
""
24.0
308.0
33.0
""
""
""
""
""
""
""
""
""
""
""
25.0
""
""
""
""
""
""
""
""
26.0
""
98.0
200.0
256.0
""
""
""
22.0
48.0
""
""
38.0
""
28.0
312.0
34.0
29.0
""
22.0
""
162.0
""
""
""
""
""
""
""
""
""
""
""
""
52.0
""
""
21.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
23.0
""
""
""
""
""
1652.0
74.0
214.0
""
""
""
""
""
100.0
""
324.0
""
114.0
24.0
""
""
21.0
""
""
270.0
""
""
73.0
""
""
""
""
""
""
""
55.0
225.0
""
34.0
""
""
""
""
""
""
37.0
""
""
37.0
32.0
34.0
""
44.0
124.0
110.0
186.0
89.0
601.0
502.0
""
""
""
71.0
93.0
1119.0
308.0
""
""
586.0
""
97.0
2246.0
""
""
""
""
82.0
""
49.0
342.0
""
170.0
""
36.0
50.0
""
""
23.0
""
""
""
33.0
23.0
922.0
