staytract_black_male_mean
0.2839624
0.33807465
0.40605238
0.31401241
0.2676051
0.36379948
0.29249218
0.30069247
0.38141584
0.34073409
0.32292598
0.29808986
0.37195835
0.26550564
0.33840978
""
""
0.28194672
0.19220412
0.38058963
0.35470083
0.27456182
0.33446243
0.28263959
0.28430495
0.34882846
0.32438201
0.27258676
0.26735714
0.31641012
0.3829008
0.34834188
0.29418719
0.26122081
0.37198526
0.31837788
0.43475488
0.35536638
0.39367035
0.32041219
0.33567104
0.39897931
0.41037318
0.48370263
0.31320381
0.30393738
0.23428588
0.35844862
0.32840735
0.30993909
0.3182331
0.37395251
0.30123883
0.29695663
0.33925784
0.30538809
0.35229611
0.35171837
0.28642178
0.26084676
0.29772013
0.28325021
0.34750283
0.33180571
0.18754873
0.31945497
""
0.35852563
0.37952363
0.29618946
0.31753805
0.32648206
0.24461809
0.30595103
0.37049159
0.47608608
0.41594565
0.42360127
0.38376376
0.2856068
0.26677725
0.30860686
0.30915225
0.38192782
0.26757294
0.38741997
0.32783127
0.27620307
0.31405193
0.33927512
0.32356364
0.37772965
0.20624329
0.28893226
0.24594752
""
0.30547437
0.33625829
0.25822255
0.27389193
0.2808477
0.29438764
0.28403556
0.2566613
0.2881006
0.2803925
0.27574065
0.27166647
0.31081763
0.28079239
0.28763327
0.31919175
0.31693053
0.40628335
0.32521057
0.32280475
0.30077568
0.3815057
0.36340365
0.36076152
0.32867759
0.30589104
0.32123119
0.26482081
0.36199769
0.31199804
0.26829284
0.34173721
0.39666981
0.38505483
0.24219231
0.39876702
0.3134793
0.39803398
0.30389509
0.39746433
0.35751498
0.2876054
0.38436222
0.36108989
0.30704662
0.27785757
0.35936648
0.32895529
0.28734836
0.37394673
0.29685837
0.36222139
0.38994136
0.39085773
0.33955052
0.29027894
0.31589794
0.33386132
0.27132174
0.31307793
0.36822894
0.28993368
0.37232658
0.27166024
0.24910939
0.35263157
0.29214051
0.27891594
0.39093232
0.26049495
0.17964758
0.15278465
""
0.20200169
0.21620248
0.20293857
0.24254698
0.22499365
0.2006956
0.24298039
0.26260468
0.24553047
0.16110668
""
0.051371619
0.324956
0.23108923
0.48971874
0.33232251
0.23219733
0.45585045
0.20054425
0.30873698
0.3547008
0.41129026
0.20315675
0.27435908
0.37441674
0.46614262
0.20650864
0.27396524
0.26360837
0.23256545
0.2103743
0.22970027
0.26690581
0.21832019
0.27933899
0.27240881
0.23831685
0.21607529
0.2452251
0.19944339
0.23085313
0.22226013
0.23719068
""
0.13379562
0.21196352
0.25259119
0.26207328
0.22892796
0.21792407
0.35435897
0.23361658
0.26479846
0.33705556
0.22629182
0.2185711
0.25320518
0.26077116
0.2319936
0.27673212
0.23396744
0.28099141
0.31969768
""
0.30776531
""
0.28918689
""
0.29096189
""
0.4033784
0.29847533
0.30763897
0.34013444
0.26399642
0.29477224
0.34105754
0.33521706
0.22659546
0.19511557
0.17991744
0.2562671
0.21251562
0.1543773
""
0.18985377
0.17298535
0.21664101
0.27448234
0.29635447
0.19946758
0.25395897
0.20947182
0.25697872
0.25795513
0.27126667
0.31188747
0.26401934
0.26467389
0.29942057
0.28374931
0.30350897
0.36917996
0.31990796
0.1643046
""
0.36903906
0.19355983
0.15566871
""
0.12481215
0.23094678
""
""
0.26692605
0.15888283
0.17431369
0.27430156
0.28415141
0.30168706
""
""
""
""
0.2075164
""
""
""
0.2381859
0.052150067
0.094550282
0.15068509
""
0.31232384
0.22533835
0.20365852
0.15088588
""
0.12697621
0.25308418
""
0.22703053
0.17699262
0.15238561
0.34957588
0.16044636
0.097409092
""
0.14783315
0.25512716
0.36340937
0.43101299
0.18106297
0.28549179
0.23661053
0.17956252
0.18896829
0.27713808
0.24922295
0.25289798
0.24663994
0.237087
0.2419458
0.24579702
0.20203318
0.23915231
0.24588139
0.23820907
0.23683336
0.21620342
0.24132486
0.31823915
0.3621214
0.24756348
0.30175486
0.28414053
""
""
""
""
0.36282957
0.33950353
0.36625972
0.29133114
0.29650304
0.34480733
0.30352101
0.35971949
0.31926855
0.32829243
0.33088201
0.24965926
""
0.20973429
""
""
0.33346432
0.25424302
0.29071802
""
""
""
""
0.15733021
""
""
""
""
""
""
0.12156552
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.14687958
""
""
""
""
""
""
""
""
""
0.22533303
0.15435261
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.27977151
""
0.19329728
""
""
""
0.28046605
0.208175
""
""
""
0.16125841
""
""
""
""
""
0.26433253
""
""
0.14592674
""
""
""
0.25035766
0.2116987
""
0.17885128
""
""
0.21480744
""
""
""
""
""
""
0.19862223
""
""
0.14391595
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.088913828
0.19691184
""
""
0.16354504
0.10212316
0.29226124
""
""
""
""
""
""
0.19588326
""
""
0.17374571
0.2243553
0.20975894
0.19307424
0.26525077
0.28742477
0.11971784
0.27233744
0.19623208
0.23103067
0.23682791
0.19940345
""
""
0.26211542
0.36693206
0.18974453
0.18124601
0.22933312
""
0.34740636
0.26425102
0.23200385
0.19618075
0.15669361
0.24004063
0.2716682
""
0.20297219
0.19411814
0.14170034
""
""
""
0.17279509
""
0.33930558
0.32120043
0.21116149
0.23622616
0.26354995
0.31817058
""
0.32427564
""
0.27601144
0.20975228
""
""
0.23418008
""
""
0.25987837
0.33219182
0.39308092
0.47350174
0.26359743
0.17361629
0.25147775
0.4153991
0.35273731
""
0.26837772
0.16306415
""
""
""
""
0.18010308
0.24301662
0.26017407
0.34165689
0.31089309
0.28374112
0.29626864
0.31206915
0.34963951
0.25812331
0.31814057
""
""
0.11298701
""
0.28540668
0.35314918
0.38240793
0.22517824
0.09135481
""
0.2314558
0.11675929
""
0.29924977
0.21805197
0.18771571
0.30215812
0.31368977
0.23150986
0.26070258
0.25819674
0.29226249
0.30830386
0.30542165
0.2901808
0.17476784
0.21229318
0.53883094
0.35420415
0.42853564
0.26292923
0.22481069
0.26368341
0.33361542
0.32859871
0.28516099
""
0.19777139
""
""
""
""
""
""
""
""
""
""
""
""
0.17529452
""
""
0.12533665
""
""
""
""
""
""
""
""
0.1993154
""
""
""
""
""
""
""
0.015850328
0.11883283
""
""
0.2520389
""
0.13853391
""
0.10276861
""
0.20726825
""
