staycz_other_female_p75_se
0.054740481
0.08787898
0.36364514
0.034542598
0.043341529
0.12960397
0.031947009
0.17829807
0.15601024
0.064817883
0.061143924
0.022908716
0.16759077
0.11584893
0.060991406
""
0.12979235
0.055251457
0.32452962
0.17374662
0.067666754
0.029538039
0.054761417
0.10781379
0.021027934
0.21867311
0.058448471
0.035959989
0.017538361
0.11474989
0.097888879
0.060719904
0.023056131
0.023625961
0.10729421
0.040888816
0.2458708
0.13724381
""
""
0.052604996
0.21175991
""
""
0.22066738
0.10875827
0.024092952
0.088855132
0.036562011
0.0815714
0.042596031
0.047854625
0.10754938
""
""
0.042462476
0.14044531
0.12811433
""
0.10594235
0.08790455
0.033133678
""
0.15104412
0.1670275
0.10177553
""
""
0.16216224
0.21221985
0.19973084
0.13480048
0.16309249
0.08668682
0.12090512
""
0.16004908
0.20794576
0.18628828
0.02893714
0.17136507
0.077438064
0.14607181
0.081333481
0.022026502
0.10357945
0.11418962
0.039010677
0.025109241
0.061645996
0.10969676
0.19889447
0.13688944
0.046726592
0.11480375
0.19783787
0.073341623
0.063241504
0.017369103
0.045830719
0.040352192
0.016087789
0.02516794
0.043497674
0.027934754
0.019203056
0.034123283
0.019621488
0.091265246
0.071465485
0.059288494
0.061598543
0.037013028
0.27895492
0.032632146
0.036876779
0.034188036
0.17037329
""
""
0.07035441
0.14456473
0.095321968
0.059581105
0.1089718
0.039538175
0.040283274
0.12565492
0.17755939
0.21655953
0.011286082
0.128168
0.077208854
0.21126212
0.069614306
0.12456752
0.045903202
0.048493888
0.22586526
0.074648239
0.050403114
0.05488947
""
0.1431818
0.088990577
""
0.056519415
0.13495296
0.15170105
0.25517467
0.16582535
0.036093228
0.080099054
0.23004709
0.025604216
0.047592934
0.12920018
0.053060267
0.12346176
0.085891701
""
""
0.030430239
0.011646856
0.33498481
0.0070473808
0.058262713
0.10265116
0.077217527
0.049741566
0.0087344768
0.029567733
0.065570422
0.037567627
0.099095404
0.16711661
0.035449535
0.021320671
0.074553862
0.096771576
0.10542672
0.16352214
0.02077751
0.078140847
0.10173134
0.017009646
0.3953701
0.085206777
0.040304378
""
0.17106669
0.050124157
0.023252735
0.18272857
0.21043456
0.086773477
0.061411627
0.067257129
0.029797474
0.10147233
0.03379146
0.049660541
0.09208566
0.054873191
0.044515342
0.03244561
0.017335404
0.076377489
0.061244477
0.050456583
0.057292953
0.046790291
""
0.14905241
0.031987902
0.039961405
0.034112852
0.016669767
0.079830468
0.087856747
0.086962305
0.079586834
0.066287801
0.092922747
0.016295902
0.055264432
0.061382137
0.076037839
0.01730947
0.042255674
0.045115508
0.043814592
""
0.072609894
0.14015944
0.10323644
0.16739018
0.060886621
""
