kfr_native_white_female_p10
0.31986129
0.33080545
0.35258263
0.34612331
0.3512013
0.36292157
0.34932375
0.38119274
0.36401075
0.34563473
0.31432423
0.36774278
0.35416344
0.35275999
0.32955223
0.37699443
0.37369591
0.34982419
0.37184042
0.37098488
0.3567982
0.34428138
0.37672511
0.40186298
0.40950131
0.32782072
0.36529744
0.36817363
0.38138098
0.4123053
0.37683266
0.39851519
0.38924998
0.38555303
0.42677039
0.37711
0.37884539
0.41959327
0.42857447
0.45113924
0.41628698
0.43059531
0.47133636
0.43345302
0.41647306
0.42015564
0.40968949
0.43768567
0.41147581
0.40489203
0.41521409
0.42431521
0.40677163
0.34235799
0.31709784
0.39546171
0.43139333
0.43215296
0.37985057
0.34258041
0.4263531
0.3657321
0.38721105
0.37425092
0.3528789
0.32384378
0.38769642
0.35503674
0.35280517
0.33676532
0.3908971
0.35973856
0.38630038
0.36506739
0.36400774
0.37106118
0.37246436
0.35490736
0.3775062
0.3825025
0.4218505
0.36047146
0.37202704
0.35587686
0.38145733
0.36743444
0.33182845
0.38457775
0.37223089
0.3604418
0.35378972
0.32228008
0.33813277
0.34044874
0.36982825
0.36888072
0.34401116
0.3290149
0.36785486
0.36956173
0.37180075
0.4333396
0.4104861
0.38600123
0.38047639
0.38169304
0.38349065
0.36221084
0.35534999
0.36253485
0.36297247
0.38600838
0.3745662
0.35815981
0.39626476
0.34913078
0.34878588
0.38390511
0.33738902
0.32382089
0.35870481
0.34579939
0.34930009
0.38016176
0.38017976
0.40617487
0.35865217
0.3578234
0.3911182
0.38170496
0.38982889
0.33778554
0.38334486
0.36831987
0.39094514
0.35664013
0.35769439
0.31165516
0.37430531
0.38678923
0.39133483
0.37767792
0.3539384
0.35992122
0.35949996
0.42118785
0.38455835
0.38508326
0.41797236
0.43601453
0.33743843
0.37986186
0.3916221
0.45688707
0.37105137
0.36679915
0.37617427
0.39791089
0.39342791
0.38956788
0.3601307
0.34975567
0.41248691
0.40303731
0.40494007
0.43835649
0.42942965
0.40469265
0.35642296
0.38266441
0.37874025
0.38088986
0.36677593
0.39567831
0.35407057
0.364503
0.35835451
0.37241262
0.38231924
0.38873851
0.39050597
0.35598418
0.35581356
0.30754378
0.30785507
0.35750288
0.35219225
0.37848291
0.33486494
0.34280175
0.32977572
0.35183418
0.36110038
0.34836271
0.37640834
0.39206401
0.35314068
0.41871929
0.38690665
0.40618256
0.36720085
0.39541852
0.37924948
0.36843109
0.3231549
0.37755424
0.33664289
0.33488548
0.35225028
0.36176395
0.38107052
0.39861998
0.38598824
0.39416313
0.41020694
0.38619787
0.34996542
0.38515279
0.35246101
0.35269058
0.34603074
0.38658205
0.31782153
0.35381389
0.34447396
0.33043015
0.40446988
0.41806415
0.43031451
0.38030678
0.37802246
0.3632786
0.39881504
0.37958854
0.45558506
0.38513616
0.37584564
0.38301843
0.38213557
0.38465449
0.36189356
0.39865398
0.35402748
0.37862208
0.37294972
0.42272863
0.40396565
0.38833895
0.40063187
0.36361253
0.40836024
0.39298952
0.38925818
0.3872135
0.39304903
0.38834342
0.3474004
0.40112641
0.41808847
0.41521132
0.42804179
0.43468368
0.42991668
0.41468376
0.42655849
0.51676363
0.44257459
0.48450357
0.43626004
0.35312504
0.35195675
0.41871959
0.50825745
0.36478266
0.38902763
0.37395141
0.37999618
0.40999964
0.39048386
0.41455632
0.39317784
0.41559893
0.32399815
0.44261557
0.41500184
0.39786476
0.41873407
0.43808916
0.36451688
0.47300187
0.42950207
0.44016308
0.43193704
0.44531548
0.45502332
0.545739
0.57561743
0.51933438
0.47868261
