has_dad_hisp_male_p75_se
0.088270299
0.040720057
""
""
0.061450783
""
""
0.022767702
""
""
0.12061679
""
""
""
""
0.020766964
0.083642639
""
""
""
""
0.06370572
0.02483587
0.10621194
0.065443635
0.045908388
0.10000028
0.092181511
""
0.06983187
0.074838705
""
""
""
0.035352983
0.1434456
0.02697994
""
0.073095821
0.10937778
0.0380091
0.056092154
""
""
0.020882735
""
""
0.054862577
0.02216774
""
0.029399795
0.034378316
""
""
""
""
0.059970938
0.047457218
0.030136181
""
0.10673082
0.17950335
0.055965953
0.11310584
""
""
""
""
""
0.014077326
""
""
""
""
0.016612004
""
""
0.041892599
0.030010475
0.10804835
0.085671172
""
""
0.052034833
""
""
""
""
""
""
""
""
""
""
""
""
0.092221618
0.010617884
0.016844319
0.017894045
0.016859701
0.016135123
0.042595774
0.0033848751
0.020843277
0.016985932
0.0046903258
0.01084573
0.012612962
0.016440215
0.0085762646
""
0.097729176
0.078996621
0.024310414
0.11257318
0.39066884
""
0.097744219
""
0.081465259
""
""
""
""
0.096404985
0.057248212
0.053470228
0.11835912
""
""
0.10607837
""
0.060176212
0.09721376
""
0.061615467
""
0.076475576
""
0.076259777
0.1092778
0.12383309
""
""
0.05178754
0.086054094
""
""
""
""
""
0.10687371
0.043560807
""
""
0.069772005
0.10404597
""
""
""
""
""
""
0.10566993
""
0.19404474
0.14276215
0.036166992
""
0.02081633
""
0.22182976
0.033733122
""
""
0.037834026
0.12850884
""
""
0.088416189
0.13046983
0.036947519
0.075781897
""
0.075547457
0.0042088814
""
0.043334655
0.013469041
0.026274117
0.029343968
0.0050042709
0.025740184
0.013590722
0.0049704472
0.031046014
0.025494106
0.0064307195
0.060816817
0.0045913155
0.010093335
0.023556208
0.028438553
0.0014596145
0.009426306
0.020635635
0.024459049
0.020319073
0.0068606585
0.060530838
0.062578142
0.0061635836
0.012832512
0.024207823
0.0031012984
0.010731424
0.030032143
0.0027872403
0.0054951999
0.0091353785
0.0024077562
0.0028867151
0.0098460549
0.0057541691
0.010697217
0.00590694
0.0066628233
0.0034123196
0.0092429146
0.01880125
""
0.033381075
0.0063813971
0.0078413021
0.0055494169
0.019746885
0.022557734
""
0.0060350238
0.024871187
0.0044431412
0.010279898
0.023985427
0.0062794909
0.034209181
0.0071539548
0.078770466
""
0.055722885
0.012024348
0.024287509
0.030455967
""
0.082539544
0.047533896
0.095090576
0.092480011
""
0.023024878
0.0067035486
