grad_black_female_n
31.0
""
""
100.0
204.0
40.0
597.0
""
""
211.0
131.0
809.0
""
""
72.0
""
""
35.0
""
86.0
535.0
546.0
178.0
216.0
728.0
69.0
194.0
353.0
1002.0
76.0
156.0
106.0
697.0
456.0
235.0
255.0
103.0
115.0
73.0
83.0
663.0
131.0
46.0
""
78.0
159.0
1390.0
124.0
619.0
134.0
209.0
324.0
264.0
27.0
31.0
550.0
69.0
""
""
226.0
86.0
375.0
48.0
25.0
""
""
""
""
""
""
147.0
184.0
287.0
178.0
65.0
""
132.0
29.0
31.0
1265.0
175.0
""
""
48.0
487.0
""
""
135.0
227.0
52.0
55.0
""
""
170.0
""
""
""
78.0
614.0
207.0
105.0
1849.0
535.0
130.0
121.0
574.0
140.0
540.0
59.0
63.0
95.0
255.0
699.0
82.0
471.0
410.0
499.0
63.0
30.0
35.0
186.0
71.0
69.0
126.0
85.0
356.0
311.0
58.0
79.0
90.0
2434.0
79.0
110.0
39.0
43.0
119.0
239.0
380.0
59.0
147.0
289.0
67.0
38.0
54.0
224.0
96.0
262.0
162.0
112.0
94.0
20.0
768.0
268.0
93.0
218.0
491.0
63.0
426.0
67.0
""
""
""
93.0
1567.0
25.0
2970.0
""
""
""
36.0
2644.0
99.0
""
142.0
""
""
130.0
223.0
""
""
""
""
368.0
""
""
556.0
""
""
132.0
""
""
65.0
372.0
""
""
""
""
35.0
226.0
""
238.0
41.0
""
21.0
77.0
130.0
532.0
""
21.0
34.0
""
54.0
""
""
364.0
104.0
87.0
1171.0
""
""
""
""
""
""
526.0
31.0
""
28.0
481.0
181.0
55.0
72.0
""
""
""
22.0
""
53.0
""
""
""
""
26.0
38.0
""
""
95.0
177.0
""
29.0
555.0
31.0
""
""
21.0
""
""
86.0
""
62.0
""
48.0
98.0
157.0
140.0
5123.0
187.0
1858.0
2278.0
300.0
208.0
69.0
23.0
""
""
""
""
""
""
""
125.0
""
""
595.0
23.0
""
92.0
696.0
""
""
""
""
""
""
""
""
""
""
""
""
402.0
""
""
""
""
""
""
""
34.0
""
""
""
""
""
""
""
""
""
""
""
""
66.0
""
""
""
33.0
110.0
""
""
63.0
""
79.0
102.0
727.0
52.0
3720.0
113.0
23.0
""
1157.0
""
""
60.0
49.0
""
""
""
""
""
""
39.0
28.0
28.0
""
""
53.0
""
51.0
""
85.0
29.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
55.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
197.0
""
""
""
""
""
""
115.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
270.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
36.0
52.0
133.0
""
""
""
""
""
24.0
666.0
""
""
""
""
40.0
""
23.0
""
""
""
""
30.0
48.0
""
""
332.0
23.0
""
""
81.0
""
""
""
""
""
""
""
77.0
20.0
""
26.0
""
""
""
""
""
""
""
""
""
""
""
""
32.0
""
""
223.0
""
275.0
""
""
""
44.0
""
""
""
""
""
""
""
39.0
61.0
79.0
1666.0
267.0
62.0
51.0
""
""
""
""
""
""
""
""
""
35.0
""
""
41.0
""
""
""
""
""
115.0
48.0
200.0
502.0
1294.0
56.0
155.0
162.0
151.0
84.0
""
""
""
""
""
351.0
""
28.0
74.0
24.0
""
51.0
""
""
""
""
""
""
""
""
""
""
""
""
31.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
75.0
""
""
""
""
""
""
""
46.0
""
296.0
""
80.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
29.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
52.0
72.0
120.0
""
394.0
157.0
""
""
""
25.0
""
901.0
319.0
""
""
344.0
""
25.0
2426.0
""
""
""
""
""
""
""
130.0
""
""
""
""
""
""
""
""
""
""
""
""
""
382.0
