kir_26_natam_male_p50
""
0.45870665
""
""
""
""
""
0.45383105
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.49136561
""
0.57233089
""
""
""
""
""
""
""
""
0.57937449
0.47187841
""
""
0.59280115
""
0.46768785
""
""
0.53814244
""
""
0.62790042
0.51379102
""
0.3322542
0.46862504
""
""
""
""
""
""
0.53237295
""
""
""
""
""
0.56600672
""
""
0.66114926
""
0.49657062
0.45021558
""
""
0.48939013
0.50494647
""
""
0.42765388
0.53510314
0.48869696
0.60213059
0.37743953
0.70160574
0.59466785
0.37362283
0.44020611
0.44868645
""
0.43821353
0.54663622
""
""
""
""
""
0.51082408
0.44814691
0.41690674
0.49823189
0.40164354
0.37991098
""
0.31067583
0.46016613
0.52794385
0.45441318
0.432533
0.39360738
""
0.49860194
0.47836953
""
""
""
0.47337103
""
""
""
""
""
""
""
""
""
""
""
""
0.58940345
""
""
""
""
""
""
""
""
0.30167279
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.52894115
""
""
""
""
""
0.50800699
""
""
""
""
""
0.43661395
""
""
""
0.46613771
""
0.66004848
0.49414092
""
""
0.54758495
0.42428896
0.61431772
0.45545128
""
0.43431005
0.50927675
0.49981228
0.52668804
0.49216342
0.24126084
0.48033676
0.48041046
0.37620667
0.37587789
""
0.45434988
0.42489886
""
""
0.54282099
0.53872383
0.42520452
0.48758891
0.43623441
""
0.51362318
0.46393755
""
0.47837931
0.52044654
0.39760882
0.45071068
0.51004958
0.46805003
0.46021986
0.46338856
0.4368872
0.4378753
""
0.49769858
0.52919978
0.53338552
0.44029474
0.53519136
0.46305102
""
0.42503601
""
0.52065068
0.48114404
0.47717482
0.53015268
""
0.4769069
""
""
""
0.48382881
""
""
""
""
""
""
""
""
""
0.43344545
""
0.59259659
""
""
0.50170225
""
""
""
""
""
""
""
""
0.4773429
""
""
""
0.42026561
0.56270367
""
""
""
0.53523701
""
""
0.4479433
""
""
""
""
""
""
""
""
0.45675397
""
""
""
""
""
""
""
""
""
""
0.46282113
""
0.44258985
0.45108488
""
""
0.50923687
0.59277254
""
0.679748
0.49989775
0.41533273
""
0.36882508
0.37983167
""
0.38775671
""
0.38700017
0.55260551
""
""
""
0.55323213
0.57994592
""
""
""
0.41858059
0.44205552
""
""
""
""
""
""
""
""
""
0.50768352
""
0.44072101
""
""
""
""
""
0.43169221
0.48643002
0.34747246
""
""
""
0.34619635
0.49127713
""
0.50124043
""
""
0.50603735
""
0.50885671
0.432457
0.47744292
0.50955725
0.35951206
0.47536168
""
""
0.46796581
0.47718897
0.41453972
0.49281806
""
""
""
""
0.40786213
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.45042452
""
""
0.39152399
""
""
0.55332649
""
0.46213129
""
""
""
""
""
""
""
""
""
""
0.38840026
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.54235184
""
""
""
""
""
""
0.49329671
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.41010782
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.43214259
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.42983475
""
""
0.42840037
""
0.41523904
""
0.43388733
0.39351091
""
""
""
0.4655529
""
""
""
0.53944075
""
""
""
""
""
""
""
""
""
""
""
""
""
0.52888006
""
""
""
""
""
""
0.43094516
""
""
""
""
""
""
0.54182571
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.44069716
""
""
""
""
""
0.57661557
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.420562
""
""
""
0.43054715
""
""
""
""
""
""
""
""
""
""
0.40437436
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.52041787
""
0.35973385
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.50419325
""
0.42209589
""
""
0.45191559
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.38516748
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.46860912
""
""
""
0.4176532
""
""
0.46305168
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.43131518
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.469951
""
""
""
""
0.4040727
""
""
""
0.43385914
""
""
""
""
""
""
""
""
""
""
0.41072747
""
""
""
""
""
""
""
""
0.55556464
0.47637498
""
""
0.51855344
""
""
""
""
""
""
0.48744452
""
""
""
""
0.4025417
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.41430998
""
""
0.5005154
""
""
""
0.52189773
""
0.61147976
""
""
""
""
""
""
""
""
""
""
0.43897843
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.46024105
""
0.47917914
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.4713614
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.51660609
""
""
""
