comcoll_pooled_male_p50
0.25418881
0.33074892
0.36051127
0.20105195
0.34401813
0.25130174
0.32989073
0.31070706
0.27716938
0.2653856
0.28281167
0.2068072
0.32711357
0.36363539
0.32276362
0.33510593
0.32737473
0.31880915
0.101183
0.29900602
0.18779339
0.31302279
0.30209345
0.26469538
0.32097003
0.29781789
0.31867895
0.32522827
0.35737163
0.31456688
0.34383479
0.2623015
0.27485165
0.3336263
0.26588291
0.26207605
0.29142299
0.27546787
0.30779466
0.25317016
0.34038895
0.25841427
0.36302841
0.31074813
0.3082355
0.3026717
0.2706624
0.30405712
0.28868598
0.25291133
0.28712076
0.27460673
0.36201575
0.32271981
0.32350248
0.32253608
0.27372158
0.24176365
0.32649603
0.4362599
0.31551653
0.35020232
0.27062017
0.31395039
0.33070186
0.31318113
0.42462337
""
""
0.28259525
0.12251884
""
""
0.062990598
0.28240171
""
""
0.31722972
0.32366741
0.33134112
0.24197724
0.064906359
""
0.25342414
0.032585558
0.0019075149
0.001399326
""
0.24449246
0.22251624
""
0.3268823
0.31075934
""
""
0.065440558
0.15784134
0.35002771
0.35596573
0.28356755
0.33099747
0.31773826
0.22768974
0.30006343
0.25546253
0.28502634
0.28708622
0.25649151
0.31979015
0.35045561
0.29501903
0.295313
0.2209996
0.30766833
0.25959358
0.33216566
0.25642371
""
0.24712826
0.25368688
0.36633071
0.32540324
0.30534929
0.31701538
0.41939315
0.2735301
0.27276269
0.31310168
0.25181994
0.3146075
0.3246392
0.28333488
0.37801683
0.27089292
0.28524712
0.47866213
0.35032412
0.20828661
0.28491887
0.36759433
0.34375998
0.36885074
0.30527064
0.25925243
0.30992165
0.26882187
0.26205581
0.24368651
0.28720951
0.032836024
0.36181527
0.20623031
0.29403451
0.27920684
0.10857218
0.2508885
0.24222341
0.30108821
0.22906716
0.38811806
0.22762625
0.21704593
0.29236525
0.26664141
0.31560627
0.38211051
0.18741325
0.29229856
0.26246399
0.36461726
0.3336589
0.3032496
0.21480297
0.21023525
0.17811455
0.62779313
0.29289058
0.33279833
0.24514772
0.32081813
0.29629624
0.37926996
0.2876474
0.27400944
0.29418582
0.28808179
0.36507371
""
0.34731081
0.3187705
0.24455342
0.25653586
0.35086277
0.24317031
0.29787591
0.3200517
0.24127157
0.31473368
0.30142215
0.3786543
0.25607806
0.24512769
0.29598525
0.33185816
0.34892842
0.23661186
0.53035516
0.34253931
0.33196494
0.26696602
0.23527506
0.23529917
0.31150317
0.31988579
0.42588034
0.40086678
0.31491253
0.16597372
0.25604776
0.31506869
0.25735635
0.29606441
0.34872037
0.50809294
0.28134871
0.33755791
0.41229519
0.33782184
0.38468865
0.31958014
0.34619436
""
0.38493273
0.30300766
0.32712427
0.26018456
0.35218745
0.27859068
0.23237048
0.29307273
0.27424791
0.33477768
0.35128918
0.25250661
0.24150005
0.43291354
0.35807332
0.29260352
0.55691969
0.22560138
0.41093761
0.34862623
0.42539674
""
0.20033352
0.37221345
""
0.42268354
""
0.2878322
0.28164038
""
0.41594473
0.5758158
0.40610814
0.34100124
0.27950254
0.33056694
0.34821254
""
0.46106926
""
0.42853716
""
0.3537643
""
0.57050508
0.25207487
0.34318951
0.39392766
0.36386815
0.37676442
0.42478922
0.328376
""
0.22039536
0.33828175
0.33721995
0.31657791
0.38485202
0.64549166
0.30101651
0.33810169
0.28602722
0.39120564
0.3065421
0.40325278
0.32019243
0.40663049
0.31590694
""
""
0.48217666
0.65044564
0.32202309
0.45104414
0.29992157
0.44447327
0.41654095
0.36938074
0.3691856
0.36316475
0.35888994
0.30680788
0.3161419
0.33936536
0.25285748
0.26394278
0.29924819
0.28235862
0.4120132
0.13467556
0.31170222
0.32199657
0.36840874
0.38294321
0.21725397
0.35554579
0.2696107
0.29459536
0.35918513
0.24277419
0.23054157
0.20751488
0.28657681
0.30151436
0.38692769
0.14774413
0.28906924
0.25981283
0.28089303
0.27209121
0.32913429
0.33859676
0.39711022
0.31391349
0.3536872
0.31115514
0.37202522
0.35103527
0.27051997
0.15625657
0.3645474
0.26210049
0.31487188
0.3950054
0.32027698
0.38195327
0.20803377
0.30199343
0.27359858
0.37576103
0.3924123
0.31565011
0.2835401
0.32652748
0.22714651
0.33523414
0.29588553
0.37443626
0.30082509
0.35321224
0.28209192
0.22242495
0.37684068
0.25836259
0.34400272
0.33844021
0.41695836
0.29657972
0.24175209
0.28502598
0.54594326
0.35404876
0.28659722
0.21023346
0.25559875
0.22455475
0.35804462
0.1612059
""
0.26132128
0.27943617
0.23702343
0.20379657
0.25237918
0.27921864
0.30522618
0.35709429
0.40594444
0.27020639
0.39670727
0.28665021
0.27026355
0.12736902
""
0.27107978
0.14106855
0.23558743
0.29525188
0.21008635
0.26448825
0.28611979
0.1914715
0.27244103
0.34960625
""
0.27266699
