comcoll_natam_pooled_p25_se
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.098465696
""
""
""
""
0.10846561
""
""
""
0.10620408
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.03034896
0.0084420461
""
""
0.035608247
0.02575608
""
""
0.075438835
0.041424248
""
0.12502982
0.0096131908
""
""
0.011828923
0.043524403
0.013079995
""
0.080766045
0.10787253
""
""
""
""
""
0.016961971
0.031033497
""
0.03243313
0.021519851
0.022043435
""
""
0.021123243
0.0226973
0.025368765
0.024051992
0.018098256
""
""
0.02829018
""
""
""
0.049554322
""
""
""
""
""
""
""
""
""
""
""
""
0.085105166
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.110705
""
""
""
""
""
0.075502925
""
""
""
0.077667408
""
""
0.091643207
""
""
0.068202585
""
""
0.06794861
""
0.055024948
0.033000585
0.066824704
0.090773158
0.087289885
""
""
0.045021836
""
""
""
0.06559398
""
""
""
""
""
""
0.10182784
""
""
0.042846397
0.065314643
""
0.077138245
0.044294361
""
0.091564395
""
""
""
0.078898199
""
0.11789179
""
""
0.17024978
0.085381202
0.11810996
""
""
""
0.094410449
""
0.12144943
0.091650449
""
0.10497098
""
0.1701469
""
""
""
""
""
""
""
""
""
""
""
""
""
0.055405084
""
""
""
""
0.096354134
""
""
""
""
""
""
""
""
0.078757398
""
""
""
""
""
""
""
""
""
""
""
0.1117121
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.18859197
""
""
""
""
""
""
""
""
""
""
""
0.066396631
""
""
""
""
""
""
""
""
0.093144543
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.11435503
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.097453713
""
""
0.15575427
""
0.027935514
""
""
0.10272866
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.065876737
""
""
""
""
""
0.21646111
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
