kir_24_pooled_male_n
12208.0
5807.0
1275.0
16979.0
11132.0
1783.0
23557.0
1849.0
1260.0
8582.0
9717.0
35272.0
1288.0
3511.0
8996.0
963.0
863.0
8660.0
1223.0
1910.0
14032.0
17783.0
8534.0
5224.0
31428.0
1412.0
5344.0
13887.0
33168.0
2698.0
3508.0
5326.0
26038.0
16907.0
3175.0
13434.0
3071.0
4176.0
1024.0
1189.0
14889.0
2968.0
1273.0
561.0
1850.0
2399.0
37382.0
7619.0
22325.0
5410.0
10026.0
14864.0
6958.0
515.0
776.0
14466.0
1902.0
572.0
559.0
4598.0
2423.0
17128.0
1026.0
2309.0
3068.0
2541.0
867.0
1620.0
1817.0
2628.0
2272.0
3400.0
4158.0
5304.0
2509.0
1086.0
4774.0
2975.0
1306.0
32122.0
3835.0
4194.0
2233.0
4677.0
31759.0
3491.0
3689.0
7260.0
13268.0
6859.0
5237.0
2040.0
2435.0
11981.0
2377.0
976.0
4744.0
10504.0
58504.0
16489.0
18140.0
94274.0
37817.0
17029.0
16793.0
49211.0
15492.0
34787.0
3861.0
9765.0
7475.0
6348.0
18813.0
1679.0
16705.0
21113.0
14932.0
936.0
805.0
1051.0
6186.0
2793.0
2484.0
3921.0
2528.0
11483.0
10523.0
2454.0
1962.0
1986.0
92667.0
3828.0
5005.0
2107.0
7176.0
3731.0
13052.0
9215.0
1524.0
3306.0
10256.0
5704.0
1010.0
1725.0
5053.0
1347.0
6386.0
4213.0
2641.0
2605.0
3367.0
25151.0
6607.0
1508.0
19112.0
15907.0
1816.0
10739.0
1926.0
3677.0
483.0
1440.0
8160.0
60808.0
1134.0
109768.0
3116.0
3118.0
1348.0
8555.0
118637.0
11719.0
3599.0
14536.0
3489.0
1558.0
13233.0
33355.0
4129.0
2317.0
2515.0
3081.0
31547.0
3356.0
2853.0
49050.0
1266.0
3978.0
12740.0
942.0
2105.0
5957.0
26789.0
1342.0
1903.0
4462.0
6984.0
7433.0
22078.0
2786.0
18013.0
10835.0
3691.0
5176.0
10106.0
15037.0
38080.0
4298.0
6445.0
8645.0
6282.0
9765.0
1333.0
1409.0
19515.0
17851.0
12092.0
61714.0
4833.0
5071.0
2957.0
4359.0
5847.0
3192.0
40406.0
8747.0
6446.0
9251.0
53540.0
19218.0
16028.0
9769.0
1135.0
5292.0
897.0
3031.0
1148.0
7249.0
567.0
3349.0
7478.0
3784.0
4413.0
10128.0
3333.0
3204.0
6465.0
26039.0
3766.0
7289.0
52878.0
8437.0
5098.0
1060.0
6371.0
3701.0
2571.0
23022.0
4321.0
18858.0
5327.0
15467.0
27345.0
25683.0
20198.0
231561.0
25984.0
122911.0
127379.0
15239.0
11147.0
3863.0
777.0
6442.0
676.0
1657.0
15948.0
6973.0
2209.0
5935.0
33814.0
174.0
172.0
96601.0
29001.0
2909.0
15170.0
72360.0
3850.0
1348.0
1043.0
733.0
1808.0
2747.0
1717.0
2086.0
951.0
4345.0
