comcoll_other_female_p10
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.21149024
""
""
""
""
""
""
""
0.45563987
""
""
""
0.49751848
""
0.36852369
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.14419027
""
""
""
""
-0.10728995
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.55906612
0.33881554
""
""
""
""
0.2823213
""
""
0.35005766
""
""
0.036283493
""
""
""
""
0.046567701
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.26976553
""
""
""
""
""
0.16955921
""
""
""
""
""
0.27160239
""
""
""
0.44568247
""
""
0.39620453
""
""
0.31888655
""
0.59427941
0.37259144
""
""
""
""
0.40870735
""
""
""
0.46071801
""
0.61775738
""
0.38417244
0.24680968
""
""
0.42405707
0.10410804
""
0.51593363
0.41491657
""
0.37542814
0.34422791
""
0.3394722
0.32640195
0.51950788
0.34696224
0.17959468
0.33882251
0.44095793
0.38204208
0.70503819
0.0732072
""
""
0.19978292
0.36860013
0.28088871
0.3241348
""
""
0.18670778
""
0.46860477
0.45233995
0.014827283
0.15661465
""
0.38624483
""
""
""
0.31221128
""
""
""
""
""
""
""
""
""
0.24664974
""
0.43131682
""
""
0.37448192
""
""
""
""
""
""
""
""
0.2888056
""
""
""
""
0.32977438
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.42282885
""
0.38602442
0.39286482
""
""
0.39026892
0.40613747
""
""
0.27274445
0.18490103
""
0.49657401
0.46083078
""
0.22019789
""
0.55024713
0.38207811
""
""
""
""
""
""
""
""
0.25981635
0.37325457
""
""
""
""
""
""
""
""
""
""
""
0.28610173
""
""
""
""
""
""
0.46551394
""
""
""
""
0.13317493
""
""
0.45527259
""
""
0.55625445
""
0.29019377
0.24647732
0.28421238
-0.17052704
0.24568164
0.41627577
""
""
0.25277892
0.070606679
0.1428417
0.48123318
""
""
""
""
0.3718881
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.18727857
""
""
""
""
""
0.54661548
""
0.49029616
""
""
0.5024057
""
""
""
""
""
""
""
0.28635392
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.35677493
""
""
""
""
""
""
0.46062779
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
-0.16037086
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.45135382
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.23690763
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.2453566
0.27525932
0.38821205
0.20739807
0.44803825
""
""
""
""
""
""
""
""
""
""
""
""
0.24522868
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
