hs_pooled_male_n
517.0
1096.0
265.0
141.0
508.0
61.0
216.0
1070.0
346.0
181.0
325.0
117.0
228.0
111.0
124.0
557.0
464.0
91.0
71.0
350.0
104.0
708.0
641.0
348.0
526.0
625.0
320.0
889.0
167.0
259.0
241.0
109.0
130.0
209.0
1302.0
534.0
5523.0
127.0
707.0
360.0
788.0
544.0
141.0
179.0
2326.0
194.0
223.0
807.0
3317.0
148.0
2115.0
1121.0
102.0
191.0
260.0
196.0
462.0
565.0
1382.0
99.0
691.0
403.0
1287.0
518.0
127.0
93.0
206.0
27.0
22.0
2735.0
184.0
""
""
43.0
935.0
""
""
323.0
353.0
116.0
134.0
126.0
""
460.0
119.0
84.0
96.0
""
65.0
111.0
""
54.0
64.0
""
""
77.0
263.0
1064.0
963.0
341.0
309.0
110.0
118.0
22861.0
1252.0
636.0
6406.0
1141.0
311.0
1162.0
1165.0
208.0
203.0
345.0
1531.0
367.0
128.0
40.0
208.0
148.0
216.0
168.0
219.0
93.0
242.0
231.0
776.0
543.0
523.0
184.0
75.0
149.0
171.0
811.0
188.0
114.0
686.0
180.0
380.0
248.0
344.0
148.0
456.0
82.0
152.0
768.0
237.0
73.0
220.0
80.0
106.0
127.0
251.0
604.0
142.0
126.0
421.0
531.0
102.0
69.0
93.0
107.0
282.0
87.0
210.0
106.0
254.0
229.0
525.0
60.0
3248.0
196.0
226.0
908.0
97.0
84.0
1198.0
147.0
172.0
99.0
528.0
200.0
1484.0
639.0
83.0
179.0
10351.0
""
236.0
1636.0
227.0
136.0
7822.0
231.0
1381.0
6591.0
236.0
1010.0
1327.0
166.0
6000.0
1214.0
300.0
254.0
65056.0
1048.0
1537.0
142.0
643.0
1995.0
68.0
33.0
3197.0
1093.0
802.0
20368.0
2333.0
106.0
12796.0
9881.0
558.0
14911.0
19619.0
4019.0
5127.0
1824.0
5344.0
3006.0
12266.0
1935.0
1540.0
20.0
465.0
4135.0
3497.0
4139.0
854.0
566.0
47.0
3351.0
412.0
6721.0
1298.0
657.0
3837.0
175.0
5763.0
61.0
62.0
68.0
2156.0
603.0
116.0
""
68.0
69.0
20.0
41.0
40.0
254.0
4150.0
""
1927.0
94.0
266.0
5880.0
476.0
423.0
35.0
35.0
92.0
""
67.0
""
5711.0
22.0
91.0
58.0
445.0
2406.0
172.0
50.0
255.0
1229.0
""
215.0
223.0
357.0
347.0
243.0
40.0
177.0
70.0
50.0
159.0
1383.0
92.0
142.0
72.0
48.0
""
""
46.0
38.0
233.0
96.0
1959.0
150.0
5963.0
6471.0
1615.0
1213.0
5736.0
2295.0
1193.0
968.0
1289.0
4360.0
1335.0
3497.0
1379.0
176.0
1483.0
197.0
3932.0
10857.0
91.0
1056.0
779.0
1583.0
1366.0
388.0
169.0
82.0
6241.0
2526.0
436.0
56.0
354.0
102.0
63.0
88.0
100.0
124.0
243.0
1064.0
569.0
7839.0
145.0
813.0
412.0
115.0
43.0
1604.0
3166.0
1609.0
258.0
39.0
121.0
1998.0
1768.0
915.0
14428.0
547.0
459.0
1734.0
333.0
7076.0
1764.0
7321.0
2627.0
6049.0
3928.0
433.0
1069.0
1642.0
1144.0
2197.0
3635.0
268.0
241.0
122.0
97.0
3250.0
183.0
320.0
164.0
138.0
50.0
68.0
25.0
305.0
136.0
383.0
653.0
168.0
124.0
1288.0
82.0
63.0
135.0
224.0
321.0
186.0
181.0
20.0
409.0
61.0
804.0
426.0
61.0
1929.0
252.0
207.0
1218.0
677.0
36.0
2314.0
50.0
4290.0
260.0
303.0
1101.0
128.0
835.0
89.0
180.0
120.0
135.0
185.0
5017.0
127.0
91.0
848.0
1001.0
100.0
22.0
351.0
171.0
178.0
91.0
107.0
1153.0
581.0
750.0
182.0
5329.0
130.0
37.0
535.0
359.0
131.0
173.0
4674.0
280.0
1092.0
73.0
224.0
192.0
169.0
108.0
1209.0
1181.0
96.0
439.0
108.0
102.0
115.0
56.0
69.0
261.0
157.0
63.0
404.0
259.0
614.0
76.0
63.0
854.0
154.0
179.0
