kir_native_pooled_pooled_n
1295.0
2891.0
687.0
382.0
1223.0
150.0
540.0
2784.0
884.0
464.0
813.0
328.0
574.0
291.0
310.0
1391.0
1224.0
282.0
197.0
957.0
311.0
1828.0
1588.0
906.0
1429.0
1693.0
870.0
2292.0
446.0
621.0
691.0
290.0
324.0
466.0
3975.0
1344.0
14125.0
314.0
1913.0
927.0
1947.0
1319.0
330.0
473.0
5767.0
484.0
641.0
1965.0
8467.0
427.0
5160.0
2793.0
221.0
508.0
672.0
435.0
1123.0
1431.0
3683.0
241.0
1759.0
908.0
3254.0
1401.0
333.0
271.0
509.0
41.0
36.0
6385.0
471.0
28.0
43.0
106.0
2335.0
34.0
67.0
825.0
1124.0
306.0
277.0
290.0
49.0
1334.0
248.0
188.0
232.0
47.0
153.0
261.0
""
131.0
186.0
43.0
""
212.0
825.0
2389.0
2731.0
903.0
879.0
281.0
311.0
51633.0
2916.0
1916.0
14155.0
2824.0
280.0
2901.0
1797.0
621.0
592.0
933.0
3974.0
971.0
299.0
132.0
610.0
361.0
597.0
512.0
671.0
301.0
721.0
633.0
1881.0
1481.0
1276.0
478.0
194.0
520.0
511.0
2279.0
486.0
310.0
1782.0
392.0
980.0
630.0
926.0
360.0
1167.0
332.0
471.0
2132.0
651.0
193.0
550.0
286.0
290.0
296.0
660.0
1620.0
402.0
377.0
1054.0
1460.0
344.0
200.0
281.0
363.0
770.0
297.0
656.0
318.0
682.0
570.0
1430.0
203.0
8313.0
518.0
728.0
2343.0
245.0
251.0
2937.0
381.0
519.0
267.0
1377.0
503.0
3923.0
1787.0
210.0
453.0
17383.0
41.0
624.0
3943.0
526.0
326.0
14856.0
542.0
3314.0
11735.0
549.0
2634.0
1400.0
495.0
11513.0
2240.0
713.0
745.0
74838.0
2085.0
3082.0
329.0
1484.0
3422.0
208.0
102.0
4510.0
2129.0
2046.0
31540.0
5690.0
231.0
23426.0
20574.0
1112.0
26783.0
34076.0
3944.0
9440.0
4249.0
7440.0
5671.0
18596.0
3543.0
3948.0
53.0
1348.0
7631.0
7774.0
7904.0
1723.0
1486.0
172.0
5869.0
1070.0
12208.0
2556.0
1422.0
8463.0
437.0
13645.0
196.0
212.0
226.0
5286.0
1436.0
391.0
51.0
169.0
195.0
47.0
144.0
140.0
743.0
8996.0
27.0
4656.0
255.0
753.0
13663.0
1215.0
1082.0
80.0
83.0
276.0
""
175.0
42.0
13911.0
101.0
304.0
189.0
1339.0
6052.0
461.0
216.0
726.0
3100.0
""
499.0
621.0
902.0
888.0
668.0
116.0
415.0
225.0
160.0
400.0
3501.0
323.0
418.0
198.0
141.0
""
51.0
169.0
87.0
551.0
299.0
4824.0
420.0
12855.0
13530.0
4043.0
2787.0
12493.0
5559.0
2873.0
2483.0
3195.0
10053.0
3380.0
7637.0
3510.0
389.0
3567.0
484.0
9446.0
18262.0
267.0
2432.0
1928.0
3760.0
2830.0
1011.0
368.0
174.0
15512.0
6339.0
1019.0
179.0
939.0
305.0
125.0
295.0
244.0
315.0
415.0
2560.0
1333.0
16889.0
422.0
2034.0
1086.0
293.0
102.0
3836.0
7558.0
4111.0
660.0
136.0
303.0
4678.0
4273.0
2200.0
12748.0
1203.0
1236.0
4166.0
717.0
14123.0
2989.0
14913.0
6380.0
13934.0
8831.0
1231.0
2647.0
3498.0
2904.0
5150.0
7947.0
687.0
661.0
329.0
309.0
7836.0
457.0
818.0
476.0
320.0
119.0
198.0
54.0
788.0
393.0
993.0
1619.0
420.0
330.0
3267.0
216.0
213.0
370.0
631.0
839.0
487.0
421.0
77.0
1043.0
164.0
2082.0
1101.0
210.0
4826.0
600.0
477.0
2972.0
1637.0
89.0
5370.0
145.0
10320.0
763.0
829.0
2527.0
399.0
2091.0
210.0
466.0
314.0
284.0
508.0
11334.0
394.0
274.0
2162.0
2365.0
198.0
61.0
892.0
393.0
475.0
232.0
344.0
2822.0
1451.0
1778.0
462.0
12861.0
401.0
102.0
1376.0
911.0
365.0
427.0
9909.0
645.0
2590.0
186.0
541.0
505.0
443.0
301.0
2860.0
2800.0
256.0
1082.0
250.0
211.0
326.0
146.0
159.0
560.0
391.0
152.0
1129.0
652.0
1583.0
213.0
155.0
2004.0
335.0
425.0
156.0
248.0
565.0
153.0
485.0
141.0
475.0
467.0
171.0
393.0
665.0
4333.0
1213.0
799.0
216.0
1600.0
535.0
529.0
383.0
355.0
695.0
129.0
370.0
50.0
199.0
118.0
4380.0
1467.0
60.0
302.0
210.0
1391.0
447.0
131.0
556.0
137.0
53.0
357.0
146.0
253.0
199.0
917.0
785.0
562.0
167.0
177.0
1340.0
181.0
213.0
257.0
591.0
1449.0
1360.0
764.0
197.0
573.0
628.0
89.0
80.0
372.0
1620.0
186.0
266.0
290.0
524.0
2407.0
14579.0
795.0
1935.0
6882.0
132.0
2740.0
312.0
374.0
1622.0
126.0
253.0
875.0
3291.0
217.0
131.0
""
3646.0
381.0
878.0
30.0
279.0
108.0
808.0
610.0
480.0
505.0
427.0
475.0
1099.0
701.0
2802.0
883.0
246.0
107.0
218.0
950.0
687.0
1239.0
260.0
275.0
642.0
275.0
352.0
117.0
2069.0
143.0
390.0
2170.0
262.0
508.0
1207.0
168.0
1502.0
146.0
769.0
536.0
3736.0
1175.0
562.0
514.0
1566.0
1286.0
69187.0
707.0
402.0
2564.0
631.0
822.0
18578.0
655.0
280.0
1430.0
754.0
571.0
1298.0
1283.0
204.0
581.0
1496.0
226.0
942.0
130.0
246.0
1954.0
1316.0
1219.0
445.0
1595.0
767.0
1032.0
380.0
9212.0
3171.0
1838.0
1639.0
13978.0
4039.0
423.0
1294.0
1536.0
1239.0
925.0
6953.0
3899.0
3655.0
1869.0
6710.0
