two_par_other_male_p100
0.98545206
1.0285014
1.1056621
0.94250304
0.9475348
1.0030358
0.91167879
1.1670905
""
1.0386987
0.9923805
0.94095737
0.89506036
0.97411251
1.0012938
""
1.0447358
0.94453657
0.92183512
0.96356791
0.90967965
1.038045
1.0173792
0.90216911
0.92141002
0.69714016
1.0670921
1.0608674
1.0064423
1.0087824
1.0732015
0.95972502
0.93454885
1.0196841
1.1080455
0.99510247
1.1508532
0.84783059
""
0.83604586
0.94577038
1.0322492
""
""
1.0347458
0.95165378
0.96744502
0.91181165
0.94115162
0.99211919
1.0360217
0.97948545
0.84380347
""
""
1.0170093
0.95549643
1.273371
""
0.95791996
0.99526709
0.95794123
1.175699
1.1373032
0.93233532
0.97617006
""
0.65479714
0.74916697
0.84327918
0.54299718
0.96983653
0.93010706
0.85271263
0.97619867
""
1.0525377
0.81598294
""
0.9313128
0.96919727
0.90698856
1.1163892
0.89933115
0.95084405
1.0364449
0.70252723
1.0370638
0.95917547
0.98413473
0.77686781
1.1483526
1.0993785
1.0009077
1.162956
""
1.0722529
1.0297929
0.91045016
0.91983747
0.95477992
0.8813228
0.89255184
0.96192437
0.96906215
0.92737335
0.87222588
0.97386503
1.0312736
0.97870058
0.97109812
0.9716928
0.97541583
0.95501935
0.97623152
1.0253835
1.0376959
""
1.3923142
""
1.0574553
0.97690636
0.94845915
1.0615039
1.1131119
0.9228664
0.97588384
0.95122749
1.0584381
""
0.90613115
1.0309128
0.97992235
0.88945794
1.0159737
1.0108572
0.95729387
1.0087851
1.0825522
0.97593468
0.89559168
0.98160779
""
0.89812207
0.92658573
0.97037077
1.1159331
1.0537782
1.0909873
1.041028
1.0451738
0.94343024
0.90483969
""
1.0045679
1.0191612
0.59061891
1.0200199
1.0310228
1.0640076
""
0.87487191
0.98297852
0.90689737
1.1826915
0.87722689
1.0529538
1.1095803
1.1191279
0.90403116
0.87445998
0.89831078
0.77140892
0.96253914
1.1010439
0.8593725
0.97145057
0.95725602
0.99607682
1.0150729
0.92104125
1.0812536
0.95283234
1.0346662
0.91106677
0.91575223
""
0.98764628
0.93931949
""
0.92136467
1.0814873
0.97256345
1.0527415
0.76133847
0.88170433
0.97178632
0.95237762
0.90304798
0.95411253
0.92420363
0.9683814
0.9124403
0.84861124
0.94841462
0.9271161
0.89692199
0.87594074
1.0153772
0.97434247
0.84411454
0.97120118
1.1833637
1.0882963
0.91897386
0.98649895
0.95211518
0.91778034
0.9374963
1.0965605
1.0170797
1.0385967
1.0053313
1.0068072
0.88014013
0.99045211
0.98337686
0.97766501
0.9610343
0.95529699
0.99970335
0.91767842
1.0254165
1.0098104
""
1.0057794
1.0268103
0.93361813
""
0.85211152
1.0303278
0.93030655
1.0239812
0.97173089
0.95458722
0.94783056
0.90663397
0.94784778
1.0447563
0.90535593
0.91281801
0.9297713
0.96334803
""
0.94977266
1.0268295
1.027079
0.90761727
0.86625397
0.98529303
1.0421724
0.93645579
0.93153256
0.94159001
0.8996051
0.79241145
0.91441405
0.87352973
0.89045095
0.89045686
0.93978721
0.97521132
0.71170485
0.92906815
0.9509511
0.7968052
0.99404913
1.0218109
0.99672937
0.97785902
0.96276349
""
""
