two_par_white_male_p25
0.59803659
0.65919238
0.43305454
0.51406491
0.65577626
0.5774774
0.65143043
0.62405992
0.72071218
0.70047891
0.76020795
0.33494684
0.72340882
0.73639059
0.61971945
0.76311249
0.48546636
0.59063637
0.54599601
0.70720261
0.51844966
0.56190115
0.47025323
0.54564488
0.72833592
0.57160681
0.6239363
0.5891977
0.5711782
0.54727536
0.48522684
0.49919584
0.63564193
0.70196825
0.67443693
0.58689147
0.42632198
0.49453971
0.70792657
0.61055619
0.62182534
0.70561171
0.79834414
0.60537815
0.79304779
0.66696322
0.82840961
0.67311627
0.76874959
0.3745009
0.72290438
0.59414721
0.61073774
0.62344223
0.62527949
0.6779384
0.6569314
0.71525055
0.70322603
0.6948542
0.68471134
0.81228358
0.72712332
0.69641376
0.67667753
""
0.53833026
0.44989121
0.59573072
0.70370758
0.65989107
0.645832
0.57214373
0.71209252
0.80900097
0.54118818
0.52921098
0.47293198
0.5025503
0.69237751
0.056315724
0.64428031
0.54263467
0.44827005
0.70490956
0.54954153
0.56749409
0.5900932
0.62179047
0.68264097
0.53940088
0.58791018
0.6844421
0.57885593
0.59099287
0.698147
0.29090425
0.45919952
0.56332505
0.70504653
0.73602474
0.66558754
0.5318799
0.63513595
0.68736583
""
0.62337804
0.59543002
0.5387885
0.64219117
0.63148808
0.60523784
0.52450103
0.57657301
0.60260379
0.57081956
0.65854454
0.66094303
0.66151327
0.67693514
0.73794526
0.61385757
0.63234216
0.72916383
0.72748768
0.70365208
0.60616797
0.71315861
0.61427486
0.66006148
""
0.67635286
0.73524886
0.84617579
0.6018219
0.71229637
0.54823548
0.6459167
0.61052805
0.65700543
0.75210309
0.74801177
0.5482741
0.66910774
0.51151341
0.7745896
0.64892173
0.67642105
0.70508963
0.71697628
0.7915265
0.73742753
0.65836638
0.58770037
0.57748049
0.62352282
0.67200661
0.60953563
0.71072799
0.55312186
0.5450682
0.51181638
0.62696993
0.56121445
0.5590322
0.48295093
0.54096699
0.7632876
0.70493132
0.65927041
0.58049035
0.68584937
0.54053038
0.61630726
0.74667138
0.73997885
0.77371937
0.63256454
0.70891047
0.5943107
0.75871438
0.69215107
0.61643249
0.62541831
0.47270897
0.69571733
0.76639527
0.60807687
0.67899376
0.66981065
0.69645232
0.64535737
0.61330569
0.73985815
0.54731971
0.34603444
0.53298301
0.61623472
0.81784141
0.8302117
0.63416028
0.65466523
0.56594592
0.67797852
0.66230631
0.70289582
0.69725162
0.70315027
0.68298548
0.74287868
0.71538579
0.67244077
0.65600353
0.68747073
0.53028065
0.50903004
0.52940553
0.61343521
0.49871588
0.69609052
0.70641983
0.58265191
0.59893394
0.80057245
0.62554401
0.677064
0.79205739
0.75633907
0.73094857
0.86323875
0.59020233
0.4783051
0.57246095
0.53724456
0.58694035
0.52527934
0.5692175
0.62928504
0.60198176
0.64468473
0.5625394
0.63646376
0.74633729
""
""
0.37156972
0.39021692
0.38679218
0.53293508
""
0.85571313
0.7652036
""
0.59245288
0.68101519
0.64245987
0.68599141
0.70339304
0.77649397
0.68540043
0.6488328
0.72900784
0.55652291
0.6509406
0.55549687
0.55833191
0.6022898
0.70282847
0.68120605
0.55257374
0.70480144
0.59210908
0.62564677
0.58775413
0.62604302
0.62993646
0.62782967
0.70398527
0.52186358
0.63512206
0.63837588
0.8547616
0.67790461
0.7245611
0.67655396
0.6396572
0.4443213
0.76433557
0.51986694
0.62055701
0.32512218
0.48276374
0.70919573
0.18024515
0.58893925
0.6512394
0.6948877
0.56657207
0.65198284
0.63761353
0.52861696
0.35351294
0.67839468
0.41071954
0.38251576
0.57461703
0.5974713
0.6465804
0.78955525
0.57553464
0.65362185
0.61058611
0.64963734
0.64995259
0.68451655
0.65455836
0.70952797
0.67677617
0.64690942
0.71318024
0.71904749
0.64013159
0.78467071
0.74213386
0.59270638
0.74581909
0.66431272
0.75238532
0.74504727
0.8132897
0.68940312
0.74594194
0.630229
0.64128786
0.83119851
0.73592108
0.71862954
0.62720221
0.67811346
0.6410743
0.74205285
0.55603445
""
0.37130278
0.68026918
0.51494491
0.48059958
0.63931835
0.51385707
0.50326341
""
0.62619859
0.49899867
0.60779178
0.56334078
0.6007154
0.58301145
0.56341201
0.54125029
0.51694375
0.48604709
0.52471685
0.55110633
0.62789911
0.75734633
0.59350806
0.53265333
0.51947683
0.50437266
0.48801088
0.41597328
0.4912248
0.51525742
0.59740669
0.66527104
0.63319921
0.60474479
0.56855345
0.57059306
0.75028253
0.55865651
0.7933563
0.78187948
0.71506
0.69556773
0.60537738
0.46905035
0.52236861
0.69021738
0.73260868
0.65092915
0.67200756
0.52797717
""
""
""
0.28230557
""
""
""
0.43273517
0.54639924
0.4113937
0.70772284
0.45472306
""
0.3982417
0.57839239
0.22417188
0.48735121
""
""
""
""
""
""
""
0.51766437
0.39811197
0.30146641
0.4285329
""
""
""
""
0.66575515
0.16005561
0.418293
0.35073563
0.34508455
0.39735031
0.28650698
""
""
0.37864998
""
0.45975792
0.62917417
0.3053396
""
""
0.3841874
0.68156475
0.57119501
0.45830685
0.4321931
0.62015212
0.59262788
0.60640645
0.56513196
""
0.82259858
0.54944474
""
0.56385875
0.45212093
0.59514916
0.61216295
""
0.39499491
0.14693631
0.37184146
0.37829
0.16568953
0.43268347
0.12705232
0.12592612
0.39571521
0.35193509
0.50401312
0.62159967
0.60845584
0.49932131
0.36504641
0.62429315
0.31421047
0.6438055
0.51357096
0.58866978
0.53549135
0.6111443
0.57197016
0.55620265
0.65365767
0.51114798
0.58730125
0.66503859
0.63206238
0.69107759
0.68857908
0.52815729
0.49144608
0.40787402
0.56938493
0.53575152
0.43505412
0.56840301
0.61279333
0.41246304
0.42585465
0.5198499
0.41531989
0.578785
0.6129877
0.6464532
0.57813132
0.61844552
0.61262965
0.48248157
0.64400023
0.572056
0.53711683
0.54188633
0.40664575
0.76532739
0.39354667
0.57138753
0.56639528
0.4356496
0.47735745
0.45080405
0.56634086
0.35042548
0.42422035
0.59820944
0.036771767
0.44096753
""
""
0.68989098
0.23797534
0.65575182
0.15130666
0.46059301
0.68510896
0.61640549
0.57298011
0.38378438
0.57249373
0.42575309
0.62521088
0.6323666
0.47363979
0.57693607
0.75754797
0.28857794
0.43841562
0.3467662
0.23010333
0.53294843
0.30071533
0.35362324
0.31874385
0.67305356
0.72859508
0.67845666
0.54767203
0.53856206
""
0.68697804
0.65976304
0.61575806
0.6275385
0.61267012
0.69619507
0.60341781
0.551449
0.63677281
0.7312386
0.70100373
0.64890492
0.69431216
0.59242898
0.55352527
0.5383749
0.63925642
0.7153545
0.61709923
0.7820406
0.67886686
0.65689015
0.61836046
0.75677454
0.56968242
0.77932304
0.65154243
0.73695785
0.67702991
0.38815695
0.32856598
0.26485756
-0.26578748
""
0.35042977
""
""
0.43748751
0.38763657
0.69716465
0.43901673
0.54088032
0.4147141
0.49276948
0.40599084
0.55603403
0.52429789
0.63365316
0.49902347
0.42460993
0.4930909
0.46781749
0.35916841
0.63913113
0.73049504
0.68349832
0.66564935
0.61110866
0.70536923
0.69913512
0.69183338
0.5910635
0.54960823
0.53123605
0.50865686
0.6861366
0.61762714
0.5128023
0.56006765
0.680951
0.64075178
0.64799273
0.5206154
""
0.84764069
0.56237847
0.64595842
""
""
""
""
""
""
""
""
""
""
""
0.57598883
0.6079179
0.54324245
0.30675834
0.38505712
0.63649338
0.58894253
0.47730452
0.27152351
0.64285213
0.67276734
0.51050168
0.62596351
0.57311863
""
0.56187171
0.6653229
0.29685432
0.4833608
0.47248733
0.2885181
0.60605448
0.4454833
1.1407163
-0.50187576
0.43079287
0.59488362
0.52805781
0.61411762
0.61009371
