kir_stycz_asian_female_n
50.0
23.0
""
148.0
82.0
""
364.0
""
""
134.0
69.0
744.0
""
58.0
167.0
""
""
46.0
""
""
73.0
155.0
47.0
""
604.0
""
48.0
105.0
985.0
""
""
39.0
510.0
235.0
""
213.0
""
""
""
""
84.0
""
""
""
""
""
785.0
79.0
245.0
41.0
56.0
178.0
20.0
""
""
82.0
""
""
""
""
""
136.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
348.0
""
34.0
""
""
549.0
""
""
55.0
113.0
20.0
""
""
""
115.0
""
""
20.0
62.0
1245.0
146.0
155.0
1499.0
479.0
155.0
206.0
1218.0
143.0
813.0
""
80.0
83.0
28.0
162.0
""
181.0
181.0
144.0
""
""
""
45.0
""
""
26.0
""
104.0
89.0
""
""
""
3124.0
""
69.0
""
81.0
""
62.0
86.0
""
28.0
70.0
69.0
""
""
""
""
45.0
""
""
""
""
148.0
25.0
""
358.0
156.0
""
60.0
""
""
""
""
87.0
1650.0
""
7993.0
""
""
""
33.0
2267.0
163.0
""
70.0
""
""
99.0
453.0
""
""
""
""
252.0
""
""
439.0
""
""
93.0
""
""
45.0
239.0
""
""
""
44.0
26.0
152.0
""
121.0
56.0
""
20.0
39.0
116.0
434.0
22.0
22.0
42.0
29.0
59.0
""
""
125.0
84.0
48.0
678.0
21.0
""
""
""
""
""
697.0
41.0
44.0
32.0
402.0
62.0
90.0
103.0
""
30.0
""
""
""
34.0
""
""
21.0
29.0
""
81.0
""
""
54.0
303.0
""
81.0
743.0
59.0
26.0
""
40.0
""
23.0
340.0
""
146.0
20.0
233.0
340.0
309.0
312.0
21721.0
657.0
9332.0
4551.0
269.0
134.0
33.0
""
21.0
""
""
122.0
88.0
""
30.0
745.0
""
""
4460.0
343.0
""
187.0
1710.0
32.0
""
""
""
""
""
""
""
""
29.0
30.0
79.0
3749.0
""
""
149.0
""
""
""
""
36.0
""
66.0
52.0
""
119.0
207.0
126.0
""
208.0
96.0
82.0
""
224.0
22.0
""
""
28.0
94.0
31.0
21.0
83.0
""
77.0
120.0
764.0
""
9738.0
176.0
25.0
""
784.0
""
""
41.0
44.0
""
""
""
""
""
""
""
""
""
""
""
27.0
""
""
""
""
""
""
45.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
36.0
""
""
""
""
""
""
""
""
""
""
37.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
36.0
""
""
29.0
""
351.0
""
""
""
26.0
""
""
""
""
""
20.0
""
""
""
""
""
""
28.0
81.0
""
160.0
""
""
222.0
""
""
""
""
""
""
275.0
""
""
22.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
115.0
1721.0
""
""
""
""
""
""
""
""
""
""
""
26.0
""
""
28.0
70.0
353.0
""
21.0
""
""
20.0
28.0
727.0
""
""
""
""
81.0
""
76.0
""
36.0
""
24.0
141.0
21.0
125.0
""
273.0
""
""
22.0
174.0
20.0
""
""
""
""
""
""
51.0
""
""
115.0
""
""
""
""
""
36.0
""
""
""
""
""
""
24.0
""
""
668.0
""
540.0
""
""
""
48.0
""
""
""
""
""
""
147.0
123.0
37.0
203.0
6403.0
234.0
""
""
21.0
""
""
""
""
""
""
""
""
47.0
""
""
43.0
""
""
""
""
""
29.0
""
142.0
1421.0
3295.0
""
52.0
29.0
""
53.0
""
""
""
""
""
678.0
""
22.0
29.0
""
""
367.0
""
""
""
""
""
40.0
26.0
""
""
""
""
""
44.0
""
""
""
""
""
""
""
""
""
""
""
23.0
""
""
""
""
""
""
""
""
21.0
""
""
""
""
7119.0
214.0
707.0
""
22.0
""
""
""
244.0
""
1659.0
""
348.0
38.0
""
""
40.0
""
""
373.0
""
""
195.0
""
""
""
""
""
""
""
93.0
759.0
40.0
28.0
""
""
""
""
""
""
""
""
""
83.0
38.0
67.0
""
30.0
841.0
664.0
2006.0
418.0
5836.0
9499.0
""
""
""
418.0
333.0
21270.0
2317.0
""
""
6527.0
77.0
407.0
45917.0
""
""
""
""
180.0
""
58.0
2189.0
""
316.0
""
41.0
134.0
""
""
20.0
""
""
""
85.0
21.0
7692.0
