hours_wk_asian_female_p25_se
""
""
""
6.0773125
""
""
3.8537071
""
""
""
""
1.9045179
""
""
""
""
""
""
""
""
""
5.3199492
""
""
3.939424
""
""
""
2.3797114
""
""
""
3.366883
4.0537024
""
3.3835177
""
""
""
""
""
""
""
""
""
""
2.0713491
""
3.3415956
""
""
""
""
""
""
""
""
""
""
""
""
4.1153255
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
2.7641652
""
""
""
""
3.3948843
""
""
""
10.279369
""
""
""
""
6.2685013
""
""
""
""
2.1652417
6.0909653
""
2.0794585
3.3582275
3.9582269
5.6791716
2.3926861
""
3.2205555
""
""
""
""
3.480855
""
5.2661753
5.4283404
6.012125
""
""
""
""
""
""
""
""
""
""
""
""
""
1.3643653
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
5.1451511
""
""
3.8261964
""
""
""
""
""
""
""
""
1.661522
""
0.84805691
""
""
""
""
1.9542174
4.3899064
""
""
""
""
""
3.4893544
""
""
""
""
5.9071579
""
""
3.7268293
""
""
""
""
""
""
5.0022101
""
""
""
""
""
6.166472
""
6.9124727
""
""
""
""
5.4758925
5.1509171
""
""
""
""
""
""
""
5.6396518
""
""
2.6998913
""
""
""
""
""
""
2.2552857
""
""
""
5.1666822
6.1314673
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
3.2133393
""
""
2.9920788
""
""
""
""
""
""
4.6241455
""
5.0181298
""
3.717242
4.2947407
3.6897733
4.1104536
0.40685087
3.7798684
0.93805647
1.049006
3.9904234
3.7143826
""
""
""
""
""
4.4506793
""
""
""
3.3765023
""
""
1.3071039
4.2599359
""
5.4792423
2.142513
""
""
""
""
""
""
""
""
""
""
""
""
1.2883843
""
""
4.1769671
""
""
""
""
""
""
""
""
""
""
3.3814511
""
""
4.6302094
3.8115242
""
""
3.9476955
""
""
""
""
""
""
""
""
""
8.1356802
8.9656601
2.6336212
""
0.95435649
5.828814
""
""
2.7201796
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
3.8165364
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
4.6147227
""
""
""
""
""
""
4.6428308
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
2.0665677
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
4.3114877
""
""
""
""
""
""
2.7824175
""
""
""
""
""
""
""
""
""
""
""
4.1431661
""
""
""
4.2579265
""
""
""
7.1687355
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
3.3576736
""
3.4141028
""
""
""
""
""
""
""
""
""
""
""
""
""
4.7069144
1.1231902
5.5940423
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
1.7388073
1.2496514
""
""
""
""
""
""
""
""
""
""
2.3875923
""
""
""
""
""
3.1294453
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.94011372
4.2860565
4.1510363
""
""
""
""
""
2.7234786
""
2.0670059
""
3.9384971
""
""
""
""
""
""
2.81953
""
""
5.8317194
""
""
""
""
""
""
""
5.8523827
2.7626507
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
1.9932865
2.8458464
1.6683964
3.9711499
0.9149251
0.73982793
""
""
""
3.9063132
4.1620903
0.51699591
1.4242753
""
""
1.0579188
""
4.4751506
0.35245416
""
""
""
""
6.0579748
""
""
1.5506279
""
4.0632563
""
""
""
""
""
""
""
""
""
""
""
1.0675412
