kir_24_natam_pooled_n
""
46.0
""
""
""
""
""
26.0
""
""
""
""
""
""
""
23.0
""
""
""
""
""
""
""
""
25.0
""
59.0
""
""
""
""
""
""
""
21.0
46.0
75.0
""
""
150.0
""
""
""
""
151.0
""
""
31.0
160.0
""
38.0
45.0
""
""
""
""
""
""
22.0
""
""
""
21.0
""
44.0
""
""
34.0
28.0
952.0
345.0
""
""
65.0
292.0
""
20.0
152.0
129.0
53.0
70.0
219.0
33.0
111.0
188.0
140.0
168.0
""
72.0
72.0
""
24.0
26.0
""
""
138.0
1093.0
52.0
1254.0
235.0
207.0
""
81.0
2783.0
161.0
1359.0
991.0
366.0
""
86.0
92.0
""
""
""
217.0
""
""
""
""
""
""
""
""
""
""
""
""
80.0
""
""
""
""
""
""
""
""
32.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
21.0
26.0
""
76.0
""
""
35.0
""
""
142.0
22.0
""
""
""
""
121.0
""
""
""
278.0
""
23.0
147.0
""
""
181.0
80.0
61.0
286.0
""
233.0
61.0
79.0
276.0
70.0
32.0
34.0
1044.0
61.0
29.0
""
110.0
70.0
""
""
82.0
26.0
39.0
387.0
112.0
""
522.0
412.0
""
438.0
589.0
72.0
172.0
59.0
78.0
95.0
281.0
55.0
160.0
""
62.0
130.0
167.0
162.0
53.0
58.0
""
168.0
""
156.0
60.0
64.0
176.0
""
161.0
""
""
""
54.0
""
""
""
""
""
""
""
""
""
250.0
""
36.0
""
""
219.0
22.0
""
""
""
""
""
""
""
180.0
""
""
""
64.0
74.0
""
""
""
60.0
""
""
116.0
""
""
""
""
""
""
""
""
55.0
""
""
""
""
""
""
""
""
""
""
67.0
""
31.0
61.0
""
""
76.0
113.0
""
22.0
37.0
44.0
25.0
54.0
34.0
""
55.0
""
100.0
181.0
""
27.0
""
42.0
25.0
""
""
""
136.0
125.0
""
""
""
""
26.0
""
""
""
""
32.0
21.0
137.0
""
""
""
""
""
45.0
76.0
33.0
""
""
""
34.0
37.0
""
127.0
""
""
72.0
""
150.0
31.0
101.0
55.0
123.0
74.0
""
""
33.0
51.0
47.0
55.0
""
""
""
""
65.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
35.0
""
""
31.0
""
""
29.0
""
73.0
""
""
""
""
""
""
""
""
""
""
56.0
""
""
""
20.0
""
""
""
""
""
""
""
""
""
""
""
65.0
""
""
""
""
""
""
68.0
""
""
""
""
""
""
""
""
25.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
35.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
32.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
120.0
""
""
118.0
""
103.0
""
30.0
100.0
""
""
22.0
44.0
""
""
""
66.0
""
""
""
""
""
""
""
""
""
""
21.0
""
""
61.0
""
""
""
""
""
""
58.0
""
""
""
""
""
""
28.0
""
""
""
""
""
""
""
""
""
""
""
20.0
""
""
""
""
""
343.0
""
""
""
""
""
70.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
44.0
""
""
""
54.0
""
""
""
""
""
""
""
""
23.0
""
28.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
22.0
33.0
""
21.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
49.0
""
21.0
""
""
51.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
36.0
""
""
""
""
""
""
""
""
20.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
47.0
""
""
""
92.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
22.0
""
""
""
""
""
""
44.0
""
""
""
""
""
""
""
""
""
""
22.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
26.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
51.0
""
""
""
""
""
""
""
""
63.0
""
""
""
""
""
""
""
""
""
""
118.0
""
""
""
""
""
""
""
""
59.0
44.0
""
""
49.0
""
""
""
""
""
""
44.0
25.0
""
""
""
121.0
""
""
""
""
22.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
43.0
""
""
110.0
""
""
""
36.0
""
26.0
""
""
""
""
""
""
""
""
""
""
82.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
33.0
""
""
""
""
""
262.0
""
107.0
""
""
""
""
""
""
29.0
""
""
""
""
""
""
""
""
69.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
29.0
""
""
""
""
""
""
""
""
68.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
25.0
""
""
20.0
""
""
35.0
55.0
41.0
""
""
""
""
""
""
54.0
""
""
""
""
""
""
""
""
137.0
""
37.0
129.0
""
""
23.0
""
""
""
43.0
24.0
""
""
56.0
""
""
57.0
""
""
""
""
""
""
""
46.0
59.0
""
""
330.0
""
""
41.0
""
""
""
""
""
""
24.0
43.0
40.0
""
""
28.0
""
""
""
51.0
""
""
""
""
47.0
29.0
""
93.0
128.0
""
""
""
""
58.0
""
28.0
""
30.0
28.0
""
109.0
139.0
""
""
""
""
""
""
""
127.0
48.0
""
41.0
""
34.0
""
24.0
""
58.0
""
40.0
51.0
60.0
70.0
""
""
36.0
""
""
""
58.0
""
22.0
""
23.0
""
28.0
21.0
21.0
43.0
300.0
""
26.0
""
44.0
""
31.0
60.0
112.0
""
""
42.0
""
""
""
""
88.0
""
""
""
96.0
32.0
52.0
""
125.0
""
""
24.0
29.0
28.0
28.0
21.0
95.0
107.0
24.0
68.0
""
""
""
32.0
""
27.0
20.0
""
66.0
""
164.0
""
""
""
""
""
""
47.0
""
""
30.0
42.0
""
""
30.0
23.0
24.0
35.0
60.0
317.0
""
20.0
142.0
105.0
250.0
""
""
""
""
104.0
28.0
113.0
""
""
40.0
29.0
""
""
27.0
106.0
""
""
""
""
""
33.0
""
648.0
""
31.0
""
82.0
""
""
""
""
""
""
""
""
""
""
""
""
69.0
""
""
""
79.0
""
""
""
""
""
""
""
23.0
""
44.0
""
32.0
""
236.0
""
20.0
""
""
""
""
239.0
68.0
""
""
30.0
""
""
""
""
""
""
""
""
55.0
""
""
""
23.0
25.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
41.0
22.0
""
""
""
""
35.0
""
""
""
""
""
""
""
""
""
60.0
""
""
""
""
""
""
""
""
""
219.0
38.0
""
""
""
26.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
25.0
""
""
""
""
""
""
""
""
36.0
""
""
28.0
""
68.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
95.0
""
""
""
""
""
""
""
""
175.0
97.0
31.0
""
""
""
""
""
""
""
""
""
38.0
""
""
""
""
""
""
""
""
""
""
""
""
80.0
""
""
""
""
""
""
""
""
""
32.0
""
20.0
""
""
""
""
""
""
55.0
""
""
""
110.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
36.0
""
206.0
79.0
""
""
""
206.0
""
""
""
""
""
""
""
47.0
52.0
""
217.0
""
""
140.0
""
""
231.0
65.0
""
""
""
""
""
""
132.0
""
""
""
""
31.0
""
""
""
""
""
128.0
78.0
""
""
28.0
""
""
""
""
""
25.0
""
""
308.0
""
""
""
""
""
""
26.0
""
""
""
""
""
""
""
""
24.0
""
""
""
""
""
38.0
31.0
""
""
""
""
148.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
20.0
117.0
""
""
""
""
20.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
47.0
""
36.0
""
24.0
""
""
""
""
""
80.0
""
""
""
""
""
""
73.0
453.0
29.0
109.0
""
""
23.0
""
""
52.0
20.0
""
""
""
289.0
""
71.0
""
""
""
""
""
46.0
""
28.0
""
""
20.0
41.0
32.0
35.0
""
36.0
51.0
""
30.0
""
27.0
49.0
30.0
23.0
24.0
30.0
""
""
""
37.0
""
1123.0
""
25.0
316.0
""
""
""
60.0
23.0
""
""
""
""
26.0
""
""
""
1114.0
""
148.0
""
158.0
""
518.0
2697.0
""
105.0
""
67.0
27.0
""
""
85.0
23.0
""
149.0
""
104.0
""
29.0
""
""
""
""
""
""
""
224.0
""
83.0
""
29.0
""
""
""
33.0
147.0
""
""
""
76.0
""
64.0
90.0
92.0
24.0
152.0
""
44.0
""
25.0
""
""
192.0
""
""
21.0
33.0
""
""
""
""
""
""
112.0
""
""
""
""
""
""
""
41.0
""
""
26.0
""
""
""
""
""
""
""
33.0
25.0
30.0
""
""
""
""
""
""
27.0
""
""
""
""
""
74.0
22.0
288.0
""
""
22.0
""
""
33.0
""
42.0
""
35.0
""
""
""
""
92.0
83.0
55.0
""
""
""
168.0
""
""
115.0
30.0
""
""
""
""
""
""
""
""
122.0
""
""
20.0
21.0
25.0
""
39.0
""
""
""
""
""
""
""
""
33.0
45.0
1741.0
22.0
""
""
45.0
168.0
""
""
""
86.0
""
""
30.0
""
98.0
39.0
""
""
22.0
""
""
""
""
""
""
124.0
""
""
""
""
177.0
96.0
""
""
""
""
""
""
""
""
108.0
""
""
""
""
""
""
""
""
38.0
24.0
""
62.0
44.0
""
""
""
""
53.0
""
""
24.0
296.0
""
""
51.0
""
""
""
21.0
""
""
""
81.0
""
42.0
""
""
""
""
""
""
""
""
49.0
""
""
""
24.0
""
""
""
""
106.0
""
""
""
""
""
""
136.0
""
""
""
23.0
""
68.0
""
""
""
""
""
""
""
""
""
""
""
""
""
27.0
""
37.0
59.0
""
""
""
""
""
""
""
""
45.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
46.0
48.0
""
""
""
""
""
20.0
""
""
""
21.0
""
390.0
""
74.0
""
35.0
56.0
199.0
296.0
348.0
235.0
688.0
116.0
""
653.0
51.0
325.0
29.0
175.0
406.0
105.0
393.0
""
""
93.0
96.0
148.0
""
""
""
""
89.0
119.0
29.0
27.0
59.0
257.0
28.0
32.0
111.0
300.0
97.0
83.0
24.0
111.0
205.0
191.0
""
54.0
395.0
91.0
628.0
43.0
95.0
128.0
1522.0
329.0
407.0
354.0
138.0
180.0
242.0
332.0
529.0
80.0
""
648.0
249.0
339.0
134.0
""
""
2227.0
444.0
281.0
""
""
37.0
""
37.0
148.0
23.0
42.0
85.0
""
25.0
78.0
90.0
""
""
""
""
104.0
87.0
54.0
93.0
""
174.0
62.0
62.0
""
182.0
""
306.0
83.0
""
""
108.0
""
""
50.0
163.0
""
61.0
""
74.0
""
""
""
""
""
""
37.0
""
""
""
""
""
30.0
""
""
""
""
""
23.0
21.0
33.0
""
22.0
""
""
""
""
""
""
""
""
""
""
21.0
""
""
25.0
""
""
""
""
""
""
33.0
""
""
""
""
125.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
40.0
""
23.0
""
88.0
57.0
""
25.0
""
23.0
""
""
""
49.0
""
50.0
""
""
""
""
""
""
31.0
50.0
""
""
""
""
41.0
""
""
51.0
""
""
""
""
""
48.0
""
""
73.0
""
""
""
""
44.0
""
22.0
24.0
""
""
67.0
""
""
31.0
""
""
84.0
21.0
34.0
""
""
86.0
""
31.0
44.0
55.0
""
43.0
21.0
""
83.0
""
""
32.0
""
""
""
""
""
""
""
""
97.0
""
""
""
""
""
""
""
20.0
""
35.0
""
""
""
46.0
""
""
198.0
68.0
214.0
518.0
""
""
134.0
""
""
""
""
136.0
33.0
""
""
55.0
27.0
35.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
91.0
""
""
""
""
""
""
""
""
""
""
""
""
""
41.0
""
""
""
""
""
""
""
""
""
""
""
""
""
41.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
43.0
""
""
""
""
""
""
""
""
""
""
""
29.0
""
""
""
105.0
""
""
22.0
28.0
""
""
""
""
""
""
""
""
""
""
21.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
72.0
230.0
""
""
""
30.0
60.0
20.0
""
""
""
""
""
""
""
""
""
26.0
""
""
""
""
""
""
""
""
""
""
""
146.0
""
""
""
""
""
20.0
30.0
""
""
""
""
""
""
534.0
""
""
""
179.0
""
""
""
""
""
""
39.0
""
41.0
120.0
""
""
25.0
""
""
""
""
57.0
""
""
""
""
70.0
""
""
""
""
""
""
94.0
26.0
""
23.0
""
""
""
""
""
""
498.0
""
""
""
25.0
""
23.0
28.0
""
""
""
""
""
""
""
24.0
21.0
""
""
""
""
""
49.0
""
""
49.0
""
""
29.0
""
""
""
""
""
""
""
""
""
46.0
""
""
""
""
""
""
""
""
""
""
""
""
47.0
""
""
34.0
""
""
""
""
""
""
""
""
""
33.0
""
""
""
""
95.0
""
""
""
""
""
""
""
70.0
""
""
32.0
""
""
43.0
""
""
46.0
40.0
""
""
48.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
40.0
""
