staycz_asian_male_mean_se
0.043663517
0.068836525
""
0.027934875
0.03587776
""
0.017838513
""
""
0.030977871
0.036202442
0.012712195
""
0.034992378
0.026351495
""
""
0.047237754
""
""
0.037828922
0.024790965
0.049075019
0.062548093
0.014355004
""
0.053341627
0.028652508
0.01141504
0.09570013
0.085947134
0.054898746
0.015599571
0.020851722
0.079673834
0.023359932
""
0.082128018
""
""
0.036798671
""
""
""
""
0.096914381
0.011903467
0.035434775
0.022038067
0.053492762
0.04056941
0.026460243
0.063536406
""
""
0.037907284
""
""
""
0.079220846
0.092674084
0.031269986
""
""
""
0.092969485
""
""
""
""
0.10221737
""
0.06452059
0.083150521
""
""
0.084081806
0.10149271
""
0.019107919
0.071265228
0.055957317
""
0.081671081
0.014812675
0.076002695
0.10173354
0.041350719
0.02900824
0.071532585
0.069097698
""
0.11275659
0.029410109
""
""
0.06104942
0.039763633
0.010189281
0.026586903
0.027600644
0.0088449698
0.01541791
0.029890642
0.023674246
0.010132957
0.028596772
0.012542962
0.070582539
0.034411214
0.031277511
0.054575883
0.026043935
""
0.02406273
0.027055899
0.023807274
""
""
0.096202239
0.053649768
0.095210947
0.097677827
0.051598944
0.081407249
0.033315673
0.034334794
0.08044102
0.086836986
0.10200054
0.0062845256
0.073484749
0.037028383
0.078726389
0.03362263
0.10941449
0.038095519
0.037383381
0.076400235
0.057703514
0.032996505
0.039959174
""
""
0.067868285
""
0.048350647
0.087933645
0.093387194
0.061155446
""
0.026978595
0.063505985
""
0.018641947
0.028454505
""
0.038716808
""
0.053846665
""
""
0.033623014
0.0088585122
""
0.0039618043
0.084745616
0.07071735
""
0.053401124
0.0073377253
0.023577543
0.065879047
0.032482408
0.093151726
""
0.03137137
0.017660219
0.079090774
0.047584884
""
0.0964159
0.020067509
0.11899034
0.084023163
0.01605458
""
0.10268725
0.03287385
""
""
0.044950087
0.021352585
""
""
0.081021905
0.053224239
0.052571006
0.0262368
0.091696821
0.026457433
0.03740453
0.083003931
0.066286109
0.044475865
0.0303091
0.017209183
0.057172809
0.055273034
0.036521249
0.054403622
0.051967755
""
""
0.026811767
0.037816428
0.042499006
0.012233985
0.076107822
0.073457845
0.097553298
0.066365004
0.092588231
0.074923553
0.01400836
0.043876346
0.042573016
0.050809246
0.015559952
0.034407023
0.032776397
0.034817614
""
0.049432512
""
0.081345722
""
0.04357728
""
0.088763535
0.057882737
0.057648033
0.065972082
0.03643148
0.079848178
0.069185503
0.042863656
0.018889438
0.067373797
0.032842182
0.012581174
0.033954028
0.065246925
""
0.051409181
0.073162101
0.10414026
0.018669568
0.080299988
0.025642114
0.069585912
0.021231696
0.018405015
0.018576026
0.018110855
0.0023448539
0.012235425
0.0037451843
0.0053224997
0.020742681
0.027568208
0.057747129
""
0.058069017
""
0.099442981
0.029780364
0.040628854
""
0.055106476
0.013286791
""
""
0.0053940224
0.019260962
0.068399735
0.023949334
0.0085931346
0.060530324
""
""
""
""
0.091474563
""
""
""
0.058078319
0.056511063
0.041564375
0.0059356042
""
0.075956129
0.030979978
0.07920897
0.069074303
""
0.062902339
0.03369461
""
0.040344514
0.046442822
0.055699363
0.025162088
0.020575682
0.027349874
""
0.022903398
0.031692337
0.032948274
0.081754558
0.021586645
0.068943813
0.082480885
0.098322406
0.045659959
0.029742997
0.064910971
0.058530208
0.035308197
""
0.030895365
0.028754819
0.013130356
0.063085675
0.0035479534
0.024406239
0.054282203
0.099965438
0.012902546
""
""
0.042753816
0.0430489
0.076098301
""
""
""
""
""
0.083619237
0.096830763
0.087226972
""
0.074562036
0.052412301
""
0.069811732
""
0.087904871
0.10033901
""
0.046138085
""
""
""
""
""
""
""
""
""
0.11249427
""
""
""
""
""
""
0.079485416
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.051710535
""
""
""
""
""
""
0.092159174
""
""
0.075664982
0.057718221
""
""
""
0.087399885
""
""
""
""
""
""
""
""
""
""
""
""
""
0.10117775
0.073396698
0.10630661
0.043945372
0.10049374
0.066254087
0.057780907
0.068964429
0.018972145
""
""
""
0.06474413
""
""
""
""
0.10615643
0.075246714
""
""
""
""
0.066502474
""
0.060564913
0.036624756
""
0.02718474
""
""
0.022659909
""
""
""
""
""
""
0.020164775
""
""
0.072564945
""
""
""
""
""
""
""
""
""
""
""
""
0.083598398
""
""
0.031352252
0.0084476043
""
""
0.065856539
""
0.10849647
""
""
""
""
""
""
0.0540407
""
""
0.044892102
0.03924356
0.018367944
0.092942677
0.079311348
""
0.067415424
0.064559445
0.066313893
0.013080145
0.081218503
0.096071497
""
""
0.036475971
""
0.039799899
0.09166722
0.050741829
""
0.065925226
0.027716361
0.077905744
0.033500012
0.056555483
0.021585124
""
""
0.095305569
0.025676472
0.067761391
""
""
""
0.081735179
""
""
0.03815889
0.060140263
""
0.031274721
""
""
""
""
""
0.048183873
""
""
0.066825651
""
""
0.086437315
