kid_natam_pooled_n
6.0
1.0
2.0
0.0
8.0
2.0
9.0
1.0
5.0
4.0
8.0
3.0
20.0
8.0
9.0
3.0
6.0
3.0
3.0
5.0
1.0
4.0
1.0
9.0
11.0
12.0
6.0
11.0
3.0
2.0
1.0
0.0
3.0
8.0
3.0
3.0
3.0
4.0
0.0
7.0
14.0
11.0
8.0
1.0
3.0
3.0
2.0
9.0
0.0
0.0
1.0
3.0
1.0
3.0
3.0
0.0
9.0
4.0
6.0
7.0
2.0
14.0
6.0
13.0
10.0
0.0
1.0
2.0
1.0
1.0
0.0
0.0
0.0
3.0
0.0
0.0
1.0
4.0
0.0
0.0
2.0
5.0
1.0
0.0
2.0
3.0
2.0
5.0
6.0
4.0
3.0
7.0
4.0
3.0
6.0
6.0
0.0
3.0
3.0
4.0
2.0
7.0
6.0
1.0
5.0
0.0
1.0
0.0
0.0
1.0
0.0
0.0
4.0
1.0
0.0
4.0
4.0
4.0
2.0
1.0
4.0
2.0
7.0
0.0
2.0
5.0
2.0
3.0
5.0
3.0
0.0
2.0
1.0
2.0
1.0
1.0
4.0
0.0
5.0
4.0
7.0
1.0
2.0
3.0
2.0
3.0
3.0
0.0
3.0
5.0
4.0
20.0
17.0
17.0
17.0
6.0
3.0
18.0
0.0
1.0
3.0
0.0
2.0
12.0
7.0
7.0
3.0
0.0
1.0
4.0
1.0
2.0
5.0
5.0
4.0
12.0
5.0
5.0
9.0
0.0
1.0
2.0
1.0
0.0
2.0
4.0
2.0
7.0
8.0
1.0
1.0
5.0
2.0
2.0
1.0
0.0
2.0
1.0
1.0
0.0
7.0
3.0
6.0
5.0
7.0
2.0
1.0
5.0
6.0
4.0
1.0
2.0
6.0
9.0
6.0
4.0
1.0
5.0
2.0
2.0
4.0
5.0
4.0
4.0
0.0
16.0
2.0
3.0
2.0
3.0
2.0
5.0
6.0
7.0
5.0
13.0
4.0
4.0
2.0
1.0
0.0
0.0
0.0
1.0
0.0
2.0
0.0
0.0
0.0
0.0
0.0
1.0
1.0
0.0
19.0
18.0
11.0
9.0
10.0
10.0
7.0
23.0
8.0
10.0
4.0
0.0
7.0
7.0
8.0
2.0
0.0
6.0
2.0
8.0
8.0
5.0
3.0
6.0
3.0
1.0
9.0
1.0
6.0
1.0
27.0
10.0
0.0
17.0
166.0
84.0
14.0
45.0
6.0
1.0
5.0
0.0
4.0
5.0
0.0
1.0
1.0
0.0
2.0
2.0
1.0
1.0
0.0
8.0
3.0
2.0
2.0
1.0
2.0
1.0
1.0
2.0
9.0
0.0
2.0
2.0
11.0
1.0
0.0
0.0
2.0
0.0
3.0
9.0
2.0
1.0
4.0
4.0
1.0
1.0
1.0
2.0
30.0
3.0
2.0
10.0
6.0
5.0
1.0
1.0
0.0
9.0
0.0
3.0
1.0
2.0
0.0
0.0
0.0
7.0
0.0
3.0
2.0
2.0
2.0
4.0
2.0
2.0
0.0
1.0
0.0
6.0
10.0
1.0
3.0
0.0
3.0
0.0
0.0
0.0
4.0
5.0
6.0
9.0
8.0
40.0
19.0
20.0
1.0
26.0
36.0
9.0
11.0
5.0
36.0
57.0
5.0
2.0
0.0
0.0
1.0
6.0
1.0
0.0
0.0
0.0
1.0
0.0
2.0
1.0
0.0
1.0
0.0
0.0
1.0
1.0
0.0
2.0
0.0
0.0
0.0
0.0
3.0
6.0
0.0
1.0
1.0
6.0
0.0
0.0
0.0
1.0
0.0
0.0
0.0
1.0
1.0
1.0
1.0
1.0
2.0
0.0
0.0
4.0
0.0
1.0
1.0
0.0
2.0
8.0
0.0
3.0
1.0
3.0
1.0
1.0
1.0
4.0
3.0
0.0
4.0
0.0
1.0
0.0
0.0
0.0
0.0
0.0
5.0
0.0
1.0
1.0
0.0
0.0
0.0
0.0
5.0
3.0
1.0
2.0
7.0
3.0
3.0
2.0
4.0
3.0
1.0
5.0
1.0
0.0
3.0
2.0
3.0
2.0
0.0
3.0
2.0
2.0
1.0
1.0
2.0
0.0
2.0
0.0
0.0
2.0
9.0
3.0
5.0
3.0
4.0
2.0
6.0
1.0
2.0
4.0
5.0
1.0
0.0
4.0
1.0
1.0
1.0
0.0
0.0
0.0
2.0
0.0
1.0
2.0
1.0
1.0
3.0
1.0
0.0
1.0
0.0
1.0
5.0
0.0
0.0
0.0
5.0
4.0
5.0
2.0
2.0
6.0
2.0
4.0
0.0
1.0
0.0
0.0
1.0
0.0
2.0
2.0
3.0
0.0
0.0
1.0
0.0
0.0
1.0
1.0
0.0
7.0
1.0
2.0
9.0
1.0
0.0
0.0
0.0
2.0
3.0
3.0
4.0
3.0
5.0
4.0
2.0
1.0
19.0
28.0
196.0
40.0
126.0
70.0
52.0
65.0
53.0
0.0
0.0
0.0
0.0
0.0
0.0
1.0
0.0
0.0
1.0
1.0
0.0
2.0
4.0
0.0
1.0
0.0
2.0
0.0
5.0
0.0
3.0
9.0
5.0
2.0
2.0
4.0
2.0
3.0
5.0
5.0
0.0
8.0
1.0
0.0
3.0
0.0
6.0
7.0
5.0
4.0
16.0
4.0
0.0
1.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
2.0
1.0
1.0
0.0
0.0
0.0
1.0
7.0
0.0
0.0
0.0
0.0
3.0
3.0
2.0
2.0
6.0
4.0
6.0
4.0
2.0
1.0
0.0
1.0
3.0
0.0
6.0
0.0
1.0
0.0
2.0
8.0
2.0
16.0
5.0
1.0
8.0
6.0
0.0
9.0
3.0
12.0
19.0
7.0
5.0
12.0
3.0
9.0
9.0
53.0
10.0
25.0
18.0
11.0
14.0
25.0
10.0
3.0
19.0
4.0
11.0
15.0
22.0
15.0
23.0
16.0
8.0
13.0
19.0
5.0
9.0
6.0
9.0
0.0
9.0
13.0
12.0
1.0
1.0
0.0
0.0
4.0
0.0
1.0
2.0
0.0
2.0
8.0
0.0
6.0
1.0
3.0
6.0
10.0
13.0
7.0
5.0
16.0
8.0
3.0
4.0
6.0
11.0
1.0
4.0
3.0
5.0
3.0
2.0
0.0
1.0
0.0
0.0
0.0
