somecoll_asian_male_mean
""
""
""
0.953466
0.73265404
""
0.72225273
""
""
0.55261123
0.70850152
0.7179749
""
0.70927656
0.63213605
""
""
""
""
""
""
0.93149662
""
""
0.80399376
""
""
0.8822459
0.79109097
""
""
""
0.82067907
0.90612203
""
0.65175921
""
""
""
""
0.8301664
""
""
""
""
""
0.673841
0.82739037
0.65551889
""
""
0.62312776
""
""
""
0.53892541
""
""
""
""
""
0.71264881
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.77546155
""
""
""
""
0.79584044
""
""
""
0.733643
""
""
""
""
0.87419838
""
""
""
""
0.77188694
0.85474241
0.67355043
0.81185287
0.78006363
0.81614822
0.76197439
0.80250728
0.68994504
0.75499123
""
""
0.9323042
""
0.87388015
""
0.73230851
0.90613765
0.93421263
""
""
""
""
""
""
""
""
0.81832707
0.79210705
""
""
""
0.76975244
""
""
""
""
""
""
""
""
""
0.79031795
""
""
""
""
""
0.58247429
""
""
""
""
0.86279923
""
""
0.749026
0.57385308
""
0.77914315
""
""
""
""
""
0.87067235
""
0.87122554
""
""
""
""
0.86275542
0.78566092
""
0.83480191
""
""
0.8214587
0.73376232
""
""
""
""
0.82002807
""
""
0.87865001
""
""
0.9237386
""
""
""
0.75779086
""
""
""
""
""
0.72851038
""
0.83431321
""
""
""
""
0.73504722
0.91623074
""
""
""
""
""
""
""
0.9098441
""
0.74576992
0.88034338
""
""
""
""
""
""
0.86883396
""
""
""
0.85759771
""
0.74360925
0.80396861
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.79744554
""
0.78843242
0.78348303
0.44262734
""
""
""
""
""
0.76277089
""
0.86156851
""
0.74256533
0.78315628
0.75227714
0.82320219
0.82471037
0.89184266
0.90923673
0.81114513
0.86329627
0.82284498
""
""
""
""
""
0.71512842
0.54271305
""
""
0.7250008
""
""
0.79312098
0.82190698
""
0.75045663
0.81853747
""
""
""
""
""
""
""
""
""
""
""
0.8935982
0.72466099
""
""
0.64488697
""
""
""
""
""
""
""
""
""
0.65042961
0.6415152
0.62788409
""
0.65124124
0.85232729
0.61570573
""
0.76558876
""
""
""
""
0.91856587
""
""
0.7047382
""
0.90347004
0.82715052
0.69861698
""
0.89805949
0.73676199
""
""
0.83044124
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.72040462
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.69709748
""
0.74649912
""
""
0.81752288
""
""
""
""
""
""
0.79853892
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.89227039
0.78138423
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.83438677
""
""
""
""
""
""
0.79806811
""
""
""
""
0.79119039
""
""
""
""
""
""
0.42199749
""
""
""
0.77943826
""
""
""
0.89981335
""
""
""
""
""
""
""
""
""
""
0.48874983
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.85200906
""
0.81923604
""
""
""
""
""
""
""
""
""
""
0.88006443
0.78831047
""
0.85295057
0.85983866
0.70003402
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.80290782
0.80800527
0.83867902
""
""
""
""
""
""
""
""
""
""
0.82632691
""
""
""
""
""
0.76249045
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.74860585
0.58588427
0.56773657
""
""
""
""
""
0.77710223
""
0.81884801
""
0.8625021
""
""
""
""
""
""
0.89363337
""
""
0.6643135
""
""
""
""
""
""
""
""
0.77940845
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.74894696
0.75181544
0.71173418
0.79322278
0.7469008
0.85108656
""
""
""
0.64329517
0.75988209
0.83997726
0.69835508
""
""
0.8205142
0.80883706
0.8958897
0.86315078
""
""
""
""
0.60063046
""
""
0.78912872
""
0.83834404
""
""
0.73892087
""
""
""
""
""
""
""
""
0.79809409
