grad_white_female_mean_se
0.0099710254
0.013446028
0.027685275
0.0090277446
0.011846504
0.029916005
0.0081170611
0.024098828
0.024265725
0.013600657
0.010838559
0.0066723023
0.027848762
0.020175103
0.011352362
0.034279257
0.041654147
0.013033974
0.031244647
0.025725551
0.010985672
0.011589716
0.013593284
0.021964891
0.0081843715
0.031686403
0.017350992
0.011641779
0.0074335611
0.025854055
0.026847139
0.016707785
0.0090044867
0.011473245
0.023399429
0.010583389
0.026643859
0.021566717
0.040978558
0.047011126
0.014084814
0.024788966
0.025850933
0.037212115
0.033488493
0.034974638
0.0080230609
0.012934356
0.010320936
0.016449522
0.011197704
0.010384898
0.018081829
0.056168757
0.05593688
0.011249381
0.023823211
0.040138744
0.047254398
0.016080247
0.02773454
0.009354528
0.027712073
0.021109736
0.020091329
0.019664882
0.03060122
0.021751506
0.024301898
0.020866696
0.029668396
0.027909907
0.032301735
0.016869692
0.018976085
0.025420344
0.016763389
0.018175961
0.029567746
0.0086528528
0.02345085
0.016565334
0.023270182
0.013338775
0.0067830025
0.016313115
0.014376543
0.013702079
0.010355826
0.011543885
0.013369487
0.020173404
0.020418506
0.011058195
0.020283371
0.036532577
0.01394391
0.011205243
0.0054571512
0.00922467
0.0098752473
0.0076996614
0.0081657898
0.010332521
0.010470236
0.0068046995
0.0098886564
0.007238267
0.018027242
0.012494243
0.017014476
0.016285138
0.011294254
0.034701429
0.011759429
0.0084038097
0.012801571
0.037024941
0.040278252
0.033697762
0.017272921
0.027369348
0.029258745
0.027466139
0.028348032
0.015240234
0.013957226
0.026906636
0.031794455
0.030654175
0.0054603885
0.02380774
0.020811751
0.027250072
0.013893519
0.014427661
0.011237032
0.018103788
0.038649242
0.031268891
0.013747979
0.01537242
0.039764665
0.029562393
0.019905983
0.035400987
0.012862295
0.022232153
0.036893468
0.026668195
0.01725024
0.0084651913
0.018224495
0.05392766
0.0087417457
0.011178236
0.032051131
0.013759249
0.020692289
0.017933214
0.062178802
0.01823782
0.014236071
0.0061279563
0.032256491
0.0052746427
0.015691452
0.01348537
0.020398971
0.0094216634
0.0034722795
0.0094658164
0.011435956
0.0074067796
0.011546237
0.014429065
0.008256129
0.0050474433
0.013027743
0.017081458
0.012470635
0.014074794
0.0060826801
0.015393244
0.013951274
0.0053249965
0.031147264
0.013474952
0.01089574
0.02545923
0.021524237
0.013118195
0.0068911347
0.027977118
0.024179103
0.014688578
0.011510354
0.011502875
0.007432071
0.016564889
0.0071863807
0.0076537924
0.012633837
0.011517864
