kfr_29_white_female_p50
0.54351926
0.53010643
0.53684384
0.53662074
0.54565316
0.61237723
0.55633628
0.53050447
0.50995272
0.52011585
0.53743839
0.59260482
0.55956793
0.55686635
0.56076932
0.5616554
0.51612842
0.57214963
0.49076438
0.56751406
0.55903697
0.54528189
0.54157162
0.55684167
0.5345242
0.54703581
0.55149376
0.5353474
0.59534961
0.56806052
0.55229306
0.58315182
0.57165813
0.55410814
0.54784673
0.54377556
0.5517599
0.57168454
0.53432351
0.5355069
0.526021
0.52767086
0.58417755
0.5557791
0.52840626
0.56310338
0.54010344
0.53047615
0.53815508
0.51095748
0.54517299
0.53439045
0.568721
0.58963746
0.55966818
0.52515709
0.50581557
0.53859627
0.5458709
0.57539666
0.51994908
0.55471599
0.55711693
0.53036332
0.57072014
0.56443864
0.54300606
""
""
0.54424918
0.59892511
""
0.64842165
""
0.5469715
0.57393211
0.52768576
0.52565026
0.55413789
0.50756609
0.50863963
""
""
0.55007386
0.47942179
0.53575325
""
0.58052015
0.54392558
0.50452989
""
0.53246284
0.51807535
0.48295745
""
0.50420374
0.54531431
0.52987719
0.53925562
0.52669746
0.54902601
0.53689533
0.508533
0.53944182
0.51261252
0.55435544
0.52015173
0.5094139
0.54076058
0.52617544
0.52607954
0.55779523
0.54439366
0.52845132
0.54522949
0.54796189
0.57661277
0.58776098
0.54943508
0.56015408
0.57320583
0.55323386
0.54774195
0.55258507
0.57121491
0.55775082
0.52960205
0.5209595
0.52336967
0.52849126
0.59605604
0.57892221
0.54424697
0.55047357
0.5525977
0.49315712
0.52430892
0.57331061
0.51884824
0.53635365
0.54589236
0.54402035
0.53739852
0.55485845
0.55540615
0.53073716
0.53228992
0.57728374
0.52370489
0.61357677
0.56554002
0.5135296
0.54295534
0.52619851
0.56568092
0.511536
0.54012179
0.53036189
0.56996101
0.5400241
0.55229241
0.56069773
0.54168785
0.52700967
0.52796525
0.57063162
0.50532484
0.53052711
0.52393234
0.57088065
0.53814125
0.53781772
0.54036117
0.52879399
0.52978486
0.53579408
0.53068435
0.57649797
0.50952321
0.54435551
0.55771846
0.55577308
0.54574913
0.55772823
0.54896748
0.51483089
0.54986691
0.61264116
0.55153251
0.52131188
0.50239319
0.57595968
0.55410069
0.49089766
0.55887496
0.53783184
0.52727586
0.50109726
0.52528846
0.56572211
0.53345412
0.5293206
0.52760744
0.53553706
0.55335188
0.53181344
0.54609448
0.53881347
0.50605845
0.52185118
0.59886301
0.594127
0.53912479
0.5495618
0.54520911
0.56036162
0.56459552
0.53671706
0.53009355
0.53386837
0.5495857
0.53226191
0.5502128
0.54802799
0.5326131
0.5385105
0.56776726
0.54477674
0.55567431
0.52279073
0.52583361
0.53015053
0.54114681
0.53037453
0.53903097
0.52998179
0.52896708
0.51159859
0.54173923
0.53963804
0.54713643
0.54679233
0.54253656
0.51318169
0.53387213
0.5609144
0.56655645
0.58954394
0.56531531
0.56202382
0.54512262
0.57327753
0.55822486
0.55962747
0.5658468
0.64988989
""
0.57314515
0.49332777
0.58404046
0.52798033
0.57921976
0.56131327
0.57572615
0.57895243
0.52868229
0.54204917
0.57053316
0.54425108
0.52217132
0.56421715
""
0.54077226
0.58158833
0.56040591
0.61279815
0.61703706
0.532893
0.56783235
0.54503423
0.5795002
0.59897017
0.58393943
