kfr_native_white_pooled_mean
0.54097843
0.53303361
0.57294148
0.53928554
0.50332963
0.55631822
0.53652316
0.49577451
0.4853133
0.4893918
0.50096732
0.60354888
0.55038524
0.51630408
0.50596076
0.55056792
0.52819937
0.52059728
0.48106769
0.51950288
0.5451861
0.50338918
0.52311373
0.56865424
0.48402452
0.51995653
0.52584153
0.50623459
0.50201893
0.51566482
0.48591197
0.51601768
0.52475154
0.51480544
0.54714721
0.5056268
0.58208942
0.54820371
0.53243154
0.49174106
0.57170594
0.53739476
0.56187624
0.47093809
0.55374259
0.61902696
0.49004826
0.50253564
0.54433334
0.54442799
0.58332646
0.52869582
0.52422166
0.61041361
0.54774284
0.50510722
0.45535323
0.51080966
0.59700346
0.45387223
0.52013958
0.52728683
0.56135523
0.49011371
0.60973859
0.53268379
0.47921312
""
""
0.53529155
""
""
0.57365477
""
0.52028131
0.51311976
0.51715648
0.53727406
0.50574142
0.45054772
0.45342472
""
""
0.48082042
0.52241105
0.52220547
""
0.3886793
0.46658453
0.50630116
""
0.48727244
0.48965457
0.51524973
""
0.53985643
0.57646453
0.52217603
0.55192536
0.53926188
0.56682271
0.56460369
0.51176155
0.56197506
0.48703754
0.55325133
0.5377351
0.5010823
0.55763787
0.534962
0.53720909
0.54346019
0.51423895
0.4917801
0.54275256
0.50155199
0.55819535
0.55139035
0.47817448
0.57354873
0.52491248
0.47942993
0.49651116
0.53295964
0.5551185
0.52490336
0.51381278
0.49800161
0.53396606
0.49883345
0.5767324
0.55713809
0.50967056
0.54129839
0.50347823
0.4606106
0.49841225
0.5341661
0.5038268
0.48619094
0.50204748
0.51774907
0.5025298
0.47405681
0.50880027
0.51964289
0.49367285
0.49581796
0.46417907
0.54870009
0.51391143
0.52503794
0.50273162
0.51701802
0.52512074
0.441948
0.53787655
0.51968354
0.49040762
0.48692709
0.48206478
0.49429145
0.53698027
0.47988066
0.50424594
0.51931894
0.46459538
0.46110588
0.51333392
0.49391249
0.55036384
0.48462039
0.4902193
0.50310153
0.4702082
0.47265381
0.51040822
0.52658188
0.45506352
0.47083181
0.5634582
0.50137615
0.53458601
0.5128116
0.5148434
0.43908256
0.62249005
0.54696631
0.55209142
0.5309881
0.51478428
0.55568445
0.62977499
0.49233624
0.58938062
0.56135607
0.52893621
0.52896696
0.55865508
0.62683827
0.57185215
0.54576629
0.53438646
0.58253533
0.59338224
0.54865569
0.6472894
0.51338947
0.50812656
0.54612362
0.60570037
0.60292667
0.56800169
0.59373915
0.54482633
0.60967737
0.59671831
0.46960124
0.54338914
0.5573647
0.60807371
0.54900235
0.58462971
0.6420722
0.56448674
0.56875545
0.65256447
0.58923197
0.62941712
0.58908057
0.52494723
0.48602217
0.53490335
0.58112943
0.60004294
0.54715103
0.56497133
0.50535232
0.50888056
0.54756236
0.56537211
0.58821338
0.59438044
0.51310772
0.54269642
0.56715989
0.62291914
0.54783201
0.57161778
0.48809105
0.60850066
0.61082405
0.55517536
0.59519589
0.58730626
0.64842832
0.54723525
0.5043447
0.53627402
0.55742687
0.56564248
0.57479793
0.62806308
0.59910774
0.58964187
0.55691212
0.53853559
0.59016788
0.54892451
0.4673509
0.55545366
""
0.4753032
0.5873962
0.60421395
0.58225977
0.60359347
0.55076367
0.59455633
0.58770251
0.58424389
0.56380969
0.59577131
0.55425829
""
0.58130544
0.53309929
0.54312694
0.6068483
0.55666912
0.58972585
0.5341866
0.59151751
0.62921125
0.55888438
0.54362643
0.65386462
0.54524648
0.61657715
0.54150784
""
0.61847895
0.5510084
0.55251688
0.55347621
0.58115762
0.60409045
0.59921294
0.68096691
0.63630742
0.60137671
0.62566602
0.62205023
0.59035528
0.62197316
0.56588751
0.53865671
0.59368265
0.52957785
0.6784364
0.56327939
0.48864618
0.49480358
0.47232425
0.51248997
0.57501531
0.49446604
0.51670945
0.4624809
0.50450164
0.557401
0.46985283
0.46803337
0.43498853
0.52259278
0.51584482
0.49725762
0.41648248
0.51581097
0.4419603
0.47983247
0.5005911
0.4854404
0.48562667
0.46295324
0.47825104
0.47191709
0.53515774
0.50333983
0.51620191
0.48370069
0.53108239
0.49029866
0.49388522
0.51787663
0.5665139
0.44529331
0.49902374
0.49468103
0.50608802
0.48327246
0.55900842
0.59313899
0.5116899
0.49669552
0.51946312
0.46455204
0.53494114
0.49740314
0.56676584
0.48336253
0.52326196
