working_hisp_female_mean
0.7840898
0.69565517
""
""
0.59796989
""
""
0.80395323
""
""
0.69288802
""
""
""
""
0.81985593
0.67925704
""
""
""
""
0.6423046
0.7052443
""
0.53241527
0.82076901
0.86409408
0.77969062
""
0.72783732
0.792687
""
""
""
0.74067253
0.77612406
0.70732415
""
0.79080504
""
0.65126061
0.60982907
""
""
0.77030182
""
""
0.73908216
0.70882976
""
0.7577123
0.71634704
""
""
""
""
0.77572322
0.68864709
0.60078287
""
0.76132959
0.78651816
0.77815127
0.66086471
""
""
""
""
""
0.79375112
""
""
""
""
0.80283189
""
""
0.75893044
0.78658652
0.81834328
0.62050194
""
""
0.5796724
""
""
""
""
""
""
""
""
""
""
""
""
0.63736081
0.71584576
0.74716312
0.72439998
0.74626505
0.72671962
0.75716448
0.76025641
0.73238236
0.74759597
0.77346623
0.77061927
0.72319251
0.73590535
0.77192402
""
0.70268351
0.75894195
0.7705487
0.56075573
""
""
0.71695822
0.79285365
0.89482874
""
0.71979159
""
""
0.58642977
0.655788
0.78528839
0.76292521
""
""
0.71202779
""
0.71432549
0.88665676
""
0.71606785
""
0.78599769
0.65343088
0.82941604
0.83785987
0.79400235
""
""
0.78793925
0.7316649
""
""
""
""
""
0.8097592
0.74137461
""
""
0.74421263
0.78058553
""
""
""
""
0.65639168
""
""
""
""
0.81303275
0.75813067
""
0.70857078
""
0.77727962
0.68654585
0.5864203
""
0.74629515
0.75683391
0.50587171
""
0.7207886
""
0.69521064
0.75942922
""
0.82604533
0.7795462
""
0.79677016
0.7414698
0.68444026
0.80990827
0.76720613
0.76083314
0.74158347
0.73372257
0.75855464
0.73397917
0.73879904
0.78363967
0.7473219
0.71962231
0.72585499
0.7004683
0.76827508
0.7422691
0.76489824
0.68418366
0.72123063
0.72783041
0.81509846
""
0.77215004
0.77922654
0.64892828
0.7694056
0.75108516
0.76544291
0.73409832
0.75297415
0.77729297
0.74004501
0.75291288
0.79041314
0.75233269
0.75819802
0.79566145
0.76963496
0.77800095
0.76742166
0.73915231
""
0.68774736
0.76865435
0.76580322
0.74141371
0.73999256
0.72398567
""
0.7413134
0.76884317
0.78316146
0.76702595
0.74175072
0.78252983
0.74440074
0.77959234
0.79075915
""
0.77542371
0.78052753
0.79048479
0.82211661
""
""
0.70838487
0.79216719
0.72296304
""
0.71289563
0.77101576
""
0.74741441
0.76824576
0.8368817
0.75448686
0.73513091
0.68343717
""
""
0.70844465
""
0.72784829
""
0.78428131
""
0.74832517
0.80144906
0.78090882
0.77209264
0.79497945
""
0.86818582
0.77235246
""
0.80984133
0.73008609
0.7539264
0.78335291
0.76904631
""
0.76394761
0.50577652
0.74695408
0.78472489
0.76579767
0.90205252
0.79355204
""
0.84369993
""
""
""
""
0.77768278
0.91375011
0.7562986
0.82581282
0.80980724
0.81510258
0.78771764
0.81791139
0.81024557
0.79161191
0.80431366
0.81381732
0.82062107
0.77794671
0.77894074
0.79650795
0.79527372
""
0.78540426
0.64283222
0.76081359
0.7748512
0.56056398
0.76676059
0.81813484
0.78209674
0.77163053
0.69085544
0.72090077
""
0.75834417
0.75410938
0.77702242
""
0.60437238
0.45684466
0.68762767
""
""
0.74429947
0.7199384
0.72146863
0.79456055
0.77020556
""
0.73416376
0.82677507
0.92717469
""
0.75626957
0.78599364
0.79583257
0.76101822
""
""
0.78546107
0.78503823
0.77371162
0.77736342
0.7504074
0.74370098
0.76846224
0.75354904
0.78037977
0.78190762
0.77551019
0.76327074
0.7556802
0.75685346
0.64734674
0.77102816
0.75833619
0.72293067
0.7781533
0.77480626
0.72140932
0.70386326
0.77727121
""
0.75046521
0.82778555
0.66950828
""
0.86175412
0.59883559
""
""
0.79325712
""
0.67006475
0.83019459
0.69340646
0.77847338
0.75231194
""
""
""
0.80559379
0.69354522
0.8671397
""
""
0.72867739
""
0.67150426
0.7224384
""
0.7092368
0.7783379
0.88371533
0.73938257
0.73856276
""
0.7296083
""
0.73827553
0.85186768
0.68843198
0.75389743
0.89070159
0.71117377
""
""
""
""
0.7866236
0.70327866
""
""
0.67095017
0.7018078
""
""
0.69170094
""
""
""
""
0.79604989
0.69957221
0.72629428
0.55849975
0.74152035
0.70671535
""
0.71415472
0.80776167
0.66425389
""
0.71576518
0.80868119
0.73941427
""
0.57855284
0.53536302
""
0.63956308
0.69964379
0.77499026
""
0.64978212
""
""
""
""
""
""
""
""
0.82601398
0.94922799
0.81903028
""
0.93219411
0.76678199
0.81971753
""
""
""
""
""
""
""
0.57262808
""
""
""
0.65214753
0.7401045
0.79228592
0.65075797
""
0.73434901
0.80002999
0.62187713
""
""
0.75889277
""
""
""
""
""
0.76774448
0.70154071
""
""
""
0.45161286
0.86482191
""
0.74742901
""
""
0.52036554
""
""
""
0.82530016
0.69668567
0.708202
""
""
0.8171441
""
""
""
0.77832526
0.75011206
0.72549093
0.84547389
""
""
0.76309949
""
""
""
0.75983
""
""
""
""
0.77224642
0.76220006
0.81525064
0.7818132
0.71045548
""
0.75081605
0.81228781
""
0.78657532
""
""
0.70179361
0.78462404
""
""
""
0.77355045
""
0.76063937
""
""
""
0.82237864
0.62400472
0.84491938
0.81468701
0.69591475
0.7554788
0.67051226
0.76290107
0.72726583
0.63453716
""
""
0.62040645
0.53451401
0.76749849
0.69703948
""
0.68786865
0.76349324
0.80098522
0.93850678
""
0.78649819
""
0.77429885
0.78786588
""
""
0.81921804
""
0.82921433
""
0.91943151
