somecoll_asian_male_p25
""
""
""
0.92171699
0.57119298
""
0.63732541
""
""
0.46293548
0.54831666
0.64767659
""
0.71380329
0.46316361
""
""
""
""
""
""
0.91803014
""
""
0.74171454
""
""
0.8397069
0.66964144
""
""
""
0.8109802
0.9363305
""
0.50245744
""
""
""
""
0.7061699
""
""
""
""
""
0.61127776
0.77111089
0.57435358
""
""
0.59596258
""
""
""
0.20503958
""
""
""
""
""
0.66377687
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.68663347
""
""
""
""
0.74102539
""
""
""
0.58308625
""
""
""
""
0.76722461
""
""
""
""
0.71463591
0.8479237
0.59594989
0.73339331
0.7108199
0.73889488
0.71164858
0.74525476
0.60073179
0.62817305
""
""
0.91764241
""
0.81839371
""
0.74002784
0.918643
0.85294896
""
""
""
""
""
""
""
""
0.68414825
0.57340515
""
""
""
0.71666545
""
""
""
""
""
""
""
""
""
0.59103602
""
""
""
""
""
0.47165638
""
""
""
""
0.66861224
""
""
0.6533587
0.54194129
""
0.69909239
""
""
""
""
""
0.83854878
""
0.82199275
""
""
""
""
0.7681492
0.7294628
""
0.72380263
""
""
0.78012598
0.73193139
""
""
""
""
0.69080514
""
""
0.80184615
""
""
0.88060778
""
""
""
0.6472953
""
""
""
""
""
0.51836365
""
0.70806956
""
""
""
""
0.6536395
0.81566358
""
""
""
""
""
""
""
0.79996264
""
0.75585854
0.75925505
""
""
""
""
""
""
0.80213416
""
""
""
0.63800508
""
0.51111698
0.69672972
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.65274936
""
0.6381225
0.61410552
0.095015012
""
""
""
""
""
0.72193122
""
0.80175227
""
0.6827544
0.71611112
0.84368718
0.57803899
0.76908594
0.82861054
0.85617346
0.75184566
0.79750288
0.77536613
""
""
""
""
""
0.71602982
0.34882319
""
""
0.64392644
""
""
0.72264671
0.65218198
""
0.57266909
0.67242306
""
""
""
""
""
""
""
""
""
""
""
0.86976242
0.60514152
""
""
0.57042754
""
""
""
""
""
""
""
""
""
0.60718685
0.51859939
0.49390841
""
0.64397252
0.74718362
0.51086813
""
0.60597539
""
""
""
""
0.97849596
""
""
0.57751
""
0.75732511
0.71155119
0.5523569
""
0.83536768
0.51032269
""
""
0.7214157
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.7453481
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.93051171
""
0.63043797
""
""
0.69314718
""
""
""
""
""
""
0.71845871
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.94408166
0.71389371
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.69285434
""
""
""
""
""
""
0.70224571
""
""
""
""
0.56203055
""
""
""
""
""
""
0.27229711
""
""
""
0.72090471
""
""
""
0.9393937
""
""
""
""
""
""
""
""
""
""
0.36750099
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.79077315
""
0.75330937
""
""
""
""
""
""
""
""
""
""
0.8478002
0.4621172
""
0.81227618
0.80356288
0.55321544
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.76594895
0.75151503
0.78192925
""
""
""
""
""
""
""
""
""
""
0.75261474
""
""
""
""
""
0.73102063
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.60767484
0.4228583
0.26858902
""
""
""
""
""
0.76097149
""
0.75081891
""
0.74421078
""
""
""
""
""
""
0.77300328
""
""
0.49019498
""
""
""
""
""
""
""
""
0.6303249
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.74450845
0.66710228
0.65676248
0.7735427
0.68119425
0.75327915
""
""
""
0.55959332
0.64474583
0.75939894
0.61568809
""
""
0.7759158
0.83122534
0.85545987
0.8297587
""
""
""
""
0.57659191
""
""
0.70655036
""
0.88408923
""
""
0.6239956
""
""
""
""
""
""
""
""
0.73771781
