staytract_other_male_mean
0.25457013
0.3109701
""
""
0.17054996
""
""
0.31577602
""
""
""
""
""
""
""
0.38612849
0.32042199
""
""
""
""
0.31576857
0.19180959
0.27695203
0.44963685
0.091380529
0.48776656
0.3044748
""
""
""
""
""
""
0.25052658
0.48146051
0.23151819
""
0.22204301
0.5596779
0.22461097
0.24414439
""
""
0.22331375
""
""
0.093197301
0.16561767
""
0.13596568
0.19686145
""
""
""
""
0.30937397
0.35144311
0.16701479
""
0.16427264
""
0.2447104
0.31314805
""
""
""
""
""
0.25725698
0.26351029
""
""
""
0.29668796
""
""
0.29589316
0.2572397
0.52557611
0.34678626
""
""
0.27715704
0.5311321
""
""
""
""
0.31169179
""
""
""
""
""
""
0.12887354
0.18348862
0.26769766
0.15157919
""
""
""
0.17575891
0.12493533
0.21498916
0.1892163
0.21241574
""
0.1949694
0.12430094
""
""
0.19526652
0.21092556
0.2822828
""
""
""
""
""
""
""
""
""
""
0.20681611
0.19572423
0.20836927
""
""
""
""
0.29623303
""
""
0.26000056
""
""
0.22863661
0.33013529
""
0.35575497
""
""
0.10526218
""
""
""
""
""
""
""
0.13532247
""
""
0.35156935
0.34869769
""
""
""
""
""
""
""
""
""
0.30041113
0.22678652
""
0.15429832
""
""
0.13677661
""
""
0.20701268
""
""
""
0.29312849
""
0.25359586
0.23505944
""
""
0.25034976
""
0.050869949
0.21712343
0.15900142
0.11204493
0.24490802
0.29488245
0.14365187
0.21638086
0.37144116
0.26611778
0.20579818
0.2160334
0.20224924
0.17988189
0.19631755
0.1735899
0.27043694
0.24556503
0.21449748
0.27962199
0.30376941
0.16960229
""
""
0.20440002
0.25415936
0.25713792
0.23656879
0.16930667
""
0.19413346
0.21064177
0.20368119
0.1994628
0.22057159
0.30888194
0.21349601
0.2175841
0.32140934
0.21256641
0.23728515
0.21959721
0.23583996
""
0.22417545
0.22073378
0.2078656
0.20206274
0.17418677
0.1692659
""
0.21739164
0.25358137
0.24221486
0.25916842
0.20689169
0.15513311
""
0.16241948
""
""
""
0.15042309
0.19904645
""
""
""
""
""
""
""
0.27691072
0.18739438
""
0.14884707
""
""
0.19059527
0.21421266
0.19184528
""
""
""
""
""
""
0.16077174
""
""
""
0.24559413
0.17227103
""
""
""
0.19818045
""
""
0.27909878
0.24746093
0.11812229
""
""
0.1837696
""
""
""
0.19595802
""
""
""
""
""
""
""
""
0.24676354
""
0.14905153
""
0.23740906
0.23167259
0.20654312
0.21981688
0.2382842
0.22409834
0.15022346
0.23228936
0.25545982
0.22784659
0.3052606
0.19570427
0.18644269
""
0.21907206
""
0.19104561
0.25277922
""
0.27000985
0.31626007
0.20478627
0.19344769
0.31997141
""
""
0.24000415
0.18115571
0.18413454
""
0.16618645
""
""
""
""
""
""
0.17963055
0.13014783
0.21361509
""
0.15581091
0.32045931
""
""
0.34308854
0.19579831
0.20135738
0.30770427
""
""
0.20726854
0.14591739
0.15179189
0.27123711
