hs_white_female_n
4103.0
1761.0
450.0
5098.0
2879.0
478.0
5621.0
542.0
406.0
2106.0
2711.0
7614.0
425.0
972.0
2506.0
288.0
213.0
2425.0
354.0
328.0
2778.0
2783.0
2008.0
933.0
7122.0
205.0
1111.0
2798.0
6446.0
612.0
698.0
1403.0
5501.0
3285.0
465.0
2876.0
555.0
898.0
152.0
140.0
2385.0
487.0
260.0
167.0
337.0
367.0
6438.0
1928.0
4240.0
1310.0
2426.0
3361.0
1413.0
103.0
202.0
2855.0
486.0
206.0
161.0
898.0
592.0
4214.0
295.0
830.0
979.0
838.0
340.0
575.0
636.0
845.0
314.0
490.0
439.0
1328.0
593.0
384.0
1202.0
1070.0
404.0
5295.0
651.0
1282.0
805.0
1390.0
8351.0
1148.0
1260.0
1642.0
3294.0
2332.0
1716.0
740.0
794.0
3303.0
745.0
269.0
1439.0
2623.0
12052.0
3294.0
4262.0
8501.0
6568.0
3566.0
3818.0
8245.0
3234.0
6860.0
753.0
2093.0
1597.0
1119.0
3728.0
265.0
3274.0
5422.0
2677.0
192.0
155.0
211.0
1192.0
636.0
424.0
619.0
466.0
2037.0
1923.0
600.0
313.0
377.0
16082.0
795.0
1213.0
540.0
1763.0
815.0
3156.0
1416.0
248.0
601.0
1942.0
1356.0
171.0
328.0
770.0
227.0
1891.0
757.0
439.0
459.0
1093.0
5954.0
1194.0
164.0
4194.0
3223.0
379.0
1978.0
546.0
1183.0
183.0
552.0
1884.0
13079.0
251.0
19966.0
1509.0
1642.0
497.0
3574.0
34981.0
4445.0
1987.0
6378.0
1902.0
824.0
4881.0
12217.0
1850.0
1164.0
1264.0
1473.0
10513.0
1240.0
1115.0
15426.0
472.0
1564.0
3923.0
345.0
731.0
1734.0
8647.0
521.0
688.0
1757.0
2882.0
3261.0
7406.0
1219.0
5949.0
4143.0
1432.0
1968.0
3696.0
5452.0
10613.0
1527.0
2443.0
3207.0
2275.0
3739.0
714.0
593.0
4990.0
6788.0
3997.0
18195.0
1832.0
2035.0
1092.0
1938.0
2038.0
1223.0
11974.0
3220.0
3367.0
4943.0
20757.0
7053.0
7251.0
2782.0
465.0
2086.0
351.0
1061.0
460.0
2447.0
204.0
1164.0
2668.0
1285.0
1276.0
3488.0
1337.0
925.0
1538.0
9557.0
1729.0
2786.0
17110.0
3894.0
2664.0
495.0
2653.0
1554.0
1071.0
7655.0
2243.0
7438.0
2996.0
4745.0
9844.0
9430.0
5297.0
31383.0
7395.0
24116.0
31288.0
3753.0
2681.0
1128.0
172.0
2807.0
333.0
783.0
5751.0
2770.0
1024.0
2328.0
9162.0
38.0
29.0
25064.0
9216.0
1075.0
4257.0
18713.0
1357.0
701.0
575.0
400.0
813.0
1547.0
1039.0
1276.0
559.0
2278.0
1606.0
3818.0
24966.0
786.0
2091.0
3181.0
1118.0
1032.0
1065.0
1461.0
2824.0
408.0
1929.0
2638.0
1768.0
2623.0
6849.0
3462.0
983.0
5699.0
4481.0
3073.0
2045.0
6088.0
2371.0
1045.0
1406.0
2141.0
3555.0
1712.0
1517.0
3934.0
903.0
5852.0
5509.0
13271.0
1370.0
37510.0
5946.0
1093.0
1415.0
17453.0
418.0
1053.0
2683.0
3858.0
1729.0
519.0
1036.0
726.0
507.0
650.0
