stayhome_hisp_male_n
207.0
119.0
""
419.0
520.0
35.0
903.0
47.0
28.0
241.0
305.0
1582.0
31.0
88.0
333.0
23.0
""
292.0
22.0
40.0
293.0
1322.0
243.0
179.0
1497.0
41.0
325.0
818.0
1759.0
64.0
75.0
122.0
983.0
921.0
49.0
474.0
33.0
75.0
""
""
254.0
51.0
20.0
""
""
42.0
2553.0
181.0
509.0
120.0
418.0
343.0
128.0
""
""
430.0
36.0
""
20.0
101.0
54.0
566.0
""
55.0
32.0
41.0
""
""
""
43.0
20.0
44.0
52.0
114.0
43.0
""
74.0
38.0
29.0
870.0
75.0
105.0
21.0
180.0
1005.0
95.0
78.0
482.0
410.0
205.0
98.0
52.0
64.0
259.0
52.0
29.0
139.0
923.0
9068.0
2462.0
1681.0
46636.0
6671.0
2946.0
1612.0
11611.0
1681.0
2224.0
154.0
872.0
455.0
195.0
645.0
21.0
608.0
708.0
607.0
22.0
22.0
20.0
245.0
94.0
73.0
307.0
42.0
486.0
370.0
71.0
32.0
36.0
5534.0
62.0
246.0
36.0
793.0
49.0
368.0
632.0
39.0
78.0
438.0
260.0
20.0
44.0
109.0
""
260.0
81.0
28.0
35.0
40.0
481.0
85.0
""
1068.0
321.0
""
256.0
23.0
28.0
""
""
534.0
2358.0
22.0
13243.0
52.0
37.0
33.0
558.0
5451.0
867.0
174.0
1122.0
81.0
72.0
758.0
2661.0
113.0
50.0
58.0
84.0
769.0
38.0
63.0
974.0
""
51.0
316.0
""
30.0
320.0
643.0
22.0
22.0
58.0
482.0
247.0
1599.0
278.0
1088.0
702.0
170.0
256.0
267.0
761.0
1315.0
113.0
112.0
449.0
135.0
197.0
""
23.0
3096.0
304.0
1189.0
2393.0
63.0
59.0
49.0
43.0
60.0
40.0
949.0
174.0
80.0
119.0
807.0
588.0
456.0
218.0
""
85.0
""
63.0
""
84.0
""
""
83.0
181.0
115.0
284.0
36.0
128.0
192.0
817.0
94.0
198.0
2571.0
174.0
81.0
""
238.0
76.0
169.0
844.0
93.0
936.0
91.0
1906.0
2571.0
1194.0
2420.0
67333.0
2519.0
25676.0
9815.0
1037.0
503.0
111.0
22.0
113.0
""
30.0
289.0
111.0
28.0
112.0
2595.0
""
""
8603.0
948.0
43.0
1787.0
8797.0
94.0
24.0
""
""
26.0
42.0
24.0
97.0
32.0
219.0
167.0
152.0
2841.0
""
75.0
181.0
155.0
96.0
24.0
198.0
159.0
39.0
417.0
175.0
95.0
248.0
517.0
356.0
38.0
231.0
177.0
149.0
75.0
568.0
75.0
52.0
48.0
243.0
277.0
116.0
145.0
1023.0
43.0
737.0
1552.0
3627.0
282.0
40752.0
1608.0
199.0
55.0
1677.0
""
73.0
160.0
247.0
61.0
28.0
59.0
76.0
29.0
35.0
54.0
90.0
80.0
24.0
75.0
122.0
""
82.0
29.0
71.0
113.0
""
128.0
""
""
33.0
44.0
""
""
22.0
20.0
22.0
51.0
""
""
""
""
""
""
96.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
164.0
24.0
""
""
""
""
22.0
53.0
39.0
26.0
175.0
210.0
""
23.0
""
57.0
30.0
""
""
""
""
22.0
""
""
""
""
""
""
""
169.0
42.0
42.0
134.0
30.0
74.0
125.0
84.0
694.0
25.0
""
51.0
231.0
""
""
""
""
365.0
500.0
74.0
""
135.0
174.0
59.0
21.0
291.0
491.0
""
416.0
32.0
52.0
1732.0
196.0
45.0
""
""
""
120.0
2934.0
""
""
2638.0
269.0
30.0
""
""
""
""
35.0
""
""
79.0
245.0
49.0
286.0
""
95.0
2868.0
13480.0
26.0
""
413.0
146.0
214.0
44.0
""
""
""
""
""
140.0
""
""
375.0
733.0
1537.0
192.0
94.0
66.0
267.0
193.0
208.0
3355.0
180.0
86.0
""
""
165.0
50.0
332.0
170.0
283.0
41.0
195.0
432.0
161.0
946.0
74.0
1449.0
46.0
61.0
178.0
24731.0
844.0
84.0
957.0
25.0
2063.0
109.0
1584.0
3574.0
1084.0
621.0
2319.0
403.0
56.0
58.0
""
1111.0
698.0
137.0
30.0
376.0
186.0
155.0
413.0
2017.0
244.0
265.0
10437.0
266.0
32312.0
776.0
499.0
""
4354.0
813.0
402.0
302.0
641.0
441.0
6932.0
27216.0
11249.0
1133.0
3310.0
42081.0
1313.0
734.0
251.0
1607.0
284.0
40.0
680.0
1443.0
1673.0
858.0
284.0
374.0
1555.0
84.0
116.0
743.0
117.0
25.0
205.0
374.0
304.0
1801.0
365.0
2364.0
11741.0
23009.0
412.0
1465.0
676.0
478.0
647.0
303.0
64.0
177.0
189.0
99.0
2714.0
57.0
318.0
191.0
152.0
""
779.0
""
""
""
""
""
24.0
48.0
""
23.0
""
""
""
240.0
""
""
138.0
""
86.0
57.0
75.0
58.0
""
""
""
266.0
""
""
69.0
54.0
63.0
""
""
82.0
117.0
82.0
82.0
190.0
""
1829.0
118.0
330.0
920.0
2141.0
175.0
60.0
491.0
10664.0
218.0
22814.0
349.0
10703.0
786.0
""
940.0
991.0
102.0
618.0
233.0
456.0
402.0
1645.0
421.0
""
267.0
132.0
22.0
31.0
""
1032.0
5021.0
377.0
876.0
22.0
""
103.0
50.0
35.0
285.0
410.0
""
""
738.0
247.0
694.0
120.0
239.0
9315.0
9604.0
21648.0
2340.0
16866.0
22855.0
283.0
128.0
41.0
2237.0
2881.0
25788.0
9826.0
""
82.0
24622.0
6754.0
5693.0
191580.0
87.0
45.0
716.0
550.0
776.0
106.0
324.0
3801.0
299.0
2727.0
97.0
2508.0
2076.0
46.0
""
300.0
""
""
""
318.0
89.0
6548.0
