kfr_native_pooled_pooled_p50
0.4879497
0.48871493
0.48927656
0.49803182
0.49025536
0.48371705
0.49753198
0.46516287
0.44975933
0.49153844
0.47712657
0.53892905
0.47560987
0.50189781
0.51519728
0.51154804
0.49222019
0.4876779
0.44107071
0.51804531
0.54314274
0.50241166
0.48587015
0.46850213
0.48947453
0.47897559
0.49774331
0.48879796
0.50918198
0.51760739
0.4961293
0.42115799
0.48602739
0.46494997
0.47443518
0.50091237
0.47076786
0.55474424
0.49978644
0.47245494
0.47744659
0.48878825
0.45680514
0.40576532
0.46782798
0.51849413
0.509992
0.49028838
0.47351432
0.47749791
0.46273896
0.46780884
0.4741475
0.53033286
0.50987411
0.47417587
0.43851262
0.49037531
0.51353019
0.42333519
0.47881937
0.49312598
0.47471762
0.47494295
0.53896004
0.47646549
0.49786004
0.32547623
0.44467217
0.45914066
0.28684571
0.33865136
0.38260353
0.37059444
0.46776599
0.50435555
0.38585389
0.44440818
0.46971437
0.43131524
0.4136169
0.22159962
0.38421822
0.45190457
0.33952031
0.3548688
0.30305097
0.4015719
0.3784996
0.43036687
""
0.46354321
0.44758093
0.46932447
""
0.36609057
0.42738399
0.48706791
0.4876048
0.49014038
0.50926584
0.54940635
0.47669819
0.48879549
0.4792352
0.46599501
0.47368103
0.46261743
0.49392137
0.51203072
0.48226586
0.47090197
0.47351453
0.49888933
0.52017421
0.50835288
0.50089985
0.52992523
0.48375568
0.5118733
0.49637261
0.50150317
0.53180909
0.50595182
0.48318872
0.52253741
0.49567452
0.49763983
0.46501836
0.47831586
0.51840836
0.48362049
0.48028025
0.50521952
0.51623011
0.49029991
0.48624733
0.51394546
0.51314706
0.47363469
0.4916372
0.50893784
0.50330544
0.48839545
0.50259805
0.45726356
0.50507355
0.50538182
0.49743688
0.50802016
0.49235684
0.503887
0.51315773
0.48654422
0.54559761
0.50150979
0.48902136
0.48396701
0.49592566
0.49635667
0.47458953
0.50516081
0.48262516
0.50865513
0.46117818
0.54247022
0.48029867
0.49459973
0.50323594
0.50062621
0.45805258
0.51320243
0.45034823
0.47492394
0.48789647
0.53836268
0.48234439
0.52218658
0.45576394
0.49969938
0.49276769
0.55177426
0.51451319
0.51370186
0.5307802
0.46615207
0.48815444
0.39522418
0.53331041
0.5047614
0.49668279
0.51539361
0.51036364
0.46271098
0.53302914
0.48669928
0.51534849
0.49494794
0.47520295
0.54826945
0.51322061
0.49036857
0.51118916
0.53424615
0.47842988
0.49398425
0.54904658
0.50943726
0.48528451
0.48915103
0.58945763
0.56495273
0.48920017
0.52162093
0.5206297
0.52156943
0.53426158
0.45223546
0.48504731
0.48300707
0.50311047
0.48657247
0.51092744
0.49878171
0.48498291
0.52785057
0.52435428
0.51113504
0.50675988
0.5122419
0.4989377
0.47354075
0.52053791
0.49048403
0.53761113
0.49569404
0.51694745
0.49295586
0.50155646
0.49966264
0.53225374
0.50890464
0.51186615
0.508802
0.49271223
0.53225881
0.53255534
0.52527857
0.58515632
0.46915194
0.52947414
0.55009854
0.54057288
0.58556515
0.54854453
0.5940975
0.46724951
0.52071542
0.53214222
0.54482085
0.46745366
0.59544754
0.54151618
0.5313983
0.54658866
0.49434483
0.52329928
0.54579633
0.51483029
0.48812976
0.53922296
""
0.48339847
0.61143649
0.52796894
0.58726972
0.6017701
0.52079177
0.56873012
0.52996892
0.52074856
0.54608279
0.57654047
0.52831358
""
0.54636115
0.50164413
0.5254342
0.58244216
0.53232354
0.58444637
0.51929981
0.59224087
0.58251077
0.53014523
0.48699656
0.61370814
0.51275837
