kir_imm_asian_male_p75
""
""
""
0.70609802
0.6161747
""
0.63295311
""
""
0.66424674
0.69671136
0.6514414
""
0.51742935
0.49604645
""
""
""
""
""
0.48593059
0.60925514
""
""
0.71805125
""
""
0.73967987
0.65241009
""
""
""
0.61946481
0.74773037
""
0.61325032
""
""
""
""
0.6938132
""
""
""
""
""
0.66017157
0.50431299
0.68926275
""
0.75175649
0.68283498
""
""
""
0.67873484
""
""
""
""
""
0.67786109
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.67381072
""
""
""
""
0.57655388
""
""
""
0.73410445
""
""
""
""
0.62632138
""
""
""
0.46271902
0.62979037
0.70481825
0.6474703
0.65168577
0.65496415
0.7341789
0.68878967
0.63067877
0.68400091
0.59436101
""
0.63549691
0.75291717
""
0.72729194
""
0.58061028
0.70612907
0.69436753
""
""
""
""
""
""
""
""
0.61793053
0.55759037
""
""
""
0.65040457
""
0.60975432
""
0.63522834
""
0.77102232
0.44151199
""
""
0.51808554
0.43903202
""
""
""
""
0.77696592
""
""
""
""
0.63556188
""
""
0.62597972
0.6234082
""
0.72631723
""
""
""
""
0.5874846
0.69992924
""
0.7095142
""
""
""
""
0.67033714
0.71466827
""
0.62845886
""
""
0.74190319
0.64138687
""
""
""
""
0.7157535
""
""
0.71296769
""
""
0.68824214
""
""
""
0.66766065
""
""
""
""
""
0.68629092
""
0.71402007
0.7283479
""
""
""
0.61575609
0.73207015
""
""
0.72540849
""
""
""
""
0.74985427
""
""
0.68231642
""
""
""
""
""
""
0.71394271
""
""
""
0.68947864
0.75522304
0.79030561
0.69172323
""
""
""
""
""
0.67003572
""
""
""
""
""
""
""
""
""
0.70565397
""
0.72176415
0.73149496
0.66221523
""
""
""
""
""
0.71665853
""
0.74585444
""
0.75176901
0.70804447
0.70728034
0.67251998
0.68580604
0.70081949
0.71099579
0.68805665
0.75996077
0.62462097
""
""
""
""
""
0.56032938
0.60693264
""
""
0.64881438
""
""
0.68986976
0.68217111
""
0.59085435
0.68930215
""
""
""
""
""
""
""
""
""
""
""
0.56280267
0.62669265
""
""
0.75926811
""
""
""
""
""
""
0.71067804
""
""
0.55745578
0.627038
0.69908953
""
0.63109708
0.46889383
0.43571526
""
0.65823698
""
""
""
""
0.69441736
""
""
0.72752452
""
0.72143978
0.61910158
0.62082809
""
0.68843579
0.66793054
""
""
0.67261565
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.56797838
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.69968081
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.73533827
""
""
0.67900544
""
""
""
""
""
""
0.6922015
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.63715577
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.73996812
0.63613576
0.60194403
""
""
""
""
""
""
0.6215505
""
""
""
""
0.6263631
""
0.51628226
""
""
""
""
0.86256164
""
0.55353546
""
0.67671025
""
""
""
0.68942159
""
""
""
""
""
""
""
0.70732653
""
""
0.70385879
""
""
""
""
""
0.89007103
""
""
""
""
""
""
""
""
""
0.6771816
""
0.64329529
""
""
""
0.77379316
""
""
""
""
""
""
0.61150444
0.69771099
0.75431991
0.5853247
0.7037456
0.68947488
""
""
""
""
""
""
""
""
""
""
""
0.56463295
""
""
0.68546164
""
""
""
""
""
""
""
0.65925914
0.64438701
0.67570966
""
""
""
""
0.64318645
""
""
""
""
""
0.64093363
""
""
""
""
""
0.6352731
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.64166331
0.65258306
0.63144034
""
""
""
""
""
0.64290661
""
0.66747367
""
0.60338455
""
""
""
""
""
""
0.57480276
""
""
0.47075894
""
""
""
""
""
""
""
""
0.63982558
""
""
""
""
""
""
""
""
""
""
""
0.71234286
""
""
""
""
0.62308091
0.6449824
0.63759524
0.67825192
0.63765997
0.67975599
""
""
""
0.64695126
0.68026078
0.68190932
0.60003555
""
""
0.63462442
""
0.68126875
0.64484543
""
""
""
""
0.50624108
""
0.73959905
0.64907908
""
0.61515063
""
""
0.66136283
""
""
""
""
""
""
0.56630898
""
0.65586501
