wgflx_rk_hisp_male_n
""
""
""
""
34.0
""
50.0
""
""
""
""
83.0
""
""
30.0
""
""
""
""
""
20.0
69.0
""
""
90.0
""
30.0
50.0
110.0
""
""
""
68.0
45.0
""
32.0
""
""
""
""
""
""
""
""
""
""
181.0
""
29.0
""
21.0
21.0
""
""
""
27.0
""
""
""
""
""
48.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
49.0
""
""
""
""
58.0
""
""
33.0
28.0
""
""
""
""
""
""
""
""
57.0
537.0
135.0
85.0
2644.0
399.0
148.0
87.0
626.0
76.0
100.0
""
49.0
27.0
""
48.0
""
35.0
51.0
43.0
""
""
""
""
""
""
""
""
29.0
35.0
""
""
""
322.0
""
""
""
35.0
""
21.0
36.0
""
""
37.0
""
""
""
""
""
21.0
""
""
""
""
32.0
""
""
60.0
23.0
""
""
""
""
""
""
22.0
136.0
""
825.0
""
""
""
36.0
437.0
59.0
""
89.0
""
""
65.0
193.0
""
""
""
""
55.0
""
""
67.0
""
""
26.0
""
""
22.0
53.0
""
""
""
37.0
""
119.0
22.0
85.0
59.0
21.0
""
22.0
46.0
75.0
""
""
40.0
""
""
""
""
214.0
""
71.0
163.0
""
""
""
""
""
""
62.0
""
""
""
60.0
42.0
28.0
""
""
""
""
""
""
""
""
""
""
""
""
20.0
""
""
""
49.0
""
""
182.0
""
""
""
""
""
""
60.0
""
58.0
""
144.0
158.0
77.0
159.0
4176.0
165.0
1761.0
608.0
77.0
34.0
""
""
""
""
""
""
""
""
""
172.0
""
""
520.0
50.0
""
103.0
514.0
""
""
""
""
""
""
""
""
""
22.0
""
""
210.0
""
""
""
""
""
""
""
""
""
32.0
""
""
""
41.0
37.0
""
22.0
27.0
""
""
43.0
""
""
""
24.0
26.0
""
""
73.0
""
63.0
97.0
246.0
25.0
2749.0
102.0
""
""
114.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
49.0
""
""
""
""
""
""
""
""
35.0
35.0
""
""
""
20.0
""
""
23.0
40.0
""
22.0
""
""
120.0
""
""
""
""
""
""
190.0
""
""
192.0
25.0
""
""
""
""
""
""
""
""
""
22.0
""
""
""
""
217.0
878.0
""
""
21.0
""
""
""
""
""
""
""
""
""
""
""
""
53.0
113.0
""
""
""
""
20.0
""
215.0
23.0
""
""
""
""
""
22.0
""
24.0
""
""
32.0
""
50.0
""
129.0
""
""
""
1592.0
76.0
""
80.0
""
123.0
""
96.0
254.0
67.0
36.0
165.0
28.0
""
""
""
99.0
54.0
""
""
32.0
20.0
20.0
33.0
152.0
""
""
618.0
""
1967.0
56.0
25.0
""
275.0
86.0
28.0
33.0
46.0
21.0
496.0
1646.0
702.0
87.0
201.0
2366.0
93.0
49.0
""
102.0
29.0
""
51.0
90.0
96.0
63.0
""
29.0
106.0
""
""
58.0
""
""
""
33.0
27.0
136.0
23.0
142.0
727.0
1379.0
27.0
93.0
52.0
39.0
42.0
27.0
""
26.0
""
""
207.0
""
25.0
""
""
""
49.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
22.0
""
""
""
""
""
""
""
""
""
""
""
""
""
191.0
""
33.0
67.0
198.0
""
""
37.0
685.0
""
1310.0
40.0
726.0
52.0
""
74.0
67.0
""
50.0
25.0
39.0
20.0
101.0
34.0
""
""
""
""
""
""
78.0
329.0
27.0
61.0
""
""
""
""
""
24.0
40.0
""
""
54.0
""
37.0
""
""
535.0
621.0
1359.0
149.0
1064.0
1481.0
""
""
""
136.0
177.0
1615.0
599.0
""
""
1558.0
449.0
356.0
12641.0
""
""
50.0
35.0
62.0
""
24.0
257.0
""
184.0
""
180.0
146.0
""
""
20.0
""
""
""
24.0
""
458.0
