has_dad_other_female_p50
0.85359997
0.84658271
0.53404808
0.82404536
0.79717958
0.87411189
0.79637706
0.81846893
0.81871849
0.79750133
0.81090313
0.76656085
0.8193661
0.81713212
0.8232953
""
0.89076012
0.79581296
0.92537075
0.82524961
0.7802918
0.86832815
0.8326233
0.79247475
0.75766581
0.77148062
0.88737178
0.86482322
0.82373387
0.71492189
0.84996319
0.80882096
0.76294768
0.81249088
0.79664081
0.83459264
0.89163888
0.77431381
""
""
0.70314103
0.85961026
""
""
0.71526682
0.71801281
0.78949463
0.87893355
0.81997001
0.82485366
0.87238753
0.824929
0.6751734
""
""
0.81386358
0.80047268
1.0104882
""
0.86612087
0.79344028
0.78269601
""
0.8678323
0.97296751
0.84236079
""
""
0.97159505
0.95592439
0.76794821
0.84791815
0.90462118
0.81944287
0.81357509
""
0.83560079
0.8631354
0.86759526
0.74587369
0.7334612
0.85022259
0.8958199
0.84792596
0.79539317
0.85088652
0.81401992
0.89544582
0.85409278
0.8761937
0.83933097
0.88122106
0.85861707
0.80192584
0.94976276
0.88702804
0.84058928
0.83300143
0.7849167
0.84798819
0.78035027
0.77047366
0.76455718
0.78428441
0.81441981
0.80268389
0.79667675
0.81580937
0.86693788
0.84486026
0.76501441
0.9067108
0.79806149
0.81317538
0.81057543
0.76645905
0.83281052
0.80046511
""
""
0.86184865
0.79386407
0.79994535
0.92091626
0.76252806
0.80414522
0.83734649
0.80530256
0.83307934
0.80764055
0.7522164
0.86447138
0.86907363
0.90852213
0.79741645
0.81747979
0.81116545
0.86640978
0.64056695
0.7691794
0.73500639
0.82986373
""
0.77852917
0.85453999
""
0.8908999
0.82851195
0.93306363
0.87675399
0.91282666
0.80739725
0.78915298
0.68491083
0.88243133
0.79363847
0.65153015
0.80300468
0.9229216
0.88638675
""
""
0.76982152
0.73181611
0.76365143
0.73809743
0.86727232
0.88754666
0.8548249
0.77802062
0.7208373
0.68824631
0.76680446
0.77067786
0.82891876
0.90499288
0.75458193
0.74050021
0.81221485
0.79721671
0.90304261
0.89247704
0.76807672
0.83622676
0.80015683
0.74645048
1.0120654
0.82763052
0.74233395
""
0.89774573
0.91993785
0.74887162
0.82951689
0.90783304
0.84609723
0.82509202
0.82517058
0.77850175
0.84168285
0.76940566
0.82135427
0.80838245
0.7670126
0.80077201
