kir_hisp_female_p10
0.46166059
0.43338323
""
""
0.38435587
""
""
0.34118158
""
""
0.34768406
""
""
""
""
0.49657616
0.41569981
""
""
""
""
0.31897187
0.39582247
""
0.28685382
0.19126321
0.3239969
0.38986257
""
0.40205783
0.45796517
""
""
""
0.32047224
0.41342464
0.3124676
""
0.38311812
""
0.34465867
0.38683569
""
""
0.34277144
""
""
0.3182525
0.31598634
""
0.34212714
0.30744863
""
""
""
""
0.39859539
0.260066
0.34620023
""
0.42819279
0.21868826
0.32437149
0.2626375
""
""
""
""
""
0.42915463
""
""
""
""
0.37899393
""
""
0.5039947
0.47410244
0.52386755
0.28565383
""
""
0.34316894
""
""
""
""
""
""
""
""
""
""
""
""
0.34994268
0.35458076
0.37684992
0.3575094
0.35169202
0.24697326
0.35364944
0.38315842
0.35272226
0.35021159
0.36978132
0.36312217
0.37110192
0.36999992
0.37021676
""
0.29999003
0.3674719
0.38557187
0.22644421
""
""
0.38235581
0.29050076
0.40694815
""
0.5700897
""
""
0.24693491
0.29436278
0.37484932
0.3272565
""
""
0.26288953
""
0.33827168
0.26234922
""
0.33734536
""
0.3728874
0.28238255
0.40621504
0.18657893
0.31647626
""
""
0.38230485
0.32929206
""
""
""
""
""
0.42613414
0.27892464
""
""
0.30732125
0.3565197
""
""
""
""
0.44514868
""
""
""
""
0.45871937
0.38118753
""
0.34366515
""
0.30809012
0.35813612
0.29855907
""
0.3511931
0.33981681
0.35787296
""
0.28870991
""
0.33533496
0.43471575
""
0.39735568
0.42652074
""
0.4261288
0.34783426
0.45213914
0.39462444
0.42367959
0.34175634
0.39933914
0.35315982
0.33981225
0.40848678
0.37841091
0.45336115
0.38375801
0.35349685
0.37865913
0.29159981
0.42486766
0.36327764
0.48285592
0.41622359
0.35342357
0.36102909
0.26764208
""
0.39358234
0.3954221
0.34431151
0.41875288
0.38747087
0.25513226
0.38332134
0.38813943
0.40268075
0.38670734
0.40100935
0.46201321
0.37036288
0.40432811
0.46078429
0.40336058
0.41518971
0.39850038
0.37028489
""
0.35700276
0.39743909
0.41567516
0.37362224
0.34820777
0.39106303
""
0.36784735
0.41822264
0.42142734
0.39966023
0.37355286
0.38825455
0.33448583
0.40130576
0.41033304
""
0.32636192
0.39208466
0.39115283
0.44524568
""
""
0.37123844
0.34404981
0.34713301
""
0.34663793
0.3767159
""
0.4164786
0.3746905
0.41919839
0.34284469
0.31426206
0.39348012
""
""
0.35772753
""
0.35669994
""
0.40252906
""
0.32898906
0.34496373
0.35364839
0.36245319
0.35854459
""
0.41020149
0.35979232
""
0.38683158
0.36220497
0.28106749
0.34780797
0.35595611
""
0.3852784
0.30624804
0.4037421
0.40017968
0.33670813
0.34046406
0.35506272
""
0.28050297
""
""
""
""
0.41308361
0.26892704
0.35768932
0.27511358
0.42412761
0.39525226
0.38241646
0.38046989
0.39233333
0.37260965
0.42043284
0.38563201
0.36127514
0.38756436
0.35616839
0.46399567
0.42260122
""
0.35737908
0.42696354
0.37023193
0.44130549
0.2660692
0.38064072
0.43192178
0.35112244
0.39161688
0.28482741
0.29435498
""
0.387676
0.3631146
0.38409939
""
0.33321673
0.27879971
0.4175559
""
""
0.34891808
0.33103958
0.35267547
0.38899443
0.40414616
""
0.33023515
0.34042275
0.44518435
""
0.37911007
0.38736093
0.41774184
0.35375103
""
""
0.36535332
0.40861839
0.33720455
0.45346323
0.43270597
0.29642799
0.38289866
0.3359001
0.39782175
0.39913294
0.41267052
0.3689959
0.40417266
0.3573834
0.31121969
0.40846229
0.37215668
0.36290237
0.38426334
0.42567036
0.32662159
0.37380183
0.45093644
""
0.37469885
0.32220423
0.44149795
""
0.31214759
0.40765244
""
""
0.25292078
""
0.3688693
0.37158528
0.24386251
0.40688595
0.35327739
""
""
""
0.26694268
0.23957756
0.4513346
""
""
0.34682503
""
0.36118194
0.27473268
""
0.37845242
0.27826968
0.4071047
0.36832118
0.38400194
""
0.37783104
""
0.39272413
0.45060259
0.30367312
0.38251746
0.43102008
0.30572647
""
""
""
""
0.34878007
0.37952828
""
""
0.26758721
0.29899168
""
