has_mom_black_female_p75
0.9763242
0.95814186
1.0949652
0.93567318
0.9654789
1.0204983
0.96270788
1.0162624
1.1854523
0.94629759
0.98283964
0.95736527
""
1.0314412
0.97601187
""
""
0.98330402
""
1.1011633
1.0090677
0.97809994
0.96376687
0.94717336
0.96308607
1.097465
1.0016322
1.0203158
0.95249832
0.942563
0.98305446
0.9705199
0.95407212
0.97039622
0.98605204
0.99856991
1.0154399
1.0233203
1.2175982
1.0666428
0.97368747
1.0277286
0.96735227
1.2342238
0.94389582
0.93323845
0.9217971
0.93813723
0.92409557
1.0491173
0.94306839
0.96667922
0.91489011
0.094923742
0.95438534
0.94210547
1.0118475
1.1418668
0.99668038
0.94486886
0.95038074
0.96203887
1.055768
1.0589168
0.98074687
0.94348514
""
0.99398291
1.0449764
0.83675569
1.0471305
1.1082567
1.0015013
0.99613863
0.97963125
1.0175593
1.0225325
0.96008807
1.0740489
0.94252145
1.0451804
0.92008549
0.93183637
0.93903774
0.95375162
0.95972759
0.99819332
0.97096759
0.93424267
0.94915402
0.90885264
0.85186219
0.89987916
0.94953072
1.0029582
""
0.93241215
0.96286333
0.95221013
0.95387715
0.95368981
0.93527347
0.95194793
0.90760541
0.93996656
0.95588845
0.92076278
0.94967824
0.99514127
0.95311171
0.95414066
0.99762994
0.96978939
0.92608535
0.96329522
0.98192072
0.94971424
0.94333398
0.91016018
0.902542
0.984487
1.0145282
0.93686837
0.98722816
1.0282457
0.93678075
0.96131647
0.94060671
0.96844596
0.91216838
0.93944263
0.91865134
0.96920717
1.0380497
0.99471885
1.0663017
0.96051747
0.98724031
0.92515814
0.94689995
0.96912253
0.95616156
0.90829659
1.1867437
0.93928206
0.89910567
1.0229545
0.99262917
0.98995155
1.032075
0.97238487
0.93530059
0.97718555
0.96239942
0.9721632
0.95086318
0.93188262
0.98314756
1.1257762
0.97889942
0.99962765
0.94368958
0.96222734
0.9259668
0.94840527
0.92149335
1.2149483
0.97688949
""
0.94987124
0.89886403
0.94806987
0.97052366
0.87118351
0.96782416
""
0.92294967
0.9532972
0.94219911
""
0.96549594
0.93896747
0.93924427
0.95760846
0.9801867
0.92797339
