kfr_white_female_p50
0.50640994
0.50691783
0.51979142
0.48127434
0.50069952
0.57128912
0.51683044
0.4941335
0.47740769
0.47714016
0.50499034
0.56044275
0.53304553
0.51990426
0.5176844
0.52838939
0.49696288
0.53195798
0.45566183
0.54587996
0.53269386
0.51054215
0.51590049
0.52837002
0.49962345
0.51642209
0.51863122
0.50128967
0.54777145
0.52427143
0.51801467
0.55142534
0.53319228
0.51335686
0.50803089
0.50334007
0.51839566
0.53523332
0.51384521
0.49883825
0.50803852
0.49284726
0.5560295
0.49119315
0.50332522
0.54406202
0.5139156
0.49825373
0.51269364
0.50393021
0.51801598
0.49858409
0.57456177
0.5539785
0.53333116
0.5005002
0.46685904
0.49991396
0.522008
0.52087533
0.48945999
0.50992721
0.52717435
0.48427334
0.52488297
0.53010273
0.51069099
""
""
0.48810589
0.51294374
""
0.49518391
""
0.48324984
0.52776217
0.48096985
0.47118056
0.48762515
0.48260242
0.46185008
""
""
0.4536747
0.39613649
0.56373221
""
0.5052126
0.4377282
0.49053943
""
0.47314006
0.45101064
0.43221623
""
0.52988487
0.55610013
0.50997591
0.53513348
0.5101766
0.54308909
0.50401026
0.49730203
0.52599043
0.49789247
0.53946859
0.51047504
0.4856357
0.52233583
0.51750296
0.50607264
0.52890193
0.50921756
0.5102458
0.52846235
0.52538282
0.51663876
0.54033422
0.50923342
0.51037902
0.53872269
0.50895774
0.51536107
0.52553087
0.53910273
0.53162879
0.51281059
0.48939642
0.51038855
0.49523589
0.54031831
0.529679
0.50902635
0.52553618
0.52688611
0.48103857
0.50300109
0.53462315
0.49973708
0.50463015
0.5211724
0.51213783
0.51777506
0.50780278
0.51039916
0.49195912
0.49980083
0.55357665
0.48939714
0.59139961
0.53733623
0.48534918
0.53989595
0.50397557
0.54999483
0.50165129
0.50743151
0.50247359
0.52102536
0.49156451
0.518538
0.54131091
0.52746403
0.51275742
0.50471699
0.54803723
0.47042179
0.51398331
0.50457025
0.50530589
0.51148003
0.50612813
0.50967151
0.49026036
0.49832156
0.551961
0.5091784
0.53212488
0.4760347
0.53860599
0.52675289
0.52699929
0.52876765
0.52939004
0.49349666
0.48495644
0.55567622
0.48939297
0.54325056
0.518655
0.50277203
0.55434781
0.55553311
0.47317213
0.55491376
0.53516155
0.51765072
0.50947583
0.5225358
0.56323606
0.52561975
0.51694775
0.52244729
0.52283859
0.56321883
0.52155757
0.57438886
0.52934724
0.5129869
0.51745057
0.5837701
0.5807032
0.5329594
0.55092978
0.53848857
0.56791312
0.5582974
0.52656573
0.52152807
0.52986443
0.55540079
0.52108586
0.55190599
0.59072143
0.52483517
0.53904551
0.58275092
0.54426944
0.56668788
0.54383808
0.51913327
0.51903814
0.54323983
0.52277243
0.54754204
0.52075869
0.51815856
0.50136316
0.55518168
0.5245955
0.5361107
0.54699767
0.54615062
0.4999488
0.51460177
0.5376265
0.56551445
0.54447329
0.54467428
0.54908186
0.55900669
0.55234724
0.55158049
0.59875625
0.58274335
0.63566041
""
0.52857262
0.47001389
0.55753517
0.52958411
0.54485834
0.56745648
0.57250601
0.56061089
0.52061909
0.51870984
0.55802697
0.5015232
0.49703208
0.58637333
""
0.54704452
0.55509627
0.55680466
0.61787617
0.60130334
0.50404245
0.57771742
0.55135196
0.56400299
0.58338326
0.58419693
0.54139358
""
0.53089941
0.51502758
0.5282566
0.58608264
0.54546201
0.57902342
0.53616726
0.58731961
0.56037897
0.53993994
0.5158307
0.5994612
0.54671729
0.56281948
0.58583432
0.59524095
0.60646057
0.64519143
0.56270015
0.53637433
0.57542455
0.55774635
0.61391491
0.60037988
0.57150418
0.53897238
0.56313795
0.56576496
0.52359205
0.5549382
0.50809568
0.51315373
0.51639646
0.51132798
0.55335051
0.52893788
0.47495085
0.49583137
0.46495795
0.49733487
0.53720981
0.46199968
0.50678414
0.49006385
0.48420542
0.53266013
0.47542903
0.47959432
0.43241242
0.49057692
0.49653065
0.5071913
0.4506968
0.49380437
0.46521598
0.49196368
0.48875993
0.49972826
0.51901042
0.46413741
0.4830561
0.48514172
0.49755004
0.52030498
0.49830011
0.50499934
0.50480473
0.5127207
0.4868629
0.50389868
0.52989167
0.49094024
0.50912309
0.48984587
0.49418584
0.48510575
0.51950961
0.54169774
0.51808655
0.47971833
0.50509518
0.47751909
0.50285357
0.48695967
0.52842844
0.48072132
0.50722533
0.4895013
0.46856183
0.50412446
0.48998529
0.49746177
0.52179664
0.530424
0.48949486
0.48384354
0.4793191
0.47712216
0.49490449
0.49087873
0.49503252
0.49974298
0.50946051
0.43310791
0.51604152
0.55134124
0.50184822
0.50232756
0.48922777
0.47911006
0.49795634
0.47668982
0.48971307
0.4940508
0.50301743
0.49129066
0.50462627
0.50892377
0.51129872
0.47917059
0.51368952
0.50601953
0.50308543
0.50064319
0.47963732
0.50710803
0.50830066
0.50078267
0.46048182
0.51761335
0.52713704
0.48447505
0.47890341
0.48364392
0.53979135
0.51041764
0.49512661
0.5166409
0.50027049
0.48767498
0.43974838
0.48557624
0.50560313
0.4774451
0.52206707
0.54425085
0.50442767
0.47666612
0.49524722
0.49246779
0.53065795
0.49889544
0.50694001
0.49866483
0.51481164
0.50798506
0.49436107
0.56647182
0.47951129
0.5143708
0.50653446
0.57048112
0.47745931
0.4558773
0.48645201
0.49107864
0.52994204
0.49421668
0.54320604
0.50540304
0.50787711
0.50341678
0.47285894
0.47043484
0.50579089
0.48057097
0.49073637
0.49882767
0.5154928
0.4796482
0.472078
0.48250431
0.51030862
0.52892178
0.49651963
0.50111705
0.47462592
0.48584369
0.50972456
0.50195599
0.50030518
0.52476323
0.45456371
0.51724666
0.48347622
0.4774676
0.47606137
0.47085521
0.48919064
0.51050705
0.47421628
0.49382916
0.52065843
0.48387679
0.49161613
0.48800758
0.44562849
0.49059618
0.46833792
0.54290789
0.50613469
0.48693958
0.49386379
0.4888027
0.49998128
0.51602232
0.47205174
0.48563525
0.47599825
0.48488995
0.46944326
0.53206462
0.48024395
0.51665127
0.51395398
0.5051682
0.45865452
0.48448575
0.50101757
0.53798807
0.5142678
0.49509352
0.56372219
0.4899773
0.52173007
0.52820754
0.56482148
0.53623426
0.50438368
0.49810827
0.48846203
0.56232309
0.48876572
0.52001286
0.50228429
0.49693829
0.49022192
0.46461755
0.49228376
0.50790715
0.48543951
0.5043726
0.48684788
0.5365898
0.46495986
0.51821095
0.47478387
0.51060158
0.56188303
0.46300882
0.49935284
0.52256137
0.52640575
