wgflx_rk_pooled_male_p1
0.30287394
0.33438787
0.28263381
0.32960531
0.36128822
0.29246917
0.33356804
0.30826709
0.29578352
0.34704944
0.34612224
0.36166832
0.28998336
0.28399813
0.31814668
0.31116852
0.21836576
0.36408368
0.29416084
0.33830547
0.35042968
0.32588202
0.34873477
0.30797061
0.35361299
0.34435332
0.32176617
0.30036584
0.36807072
0.31802857
0.38487855
0.42808494
0.40016195
0.39007336
0.30026063
0.34603128
0.29269582
0.37642929
0.42169893
0.27507558
0.33619383
0.33380085
0.35756418
0.4262886
0.33217719
0.30495891
0.39768153
0.4629795
0.41560256
0.37734392
0.3959524
0.42682868
0.36054942
0.38504705
0.39153108
0.35770729
0.40428674
0.39690369
0.42261773
0.39114305
0.3521156
0.39873064
0.26524863
0.44178978
0.40624946
0.37817442
0.36799121
0.32946435
0.28610471
0.30546981
0.32549661
0.36209762
0.28139389
0.34630311
0.36775449
0.30701742
0.32358485
0.31264982
0.25850254
0.32562843
0.28705195
0.31025198
0.30726898
0.32975283
0.33442506
0.31242877
0.30322054
0.34095207
0.37253338
0.32353061
0.35207555
0.35620978
0.27154702
0.3762894
0.31916612
0.32816595
0.34812573
0.37173399
0.38138819
0.36388966
0.38697428
0.41652066
0.41021872
0.38378504
0.4148902
0.38711485
0.38236421
0.38052019
0.3295427
0.33638096
0.37208256
0.3525176
0.33635885
0.36438456
0.3789354
0.36153606
0.37503541
0.29243654
0.33499762
0.35740805
0.29361492
0.31673279
0.40105131
0.33544084
0.28958535
0.34600782
0.35486943
0.3228513
0.32459265
0.31919688
0.379949
0.316066
0.40718606
0.34417823
0.34060934
0.33128807
0.36948341
0.3284272
0.31875822
0.32051548
0.37725908
0.34249648
0.32926601
0.31401834
0.36462751
0.26952419
0.33484054
0.27214178
0.34179857
0.27527931
0.40288612
0.35226455
0.39195728
0.33392724
0.38816106
0.3707349
0.35715783
0.32613888
0.41224477
0.39835739
0.32364795
0.40709865
0.40273091
0.44181445
0.33895886
0.48231661
0.43182728
0.42908412
0.33502212
0.34049064
0.38612196
0.3742657
0.32652667
0.3479566
0.30471733
0.33583209
0.34983501
0.35522422
0.40104991
0.37837315
0.35061994
0.36650327
0.34926942
0.31500667
0.3151221
0.36487192
0.24905398
0.4022238
0.31375998
0.36880025
0.34746516
0.33771667
0.38058451
0.39039576
0.34475118
0.42255315
0.40144902
0.40995204
0.37372798
0.40004143
0.36002529
0.38804799
0.40565389
0.39065391
0.38064346
0.34579667
0.33067903
0.38025564
0.36716008
0.38368344
0.34057584
0.38161644
0.43413407
0.34887755
0.4387224
0.35516843
0.39055404
0.36766699
0.35276738
0.35378256
0.38917425
0.39804855
0.37767676
0.36993477
0.36511225
0.36568201
0.41220942
0.38278839
0.41768646
0.36721608
0.39424175
0.3949284
0.44763684
0.42223451
0.35985592
0.33815295
0.49390557
0.42991993
0.5033474
0.42882678
0.36336839
0.42179769
0.38095921
0.40167907
0.39775789
0.40992057
0.35599005
0.39590973
0.37011349
0.36774796
0.40587062
0.39760572
0.38978165
0.40479827
0.37422395
0.4050079
0.35264063
0.42899263
0.36528903
0.42332798
0.36886185
0.45272332
0.40499365
0.37885538
0.46775612
0.49186021
0.49081495
0.50748074
0.45544717
0.40945008
0.38455576
0.37977877
0.39140761
0.3555733
0.2731463
0.35449141
0.35400003
0.34803686
0.37149534
0.37663081
0.47194529
""
""
0.49466664
0.41387972
0.39512894
0.43634227
0.45698658
0.37352291
0.39764172
0.46988997
0.42986998
0.35161608
0.36782771
0.42053708
0.4254486
0.34907886
0.40427622
0.38632572
0.39872238
0.42818975
0.41789868
0.38348275
0.41957501
0.4258202
0.37617537
0.3965683
0.36389491
0.41626737
0.37168956
0.44041097
0.42259711
0.40481347
0.37547913
0.36385554
0.38022327
0.40387726
0.3657037
0.37019345
0.39256072
0.37496868
0.3824372
0.42499456
0.37957972
0.39177707
0.38971499
0.40383032
