stayhome_other_female_mean
0.085318163
0.19516732
""
""
""
""
""
0.12316812
""
""
""
""
""
""
""
0.17178147
0.1041871
""
""
""
""
0.23080154
0.11990261
0.089242518
0.11811043
0.063631788
""
0.11661197
""
""
""
""
""
""
0.13173988
0.17803714
0.18084447
""
0.13660441
0.1777235
0.18231982
0.14199303
""
""
0.10958432
""
""
0.12625378
0.12421939
""
0.12257661
0.12842013
""
""
""
""
0.074736603
""
0.15049328
""
0.32489949
0.17903659
0.080601528
""
""
""
""
""
""
0.18566287
""
""
""
""
0.1280787
""
""
0.15402161
0.24371774
0.20700626
0.004670911
""
""
0.20154494
""
""
""
""
""
0.10534137
""
""
""
""
""
""
""
0.11832508
0.16845343
0.063080326
""
""
""
0.1487518
0.10694999
0.18454884
0.13820826
0.17012848
""
0.10393603
0.0837892
""
""
0.063761204
0.10675223
""
""
""
""
""
""
""
""
""
""
""
0.17156099
0.086610094
""
""
""
""
""
0.098180458
""
""
0.14859137
""
""
""
""
""
""
""
""
0.1618668
""
""
""
""
""
""
""
0.32974732
""
""
0.16288365
0.040170927
""
""
""
""
""
""
""
""
""
""
0.0015660359
""
0.13891707
""
""
0.11530988
""
""
0.13415822
""
""
""
""
""
0.10320777
0.022952911
""
""
0.22757871
""
0.12981953
0.14498925
0.14585692
""
0.1835309
0.1180367
0.11648715
0.15621877
0.099079505
0.11236488
0.16496132
""
0.14537884
0.15783118
0.13286407
0.020672919
0.23183922
0.11439511
0.16873714
""
0.072652504
0.16631614
""
""
0.17160991
0.18912269
0.15954107
0.21137223
0.13722928
""
0.16040254
0.16646534
0.15586394
0.18263914
0.18881287
0.26365998
0.17419805
0.16823161
0.26182514
0.14456108
0.20348579
0.18928078
0.12323035
""
0.058198538
0.17810176
0.12816909
0.13072771
0.13475676
0.05836387
""
0.16953051
0.13770641
0.16346225
0.15735017
0.1156727
0.14070499
""
0.14702745
""
""
""
0.086557895
0.10232511
""
""
""
""
""
""
""
""
0.18325914
""
0.16996433
""
0.20397918
0.17085667
0.070061184
0.065348543
""
""
""
""
""
""
0.11732458
""
""
""
0.10846376
0.099842563
""
""
""
0.11662099
""
""
0.18838175
0.065581821
""
""
""
""
""
""
""
0.14859563
""
""
""
""
""
""
""
""
0.14633738
""
0.13116404
""
0.18443663
0.17261496
0.127882
0.12917483
0.18636127
0.16483583
0.16353558
0.077184968
0.13732658
0.16952977
0.20343803
0.19060622
0.13047501
""
0.15391877
""
0.15524347
0.24332297
""
0.11661963
0.09667059
0.11511657
0.22289264
0.12813744
""
""
0.14730847
0.14059764
0.060045481
""
0.11767482
""
""
""
""
""
""
0.11496169
0.14502433
0.15672489
""
0.14092578
0.090310782
""
""
0.12854572
0.12967065
0.16235082
""
""
""
0.17608513
0.13984132
0.08054965
0.21683154
0.19625795
0.21491469
0.12908439
""
0.21155787
0.20653154
0.16939153
0.17747119
0.1294398
0.17485598
0.076156601
0.14465031
0.15631357
0.11230611
0.077316336
0.20657115
""
0.10000473
""
""
0.12625216
-0.0061807255
0.10731711
""
""
""
""
""
""
""
0.16866283
0.075258203
""
""
0.23971178
""
""
""
0.031305984
""
""
""
""
0.11497183
""
0.22322816
0.15601321
""
0.21617402
0.1652157
""
0.11701094
0.087631397
""
