kir_imm_other_female_mean_se
""
""
""
""
""
""
0.049794443
""
""
""
""
0.042526186
""
""
""
""
""
""
""
""
""
0.03486155
""
""
0.044826146
""
""
0.035064962
0.024060048
""
""
""
0.036663894
0.028875748
""
0.054937176
""
""
""
""
""
""
""
""
""
""
0.043441229
""
""
""
0.045059863
""
""
""
""
""
""
""
""
""
""
0.074491344
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.056927063
""
""
""
""
0.043916896
""
""
0.044678472
0.060250748
""
""
""
""
""
""
""
""
""
0.022111705
""
0.056920704
0.014102919
0.02645215
0.046041541
0.032390997
0.023725174
0.065890729
0.027604705
""
""
""
""
0.047650062
""
0.05566863
""
0.042774409
""
""
""
""
""
""
""
""
""
0.048398558
""
""
""
0.024000317
""
""
""
""
""
""
0.040732708
""
""
""
0.038941644
""
""
""
""
""
""
""
""
""
""
""
""
0.023074316
""
""
""
""
""
""
""
0.056170963
0.022284701
""
0.011757373
""
""
""
""
0.020919437
""
""
""
""
""
""
0.039133079
""
""
""
""
0.036003545
""
""
0.042809639
""
""
""
""
""
0.036227766
0.0463957
""
""
""
""
""
""
""
""
""
""
""
""
""
0.041773092
""
""
""
""
""
""
""
0.059534509
""
""
0.032046925
""
""
""
""
""
""
0.044897333
""
""
""
0.041781954
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.047139574
""
""
0.033789247
""
""
""
""
""
""
0.062738702
""
""
""
0.068071358
0.058305442
0.050044499
0.032152534
0.0082301209
0.045417372
0.013516369
0.018187858
0.058972187
0.069546759
""
""
""
""
""
0.070103131
""
""
""
0.01900747
""
""
0.01348339
0.032715522
""
0.055072062
0.023643797
""
""
""
""
""
""
""
""
""
""
""
""
0.02355128
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.035628811
""
0.014031863
0.073886111
0.055258363
""
0.03920668
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.060389757
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.03954985
""
""
""
""
""
""
0.025021685
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.021797229
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.036860656
""
0.04825297
""
""
""
""
""
""
0.03073029
""
""
""
""
""
""
""
""
""
""
""
""
""
0.040107079
""
0.042841081
""
""
""
0.034815084
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.036012668
""
0.022883622
""
""
""
""
""
""
""
""
""
""
""
0.045706056
""
""
0.018140594
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.029153541
0.028148374
0.020958466
""
""
""
""
0.03328108
""
""
""
""
""
0.031151857
""
""
""
""
""
0.033034693
""
""
""
""
""
""
""
""
""
""
""
""
0.05659306
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.010321314
0.043204688
0.031593673
""
""
""
""
""
0.052137282
""
0.023120252
""
0.026978794
""
""
""
""
""
""
0.038111843
""
""
0.045140468
""
""
""
""
""
""
""
0.053001754
0.021958262
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.029891182
0.032627895
0.026900029
0.042879667
0.013152992
0.014087064
""
""
""
0.037751213
0.052331124
0.0097050667
0.017477851
""
""
0.011377977
""
0.040851951
0.0062732813
""
""
""
""
0.043475337
""
""
0.021236464
""
0.031548575
""
""
""
""
""
""
""
""
""
""
""
0.01034007
