grad_asian_male_p100
""
""
""
""
""
""
0.54182667
""
""
""
""
0.17967476
""
""
1.8721302
""
""
""
""
""
""
0.29274008
""
""
0.76226515
""
""
""
0.39910176
""
""
""
0.47579435
0.61687541
""
0.056507088
""
""
""
""
""
""
""
""
""
""
0.3663207
""
1.2433008
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.59691101
""
""
""
""
0.51850027
""
""
""
""
""
""
""
""
""
""
""
""
""
0.39444697
1.5419326
""
0.50741643
0.37750167
""
""
0.43196785
1.0649304
0.59139341
""
""
""
""
0.36981049
""
0.61983085
""
0.86844569
""
""
""
""
""
""
""
""
""
""
""
""
""
0.61978191
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.34060386
""
""
""
""
""
""
""
""
0.5477308
""
0.50720483
""
""
""
""
0.45607471
0.47257224
""
""
""
""
""
0.42587733
""
""
""
""
0.97959608
""
""
0.38087037
""
""
0.51223683
""
""
""
0.84885556
""
""
""
""
""
0.5393151
""
""
""
""
""
""
0.95726353
0.50297725
""
""
""
""
""
""
""
""
""
""
0.75023955
""
""
""
""
""
""
0.59130991
""
""
""
0.63386959
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.99875867
""
""
0.64375323
""
""
""
""
""
""
0.32589397
""
1.3560332
""
0.67610216
0.55323005
0.70900708
0.47320205
0.4792507
0.37951359
0.49089679
0.62293845
0.62366915
""
""
""
""
""
""
0.90979511
""
""
""
0.31816068
""
""
0.5440352
0.63379371
""
0.30361784
0.59656936
""
""
""
""
""
""
""
""
""
""
""
""
0.22809689
""
""
""
""
""
""
""
""
""
""
""
""
0.48312292
-0.11728106
""
""
0.29716432
1.854038
""
""
0.7893551
""
""
""
""
""
""
""
""
""
0.44070199
0.75820416
0.3421399
""
0.52440882
0.99314666
""
""
0.53218472
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.77888602
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.10252638
""
""
0.55954444
""
""
""
""
""
""
0.065870896
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.41339153
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.43237153
""
""
""
""
""
""
0.36585033
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.75023431
""
""
""
0.73803955
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.57059574
""
0.3772606
""
""
""
""
""
""
""
""
""
""
-0.44653997
""
""
""
0.49492607
0.99999839
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
1.1783744
0.61441457
0.61886621
""
""
""
""
""
""
""
""
""
""
0.51331121
""
""
""
""
""
0.16359283
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.25372371
-0.041447196
0.28295243
""
""
""
""
""
0.53243154
""
0.20692311
""
0.40944397
""
""
""
""
""
""
0.68977267
""
""
""
""
""
""
""
""
""
""
""
0.5152458
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.39513165
0.45285338
0.44037935
0.33484602
0.3316074
0.34852219
""
""
""
0.37411281
0.29490182
0.27732053
0.27833313
""
""
0.22112574
""
0.17077814
0.35198233
""
""
""
""
-0.24251267
""
""
0.57692009
""
0.22215104
""
""
""
""
""
""
""
""
""
""
""
0.32783917
